UCL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL603001,501,649,317,519,488,138,51,114,40,2812,929,918,686,1296,1037,352,132,276,95,5720,1921,1024,5752,3117,2322,988,784,1254,290,17447,97,66,141,287,255,221,70,198,22,1348,140,113,106,319,289,115,58,130,18,1287,54,116,47,104,53,48,21,57,18,514,128,202,133,228,141,119,80,172,160,1366,9094,22587,9164,10032,7899,3630,2002,4068,1089,69574
UCL611001,180,265,123,194,152,47,31,53,8,1042,359,361,230,623,404,135,69,128,26,2336,1018,407,2616,1551,1050,553,550,687,117,8547,42,21,75,136,124,115,50,145,9,728,56,49,60,130,126,76,37,60,8,600,19,59,18,38,38,16,10,27,4,224,37,72,50,92,67,49,47,96,74,588,3016,7475,3685,3979,2689,1380,1128,1769,355,25473
UCL612001,35,41,20,43,22,6,6,11,0,192,69,93,33,153,93,45,15,30,9,532,221,89,708,455,276,160,234,226,41,2408,17,4,21,38,27,56,15,45,0,218,18,10,13,37,33,17,10,20,4,158,9,10,12,15,11,0,0,3,0,59,5,12,16,20,18,17,21,23,25,174,497,1305,876,941,566,339,321,392,92,5331
UCL612002,48,72,25,37,31,8,8,14,4,252,90,100,66,200,110,37,24,42,8,679,306,130,969,554,320,212,206,285,36,3019,18,7,29,52,41,37,25,58,0,269,16,9,13,63,30,25,11,27,0,206,4,5,6,16,11,8,4,7,0,54,17,13,18,40,13,15,20,60,33,225,707,1356,1215,1192,666,379,318,688,101,6626
UCL613001,17,32,10,43,28,3,0,0,0,141,48,47,24,82,63,19,9,14,0,301,168,72,510,269,161,83,121,147,14,1546,3,4,8,31,17,17,10,23,0,107,6,0,3,33,19,12,11,13,5,103,3,3,3,3,3,0,0,3,0,20,6,7,4,15,5,6,9,15,10,84,377,775,599,554,354,149,170,262,48,3284
UCL614001,13,14,12,16,6,3,0,5,0,69,23,31,17,46,28,9,0,3,0,163,83,21,327,132,83,41,43,61,20,817,6,0,3,6,5,8,6,3,0,38,4,0,5,12,5,0,0,6,0,39,0,4,3,0,0,0,0,0,0,4,9,12,8,7,4,3,3,5,4,57,222,390,403,267,195,72,58,100,35,1737
UCL614002,8,11,4,14,3,0,0,3,0,44,9,15,11,41,25,0,0,11,0,122,61,38,252,141,74,37,48,67,11,732,5,0,5,23,10,9,3,14,0,67,6,5,5,5,4,4,4,3,0,37,0,7,0,9,0,3,0,0,0,16,6,5,8,13,3,4,6,4,4,45,125,187,308,257,154,72,72,109,24,1314
UCL614003,10,17,0,8,8,4,0,0,0,48,14,26,12,34,15,13,0,4,7,117,71,20,193,115,54,37,53,52,15,621,3,0,3,14,9,8,0,11,5,47,0,0,0,9,4,3,6,4,0,31,0,0,0,6,0,0,0,4,0,9,0,0,3,11,0,0,5,8,7,34,156,275,238,229,106,69,63,82,31,1255
UCL615001,0,0,0,0,3,0,0,0,0,9,5,3,0,3,4,4,0,0,0,18,5,0,40,18,8,3,16,21,5,116,0,0,0,0,0,4,6,4,0,13,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,10,20,42,31,17,18,23,34,5,194
UCL615002,0,3,0,0,0,0,0,0,0,15,0,3,0,9,13,3,0,0,0,33,16,4,33,19,8,8,10,22,0,120,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,12,32,51,43,38,31,18,16,25,3,257
UCL615003,7,6,0,7,0,0,0,0,0,18,5,4,0,9,3,0,0,0,0,29,22,4,71,15,10,11,14,16,4,170,0,0,0,6,4,0,4,5,0,14,7,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5,3,5,0,0,14,51,65,84,55,34,16,25,37,4,375
UCL615004,3,4,0,0,0,0,0,0,0,12,0,0,5,3,3,3,0,0,0,13,14,5,34,13,13,0,7,8,0,103,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,18,24,58,47,35,19,11,14,10,6,230
UCL615005,5,3,0,8,0,0,0,4,0,25,14,9,3,13,5,0,3,0,0,54,35,4,71,46,20,17,25,32,4,255,0,0,0,4,12,4,0,0,0,22,3,0,0,7,6,3,0,5,0,21,0,3,0,0,0,0,0,0,0,11,0,0,0,4,0,5,0,3,3,15,110,125,85,111,50,32,31,51,8,609
UCL615006,4,3,3,0,0,0,0,0,0,16,3,4,0,7,10,0,0,0,0,25,18,6,28,21,7,4,9,15,5,109,0,0,0,0,0,4,0,0,0,5,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,4,11,54,84,40,39,26,13,11,19,3,287
UCL615007,5,3,0,10,0,0,0,4,0,24,3,3,5,8,8,0,0,0,0,35,22,3,40,20,13,4,4,9,0,122,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,41,75,48,47,25,7,8,15,3,276
UCL615008,5,10,4,3,0,0,0,0,0,24,9,10,9,15,10,6,4,4,3,69,27,14,131,77,26,20,54,59,13,427,0,0,0,9,0,0,5,13,0,37,5,0,0,11,5,6,3,4,0,29,0,0,0,0,0,0,0,3,0,8,0,0,3,3,3,0,6,7,5,36,63,98,160,133,61,36,74,101,30,757
UCL615009,3,10,0,10,4,0,0,0,0,32,10,14,0,10,8,4,0,0,6,56,47,14,134,46,53,11,33,25,8,374,3,4,4,4,9,9,10,0,0,44,0,0,3,0,0,0,0,4,0,8,0,0,0,5,0,0,0,0,0,3,0,3,3,4,8,5,0,0,0,30,84,166,152,89,102,26,49,38,18,715
UCL615010,3,3,0,0,4,0,0,0,0,15,4,3,8,14,8,5,0,0,0,46,22,18,68,33,35,16,19,35,3,239,4,0,0,0,3,5,0,3,0,17,0,0,0,8,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,5,3,22,53,105,100,76,71,31,23,63,13,528
UCL615011,8,12,0,10,5,0,0,0,3,34,20,10,6,36,14,8,0,0,0,101,58,20,190,110,60,36,42,58,5,586,7,0,7,15,4,10,5,15,0,60,4,0,0,9,4,3,3,6,0,27,0,0,3,0,0,0,0,0,0,9,3,3,3,11,4,3,10,5,3,46,131,218,224,215,120,71,65,109,12,1172
UCL615012,14,22,7,11,9,0,0,0,0,66,23,22,18,43,26,10,6,5,0,145,83,36,201,99,68,43,43,31,6,603,3,0,0,14,9,8,0,0,0,44,5,5,6,13,6,6,0,7,0,36,0,5,0,3,0,0,0,4,0,16,0,8,0,3,5,8,0,3,8,25,186,405,246,235,148,88,51,64,17,1444
UCL615013,10,10,0,7,3,0,0,3,0,37,10,11,12,23,18,5,0,7,0,87,58,15,155,82,55,26,42,38,5,468,0,0,4,3,0,0,0,11,0,24,3,4,0,4,5,3,4,0,0,21,0,0,0,0,0,3,0,6,0,13,0,0,0,13,3,0,5,13,7,48,112,179,181,162,103,52,62,87,16,947
UCL615014,9,9,10,10,0,4,0,0,0,42,17,16,11,22,21,13,0,3,0,111,47,24,123,59,38,19,15,30,8,359,0,0,8,3,9,0,4,4,0,27,0,3,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,4,0,19,117,238,159,142,104,43,25,47,13,901
UCL615015,5,12,0,17,8,7,0,0,0,53,19,16,7,33,28,10,5,5,0,132,55,28,144,80,77,26,24,42,8,485,7,0,0,5,14,10,5,3,0,37,9,0,3,4,4,4,0,4,0,25,3,0,0,0,8,0,0,6,0,13,0,5,3,0,8,0,0,0,4,24,146,253,184,179,185,63,41,83,18,1148
UCL615016,3,6,6,14,6,3,0,0,0,38,17,15,9,20,15,5,3,4,0,95,51,30,147,74,46,22,48,32,5,457,0,0,0,3,3,4,0,7,0,22,0,3,7,8,4,0,3,9,0,33,0,0,0,0,0,0,0,0,0,5,5,4,0,5,7,0,7,0,5,33,106,291,183,159,101,35,67,56,14,1016
UCL615017,9,6,0,9,4,3,0,0,0,34,14,10,8,32,20,5,0,0,0,94,68,12,180,88,65,22,41,41,11,535,0,0,3,12,4,3,6,5,0,36,0,0,0,11,8,8,0,0,0,26,0,0,0,0,0,0,0,0,0,8,0,7,0,6,3,3,0,0,0,23,131,191,204,172,123,49,52,57,14,995
UCL615018,10,11,6,11,5,0,0,0,0,45,14,12,14,25,15,10,3,11,0,100,60,20,147,85,51,29,35,38,3,474,5,0,0,7,6,4,4,7,0,30,4,0,4,5,4,4,5,0,3,30,0,0,0,0,0,0,0,0,0,0,7,0,0,5,4,3,3,0,0,18,142,252,186,165,98,51,48,58,15,1016
UCL615019,3,0,0,4,4,0,0,0,0,18,0,3,0,10,0,10,0,0,0,27,10,7,47,26,7,10,9,14,0,134,0,5,0,7,0,4,0,0,0,14,0,4,0,3,0,3,0,0,0,12,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,6,0,10,26,65,53,57,20,30,14,21,5,288
UCL615020,3,0,0,6,0,0,0,0,0,17,0,0,6,4,5,0,0,0,0,15,10,4,70,27,11,6,25,23,8,190,0,0,0,6,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,9,0,30,36,62,81,65,27,13,28,41,8,360
UCL615021,6,3,0,8,0,0,0,0,0,11,4,3,3,11,8,4,3,0,0,34,21,0,59,29,22,12,21,33,3,206,0,0,3,0,3,0,4,4,0,23,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,11,49,59,76,50,38,22,32,46,12,375
UCL615022,0,0,0,3,4,0,0,0,0,5,3,4,3,8,3,0,0,0,0,23,18,0,33,17,17,0,11,11,0,105,0,0,4,0,0,4,0,7,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,29,42,32,29,11,15,21,7,211
UCL615023,7,0,0,6,0,0,0,5,0,27,10,8,9,21,13,3,0,8,0,77,54,20,106,53,31,19,33,62,0,380,9,0,0,6,0,8,7,13,0,44,0,0,0,0,5,6,0,0,0,16,0,0,0,0,0,0,0,3,0,4,8,0,5,7,3,3,9,11,8,54,106,120,126,105,72,42,56,144,5,775
UCL615024,0,6,3,4,5,0,0,0,0,23,11,9,10,13,8,0,0,3,0,54,28,15,75,37,16,11,10,12,3,209,0,0,0,4,4,0,0,3,0,10,0,4,0,0,9,0,0,5,0,19,0,0,0,0,6,0,3,0,0,10,0,5,4,0,0,5,0,0,0,13,91,204,105,68,66,27,20,30,8,614
UCL615025,5,13,3,5,8,5,0,0,0,40,21,18,9,24,26,6,0,3,5,105,46,25,118,67,63,21,27,33,6,399,0,0,3,4,7,9,0,0,0,32,4,0,4,11,7,0,0,3,0,30,0,0,0,3,0,0,0,0,0,9,6,0,6,3,0,0,0,0,7,20,102,182,152,148,139,46,34,54,22,884
UCL615026,3,5,0,3,4,3,0,0,0,23,0,3,0,6,3,0,0,0,0,19,21,3,31,23,15,14,15,18,3,146,0,0,0,0,0,5,0,6,0,6,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,44,47,50,62,24,25,13,32,6,306
UCL615027,6,3,0,3,4,0,0,0,0,15,8,4,0,13,0,0,0,0,0,38,15,7,71,38,16,3,22,16,0,186,0,0,0,3,6,0,0,4,0,17,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,5,3,21,45,87,89,66,43,17,25,35,9,405
UCL621001,0,0,0,0,4,0,0,0,0,4,6,0,0,5,5,0,0,0,0,19,8,9,28,7,9,5,9,6,0,80,0,0,0,0,0,4,0,0,0,7,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,14,35,22,28,9,9,8,0,135
UCL621002,5,0,0,0,0,0,0,0,0,9,5,0,4,8,3,3,0,3,0,24,9,4,14,12,8,3,4,9,0,63,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,15,43,49,28,22,26,12,3,34,9,218
UCL621003,0,0,0,0,3,0,0,0,0,4,0,3,0,8,10,0,0,0,0,19,4,5,36,15,14,6,12,8,0,107,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,29,39,30,26,8,10,13,4,184
UCL621004,0,0,0,0,0,3,0,0,0,5,3,0,0,3,0,0,0,0,0,13,12,0,27,9,5,8,3,8,0,78,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,20,27,32,23,10,13,4,13,3,153
UCL621005,3,0,0,0,3,0,0,0,0,7,4,4,0,4,6,0,0,0,0,19,8,0,27,9,14,4,3,7,0,70,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,27,34,12,23,7,6,8,5,147
UCL621006,0,6,0,5,3,0,0,0,0,18,3,3,6,9,3,0,0,0,0,21,16,4,28,8,10,0,0,0,0,69,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,38,120,43,36,31,5,3,8,3,285
UCL621007,3,3,6,0,6,0,0,0,0,13,7,5,5,6,7,0,0,0,0,25,9,3,33,7,6,3,4,10,0,85,0,0,0,0,4,0,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,86,45,19,28,3,4,15,6,244
UCL621008,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,3,0,0,13,10,0,40,13,3,6,16,19,0,111,0,0,4,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,9,16,43,26,15,10,19,26,4,180
UCL621009,3,0,0,3,0,0,0,0,0,4,8,0,4,6,0,0,0,5,0,19,13,0,32,6,8,0,8,18,3,91,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,33,29,40,24,17,6,8,41,4,197
UCL621010,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,10,8,0,15,6,4,0,0,9,0,41,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,4,16,15,17,17,13,12,0,6,33,6,130
UCL621011,3,0,0,3,0,0,0,0,0,7,0,0,3,6,11,0,0,4,0,27,7,4,37,17,12,0,5,7,0,96,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,38,42,38,31,7,5,11,4,194
UCL621012,0,8,3,0,3,0,0,0,0,15,3,3,5,3,0,0,0,0,0,21,4,3,8,5,0,3,0,6,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,191,26,32,27,12,0,10,3,340
UCL621013,0,0,0,0,0,0,0,0,0,5,3,0,0,6,3,0,0,4,0,10,9,4,30,12,7,0,6,11,0,77,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,12,22,27,39,20,12,3,7,13,8,153
UCL621014,3,3,0,0,0,0,0,0,0,10,4,4,0,6,4,0,0,0,0,17,11,6,28,8,6,9,6,3,3,88,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,21,55,37,25,20,19,10,10,3,194
UCL621015,5,0,3,0,3,0,0,0,0,13,5,5,3,6,7,5,0,5,0,30,18,4,34,14,9,8,7,4,0,91,0,0,0,0,4,0,0,0,0,10,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,5,43,101,43,24,38,19,7,13,3,290
UCL621016,0,0,0,0,3,0,0,0,0,15,5,4,0,4,3,6,0,4,0,23,16,3,43,12,6,3,7,6,3,96,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,111,45,22,32,14,6,11,3,298
UCL621017,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,4,0,18,6,5,5,4,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,17,38,16,17,7,6,3,3,3,118
UCL621018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,11,0,8,13,5,0,3,7,0,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,20,10,17,8,6,6,7,0,86
UCL621019,0,3,4,0,6,0,0,0,0,12,0,0,3,0,3,0,0,0,0,18,7,5,19,6,5,4,5,10,0,53,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,30,19,10,6,9,14,0,142
UCL621020,3,0,0,0,4,0,0,0,0,6,0,6,0,3,0,0,0,5,0,11,5,4,37,16,6,5,13,9,0,102,0,0,3,0,4,0,0,0,0,3,0,0,0,6,4,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,18,11,18,46,26,22,9,24,13,7,175
UCL621021,4,3,3,0,7,0,0,0,0,13,4,4,0,8,3,0,0,0,0,23,17,0,57,27,27,12,12,15,5,170,0,0,0,0,0,0,0,4,0,6,4,0,0,3,0,4,0,0,0,7,3,0,0,0,0,0,0,0,0,7,0,0,4,0,4,0,4,0,0,16,41,79,72,48,47,23,18,30,3,344
UCL621022,12,10,5,0,7,5,0,0,0,30,3,0,0,7,10,0,0,0,0,21,9,6,34,8,14,3,5,7,8,96,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,0,0,5,0,15,54,85,53,30,47,13,5,10,11,298
UCL621023,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,7,0,16,0,0,19,12,4,0,11,9,0,54,0,0,0,0,0,4,4,5,0,13,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,11,11,33,21,24,9,9,19,17,0,143
UCL621024,0,5,0,0,0,0,0,0,0,9,3,4,0,4,0,0,0,3,0,14,10,4,30,13,8,4,9,8,0,82,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,31,40,32,21,13,9,9,13,0,163
UCL621025,6,0,0,0,3,0,0,0,0,9,4,4,3,13,0,0,0,0,0,22,20,3,32,14,11,5,11,3,0,90,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,59,41,31,30,5,11,11,4,216
UCL621026,3,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,11,10,0,22,5,9,7,0,8,0,65,5,4,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,23,38,27,17,14,8,4,26,0,152
UCL621027,3,7,0,0,0,0,0,0,0,11,0,0,0,0,4,3,0,0,0,14,3,0,24,14,10,4,6,8,0,76,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,17,29,28,23,26,15,7,9,4,152
UCL621028,5,4,0,0,0,0,0,0,0,9,0,3,6,0,3,0,0,0,0,13,20,3,23,12,10,3,12,18,0,98,0,0,0,0,0,0,4,7,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,17,41,31,37,30,18,13,16,33,3,224
UCL621029,0,0,0,0,0,0,0,0,0,0,6,3,5,5,0,0,0,0,0,28,8,0,36,12,10,7,11,9,0,97,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,3,0,4,26,62,45,35,24,11,16,18,0,225
UCL621030,6,3,0,0,0,0,0,0,0,12,0,0,4,4,5,0,0,0,0,12,19,0,17,8,0,3,5,10,0,60,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,30,12,19,31,12,9,7,23,3,149
UCL621031,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,12,6,19,13,5,0,0,12,3,71,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,9,21,12,24,21,4,5,8,21,0,123
UCL621032,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,3,0,20,14,5,0,22,9,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,13,21,20,13,0,31,14,0,127
UCL622001,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,4,0,0,0,10,3,3,6,3,0,7,0,3,0,30,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,11,11,0,7,0,8,3,75
UCL622002,0,0,0,0,4,0,0,0,0,5,5,0,4,3,0,0,0,0,0,10,6,0,10,7,0,0,3,3,0,34,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,21,10,15,14,4,0,3,11,0,76
UCL622003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,22,6,13,4,3,5,0,60,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,11,31,8,16,6,5,5,3,101
UCL622004,0,3,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,7,0,0,7,6,0,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,16,12,11,0,0,8,0,65
UCL622005,5,0,0,0,5,0,0,0,0,12,0,0,5,6,0,0,0,0,0,8,4,0,7,3,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,22,34,18,12,15,3,0,0,0,118
UCL622006,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,5,0,11,3,5,4,6,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,6,14,12,12,3,3,4,0,66
UCL622007,0,3,0,3,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,6,5,0,8,4,3,0,3,10,0,35,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,42,11,13,14,3,3,9,5,111
UCL622008,4,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,3,0,0,9,3,0,6,5,5,4,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,9,15,3,4,7,5,0,54
UCL622009,0,3,0,0,0,0,0,0,0,8,7,3,4,0,0,0,0,0,0,9,0,0,18,7,8,0,4,7,3,50,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,65,25,11,7,3,5,15,3,149
