UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL112002,182,553,1507,1396,1349,946,187,12,0,6123,353,314,332,189,194,242,181,36,0,1851,35,32,58,43,45,65,24,4,0,312,13,26,34,21,20,9,3,3,0,130,584,921,1932,1648,1609,1271,398,52,7,8418,34,53,65,42,49,33,3,0,0,284,54,29,18,13,12,12,4,4,0,145,83,83,92,52,60,47,6,4,0,425,668,1004,2018,1701,1664,1317,402,58,9,8843,530,272,470,399,331,551,1184,837,292,4862,64,79,125,118,94,99,76,63,29,751,1260,1356,2612,2218,2098,1965,1662,953,322,14448,97,420,977,897,1022,636,95,0,0,4142,483,444,709,667,620,562,185,17,6,3685,40,56,136,69,55,81,26,0,0,464,8,13,30,18,8,11,5,3,0,95,634,940,1854,1647,1698,1288,306,23,4,8389,15,25,31,24,26,19,0,0,0,139,51,35,36,27,22,29,7,0,0,209,68,66,66,52,47,43,8,0,0,346
UCL112003,73,170,605,919,1043,825,218,22,0,3874,146,181,240,302,368,424,257,48,4,1964,57,74,137,99,119,119,48,0,0,659,6,8,9,14,14,13,3,0,0,63,284,435,992,1339,1531,1376,522,69,4,6559,18,24,47,41,53,53,13,0,0,254,34,24,20,4,17,22,16,0,0,142,55,53,70,46,67,71,23,0,0,397,345,486,1064,1385,1603,1448,542,78,4,6957,488,148,194,208,316,591,1520,829,230,4527,41,35,73,75,84,81,84,57,11,543,872,674,1332,1671,2001,2121,2147,959,247,12024,19,106,395,548,794,585,127,6,0,2585,167,202,405,645,742,638,297,26,3,3135,88,83,183,154,141,159,60,12,0,890,3,3,11,13,13,7,7,4,0,69,280,401,996,1362,1695,1393,495,43,3,6672,6,18,16,15,26,27,3,0,0,105,30,18,13,22,21,34,15,0,0,142,29,30,36,32,43,63,20,0,0,251
UCL112004,107,188,587,761,870,657,229,34,3,3427,187,133,179,164,202,279,258,76,5,1482,28,9,32,35,50,55,19,5,0,238,4,4,7,16,18,13,9,5,0,79,322,336,812,973,1141,998,509,119,8,5228,10,10,24,18,22,21,5,0,0,112,20,5,9,7,4,9,4,0,0,66,30,17,27,27,28,30,10,0,0,172,356,357,836,1002,1170,1034,522,119,14,5399,263,56,94,86,125,307,1022,1092,386,3434,20,20,28,53,63,41,62,77,66,424,636,436,962,1143,1355,1381,1601,1286,466,9266,33,122,362,435,598,441,106,13,0,2119,217,179,288,451,550,506,293,49,0,2527,36,26,62,40,42,63,26,4,0,305,3,3,12,17,3,12,8,3,0,65,291,329,729,939,1197,1018,435,71,4,5019,0,0,7,6,16,16,0,0,0,59,20,12,11,19,16,7,4,0,0,96,19,10,23,31,31,27,8,0,0,151
UCL112005,113,301,727,638,654,480,69,3,0,2981,121,128,194,148,158,140,69,16,4,976,28,17,51,59,44,51,14,0,0,274,9,9,23,18,20,11,4,0,0,95,270,453,1001,862,870,685,160,20,4,4322,38,39,61,32,36,24,8,0,0,236,47,20,15,9,18,16,0,0,0,114,81,52,75,42,55,38,8,0,0,349,348,507,1075,908,920,726,164,20,4,4677,312,220,631,609,510,584,998,566,193,4621,28,38,95,50,61,70,64,42,25,474,687,760,1807,1569,1495,1375,1232,635,221,9771,53,184,389,386,385,209,38,0,0,1653,222,182,431,422,411,300,83,8,0,2051,49,59,116,80,67,64,15,0,0,454,10,4,19,19,12,7,4,0,0,69,330,429,957,903,877,581,142,7,0,4222,14,14,29,14,18,17,0,0,0,111,28,15,37,25,9,20,4,0,0,135,40,33,62,41,30,34,4,0,0,247
UCL112006,227,589,2057,1532,1256,1054,266,30,5,7017,325,152,357,234,185,214,160,42,6,1675,26,15,75,41,47,41,28,3,0,276,14,27,70,27,29,16,8,0,0,196,590,781,2564,1838,1516,1324,460,75,10,9162,44,39,57,49,44,25,3,0,0,261,34,18,22,11,10,15,12,0,0,114,76,59,76,59,60,35,12,0,0,380,667,842,2639,1896,1577,1361,471,75,10,9548,367,148,209,178,225,416,942,785,273,3559,121,120,286,210,185,147,115,81,46,1307,1150,1107,3138,2290,1991,1931,1527,942,330,14405,115,532,1370,1054,1024,756,125,13,0,4992,421,281,902,722,510,552,216,28,0,3637,32,40,195,79,44,66,19,0,0,476,11,21,61,35,16,10,0,3,0,160,582,871,2525,1884,1598,1392,364,41,0,9263,13,22,35,24,20,15,6,0,0,131,47,25,31,30,12,14,3,0,0,172,64,49,67,49,41,29,4,0,0,307
UCL112007,38,62,217,224,257,177,49,4,0,1026,65,20,42,37,31,69,41,12,3,319,13,3,5,8,13,16,7,0,0,66,4,3,3,6,7,7,0,0,0,29,115,89,264,281,305,267,98,21,3,1445,5,7,3,4,5,9,0,0,0,33,0,0,0,0,0,5,6,0,0,15,6,7,4,4,6,18,9,0,0,44,125,98,267,282,312,278,105,21,3,1485,52,5,6,12,30,94,405,300,66,974,12,4,20,15,23,28,33,39,21,186,189,109,294,313,361,404,544,355,87,2652,13,38,104,121,171,79,7,0,0,536,79,37,99,161,155,170,37,5,0,747,19,5,39,23,17,18,4,5,0,128,0,0,7,5,3,3,3,0,0,20,112,82,243,305,341,265,63,11,0,1431,3,0,0,4,6,9,0,0,0,20,4,4,5,4,0,7,0,0,0,28,4,6,7,8,4,19,0,0,0,50
UCL112008,74,124,331,426,479,401,107,13,3,1953,143,93,124,135,150,229,123,23,0,1026,6,9,13,12,27,33,18,0,0,128,11,10,9,20,12,17,3,7,0,90,231,231,475,600,667,677,255,42,3,3196,22,23,37,33,28,37,0,0,0,183,15,7,4,9,15,14,5,0,0,61,35,32,37,39,41,52,7,0,0,243,265,265,518,639,704,730,258,42,6,3436,162,53,98,130,213,557,1585,1202,432,4438,22,23,48,38,59,73,117,118,75,575,446,340,667,807,981,1367,1956,1367,513,8445,24,99,241,285,343,279,41,4,0,1326,193,117,263,333,375,445,180,18,0,1923,21,11,39,24,46,58,12,3,0,217,9,10,16,7,14,13,10,4,0,82,248,233,559,650,777,797,242,25,0,3551,16,11,9,9,19,13,0,0,0,71,12,5,14,4,13,28,5,0,0,87,23,23,24,19,27,40,5,0,0,161
UCL112009,130,363,996,877,762,689,121,15,0,3950,168,141,185,130,137,202,125,23,0,1113,12,17,31,45,36,54,18,0,0,203,5,11,40,22,14,10,9,0,0,116,309,535,1257,1073,951,948,263,39,0,5381,23,36,43,28,36,32,3,0,0,212,25,18,11,5,11,4,0,0,0,79,45,48,56,37,49,44,8,0,0,290,359,583,1316,1105,1004,986,275,43,0,5675,255,144,300,236,313,405,859,661,230,3401,42,48,108,68,84,72,71,42,26,569,658,777,1721,1416,1402,1463,1207,743,257,9640,60,260,600,575,578,399,67,5,0,2544,237,170,470,399,406,418,126,8,0,2233,26,24,102,39,37,70,19,0,0,315,9,13,21,13,11,4,4,0,0,88,329,473,1197,1030,1035,887,217,18,0,5185,9,14,19,16,23,11,0,0,0,88,22,10,26,28,24,22,5,0,0,125,29,20,45,43,44,31,5,0,0,217
UCL112010,130,360,1075,977,828,715,189,18,4,4290,164,100,174,113,117,139,106,25,0,940,12,3,24,18,12,18,3,0,0,95,12,20,41,23,18,13,3,0,4,140,322,480,1309,1131,972,887,307,48,4,5470,19,21,46,22,17,14,3,0,0,138,18,12,11,10,10,8,3,0,0,62,36,31,55,31,27,22,7,0,0,205,355,511,1367,1162,999,906,313,48,4,5671,230,75,147,126,160,204,452,407,152,1950,35,46,140,90,90,72,51,46,57,632,617,641,1659,1378,1252,1186,812,505,218,8259,70,244,687,534,571,373,58,0,0,2540,253,133,424,464,357,362,138,21,0,2148,12,13,69,29,28,25,13,3,0,206,4,13,23,17,13,5,3,3,0,93,344,408,1206,1040,966,771,219,32,0,4988,12,11,25,18,11,4,0,0,0,74,10,10,23,18,11,4,0,0,0,78,25,21,43,37,21,4,3,0,0,149
UCL112011,109,318,969,746,674,408,51,0,0,3281,136,116,207,104,125,126,44,4,0,869,23,24,49,38,43,42,8,0,0,229,3,7,16,15,6,14,3,0,0,72,268,465,1245,910,854,591,103,11,0,4442,34,37,49,42,43,25,7,0,0,237,33,13,19,5,5,14,0,0,0,90,59,54,65,48,49,33,6,0,0,320,326,523,1313,956,897,624,114,11,0,4766,261,101,148,138,212,402,777,372,100,2520,31,37,74,59,55,56,55,41,6,414,615,662,1538,1160,1167,1090,946,422,107,7702,49,201,537,418,395,212,19,0,0,1827,205,220,506,390,363,278,62,6,0,2033,19,41,128,62,46,37,11,0,0,343,3,10,21,5,5,5,0,0,0,62,281,470,1189,881,808,542,93,6,0,4267,7,22,29,18,24,12,0,0,0,106,17,24,29,17,21,18,0,0,0,131,29,49,59,32,46,34,0,0,0,244
UCL112012,125,315,903,883,852,736,142,8,0,3974,279,201,318,258,274,278,142,29,3,1782,18,20,31,34,31,43,16,0,0,192,12,13,26,32,13,11,6,6,0,109,434,548,1276,1203,1180,1069,307,41,4,6062,17,48,63,38,45,52,4,0,0,264,55,26,16,18,13,23,7,0,0,174,72,70,83,62,56,73,14,0,0,435,505,623,1353,1258,1239,1145,321,41,8,6499,317,153,207,184,316,548,1084,661,247,3722,63,77,128,108,112,86,74,48,38,734,886,847,1692,1552,1667,1782,1485,748,289,10953,52,218,555,563,667,577,72,3,0,2703,348,274,571,602,567,518,188,13,0,3081,23,31,97,53,52,55,23,3,0,334,6,9,17,23,17,12,0,4,0,92,434,533,1236,1245,1298,1158,282,27,3,6217,12,19,22,17,22,22,0,0,0,117,53,25,32,32,25,33,6,0,0,215,59,50,54,48,48,54,9,0,0,332
UCL112013,16,31,102,101,97,86,19,0,0,458,17,8,3,12,3,12,9,3,0,86,3,0,4,5,7,3,0,0,0,21,0,0,4,0,6,0,0,0,0,11,29,39,118,121,111,103,32,8,0,574,0,0,0,10,3,8,0,0,0,20,4,0,0,0,0,3,0,0,0,10,5,0,7,8,3,13,0,0,0,26,36,43,125,130,115,113,36,8,0,602,48,12,6,8,18,31,85,49,12,268,12,3,10,21,19,12,5,3,0,79,98,59,140,153,148,153,129,56,13,948,0,25,64,45,81,52,12,0,0,278,22,18,54,58,32,42,13,3,0,238,0,6,11,9,5,6,0,0,0,34,3,0,0,0,4,0,0,0,0,11,29,52,128,110,118,96,22,4,0,559,0,0,7,0,5,0,0,0,0,8,0,5,6,0,0,0,0,0,0,8,0,6,9,0,5,0,0,0,0,16
UCL112014,80,271,713,697,696,507,89,8,0,3053,132,153,197,166,156,212,122,22,0,1163,38,30,52,60,44,60,22,0,0,309,7,3,20,18,17,10,3,0,0,86,265,457,979,936,904,788,243,33,0,4608,25,29,45,31,29,43,9,0,0,210,36,11,12,11,10,10,3,4,0,95,62,46,57,37,36,52,13,4,0,302,327,501,1036,973,947,838,252,31,0,4911,234,120,141,125,211,407,997,860,339,3435,16,34,57,53,43,43,46,49,24,366,582,655,1236,1161,1194,1288,1296,946,357,8712,36,160,405,368,468,328,47,0,0,1813,187,170,441,399,400,372,124,13,0,2104,40,45,120,71,62,56,20,4,0,421,8,7,26,5,8,10,3,0,0,77,271,379,988,844,944,776,191,24,0,4412,9,12,20,24,15,9,0,0,0,94,36,33,23,20,19,20,4,0,0,146,51,47,39,33,34,30,6,0,0,241
UCL112015,128,383,1274,1023,953,661,93,4,0,4517,269,222,323,218,207,292,124,23,0,1683,24,21,58,53,50,52,25,5,0,275,6,17,43,21,24,14,0,5,0,138,430,643,1691,1307,1236,1026,242,41,5,6610,29,67,73,61,38,37,0,0,0,297,42,23,24,15,17,13,10,0,0,147,70,90,93,79,59,48,16,0,0,448,500,728,1788,1386,1291,1072,252,38,5,7059,370,216,522,493,416,692,1377,997,360,5440,89,64,170,148,149,104,79,64,29,893,959,1007,2483,2022,1859,1867,1708,1101,394,13393,55,287,712,617,601,395,46,4,0,2722,352,300,674,652,561,471,151,15,0,3168,31,44,153,65,52,52,12,6,0,410,19,10,22,19,23,6,5,3,0,111,454,643,1557,1358,1231,933,210,23,4,6417,15,23,25,27,25,21,6,0,0,136,40,31,37,30,24,30,3,0,0,195,62,45,58,59,45,47,11,0,0,333
UCL112016,211,574,1845,1668,1473,1032,212,21,0,7038,342,188,293,235,231,242,222,50,0,1796,37,21,71,47,46,45,16,3,0,285,5,31,52,22,28,10,9,0,0,160,596,803,2260,1978,1773,1338,452,74,5,9284,28,52,37,39,42,30,0,0,0,235,41,23,17,15,12,15,9,0,0,142,65,79,57,52,60,45,11,0,0,382,666,882,2320,2031,1831,1383,472,75,5,9666,538,159,180,219,292,505,1171,889,332,4272,65,85,153,142,135,107,107,81,57,923,1267,1126,2651,2392,2254,1987,1747,1044,393,14860,91,431,1274,1082,1138,705,105,5,0,4833,476,334,779,875,648,595,218,26,0,3948,38,37,201,106,51,62,25,0,0,517,11,8,36,19,12,16,4,0,0,115,615,814,2294,2084,1849,1373,356,30,0,9417,16,32,24,21,22,12,0,0,0,120,46,26,41,44,14,27,6,0,0,202,57,56,66,66,35,38,6,0,0,323
UCL112017,147,436,1187,1514,1623,1109,239,14,0,6277,516,289,386,364,403,535,308,68,8,2880,37,32,49,57,69,96,38,5,0,380,14,30,33,23,25,27,8,4,0,157,710,793,1652,1958,2126,1770,593,89,11,9694,38,47,75,53,52,49,16,0,0,329,84,36,32,15,23,37,12,0,0,242,119,79,106,65,75,79,31,5,0,572,835,875,1765,2027,2195,1848,615,95,11,10261,494,194,246,245,369,871,2385,1994,704,7496,59,62,126,115,100,128,138,141,125,985,1384,1130,2128,2386,2664,2849,3138,2229,837,18750,83,335,837,932,1345,876,129,0,0,4541,639,487,749,1001,960,984,304,35,0,5159,63,52,141,83,78,109,38,6,0,575,6,24,21,23,25,16,12,8,5,136,795,906,1756,2045,2399,1980,481,50,8,10410,12,19,31,24,42,29,0,0,0,157,80,35,21,36,45,56,18,4,0,298,98,61,49,64,80,84,16,4,0,453
UCL112018,220,503,1512,1254,1073,921,198,7,0,5689,313,179,335,209,191,222,174,41,0,1654,18,18,49,37,41,43,14,8,3,241,7,26,50,25,14,15,3,10,3,150,555,727,1940,1525,1317,1203,385,65,7,7729,29,58,85,57,53,38,3,0,0,319,53,28,23,26,13,18,3,7,0,166,84,82,112,77,66,57,12,7,0,490,644,813,2046,1603,1383,1252,397,68,7,8219,397,153,252,241,261,469,1090,884,314,4065,107,92,209,152,156,110,102,105,78,1098,1143,1054,2503,2001,1803,1833,1580,1061,403,13386,117,364,1055,811,851,623,81,6,0,3905,390,266,614,585,532,565,209,26,0,3192,23,31,131,71,49,66,23,0,0,400,19,15,32,17,12,5,3,0,0,105,555,670,1829,1484,1443,1257,325,40,7,7605,22,30,56,30,42,25,3,0,0,205,46,30,48,35,30,21,9,0,0,229,69,65,103,65,70,47,10,0,0,435
UCL112019,326,801,2200,1943,1851,1457,294,20,0,8892,491,325,447,340,239,321,269,62,4,2507,28,34,61,51,42,69,28,4,0,329,11,42,63,30,27,24,9,0,0,204,869,1196,2768,2363,2162,1870,603,93,10,11933,34,64,115,87,49,51,12,0,0,409,68,39,39,16,19,23,18,0,5,223,102,105,154,103,66,69,30,0,5,631,966,1304,2921,2468,2229,1941,630,93,11,12566,551,198,296,234,338,610,1525,1113,399,5272,75,104,196,156,148,110,111,89,49,1047,1600,1599,3415,2860,2717,2665,2267,1298,463,18883,160,575,1374,1280,1304,929,144,10,0,5783,654,593,989,950,836,822,290,24,0,5152,36,55,196,93,72,89,37,9,0,585,13,28,32,25,21,13,7,3,0,143,869,1255,2588,2349,2226,1854,479,36,0,11662,22,33,57,42,36,14,4,0,0,222,85,35,61,27,31,25,9,0,0,278,104,65,116,76,71,45,11,0,0,497
UCL113001,73,153,420,519,497,438,104,6,0,2215,147,96,150,155,178,213,158,27,3,1119,13,7,25,29,34,44,20,4,0,176,9,10,12,8,16,11,0,0,0,70,227,269,605,720,715,710,284,39,9,3578,9,10,16,10,17,16,3,0,0,85,22,5,8,7,12,15,6,0,0,70,27,18,23,15,31,27,11,0,0,159,257,290,631,734,750,739,293,39,9,3736,159,44,96,99,170,359,1076,835,374,3216,35,33,50,66,60,61,80,58,55,499,446,359,784,901,978,1153,1450,941,431,7453,32,106,254,298,400,324,47,0,0,1457,171,137,304,384,362,400,179,17,0,1948,14,15,44,40,46,43,23,0,0,221,3,3,17,10,12,11,5,0,0,72,219,263,619,732,821,776,251,23,0,3700,3,7,4,4,11,6,0,0,0,42,25,10,10,17,9,12,7,0,0,83,26,16,20,15,16,19,5,0,0,121
UCL113002,41,80,257,269,320,252,60,7,0,1295,87,62,92,82,88,142,108,15,0,688,9,5,9,15,22,29,14,0,0,111,4,9,13,10,15,7,0,0,0,56,145,150,371,381,447,437,183,22,0,2147,11,13,27,15,27,7,3,0,0,102,13,3,7,3,5,11,4,0,0,48,20,16,33,22,31,19,5,0,0,156,168,174,407,400,481,460,190,22,0,2300,120,46,64,86,156,338,808,554,196,2356,22,29,46,38,69,61,58,44,14,382,308,245,515,528,708,850,1055,618,210,5038,15,60,170,182,235,185,38,0,0,899,95,71,171,188,202,261,90,6,0,1093,10,8,23,19,28,36,6,0,0,140,6,0,9,9,9,10,0,0,0,39,132,142,375,404,475,495,141,6,0,2170,3,8,10,7,12,8,0,0,0,42,6,7,5,7,4,12,0,0,0,43,14,12,10,13,19,17,0,0,0,90
UCL113003,92,219,579,519,513,515,110,3,0,2562,118,78,134,83,98,138,82,7,3,740,13,9,39,30,39,37,19,0,0,179,10,21,16,11,6,20,10,0,0,89,230,321,764,645,657,704,216,14,6,3564,14,24,42,27,42,37,4,0,0,196,16,10,7,10,8,17,11,0,0,71,33,30,55,36,46,52,12,0,0,271,262,354,821,688,704,761,230,14,6,3829,193,66,140,141,217,409,795,478,168,2597,56,46,87,93,84,66,64,48,32,585,511,469,1046,913,1012,1231,1089,537,205,7019,45,149,432,329,419,360,76,3,0,1810,183,108,274,253,216,297,78,9,0,1419,14,17,77,33,18,54,11,0,0,223,6,0,18,21,16,18,3,0,0,75,240,281,795,629,665,730,163,17,0,3533,11,0,10,23,14,9,0,0,0,68,12,12,14,17,12,16,6,0,0,81,21,16,22,38,23,30,6,0,0,153
UCL113004,9,37,306,345,299,193,53,8,0,1249,72,79,339,202,160,151,106,18,0,1129,11,14,52,28,15,15,17,0,0,147,0,3,24,22,8,3,0,0,0,69,96,135,722,584,491,369,174,19,0,2591,0,10,31,16,16,12,0,0,0,87,8,11,15,14,6,3,3,0,0,64,18,19,45,32,28,19,3,0,0,154,112,146,767,615,515,388,176,19,0,2743,80,44,94,98,90,218,373,192,46,1232,17,31,104,88,58,43,39,19,3,397,208,212,966,800,668,656,590,233,50,4374,6,57,281,211,169,121,26,0,0,871,81,149,457,344,246,220,90,9,0,1592,25,9,49,42,23,25,6,3,0,178,0,3,34,9,8,6,5,0,0,65,107,217,825,604,454,369,120,11,0,2707,0,12,29,15,11,12,0,0,0,72,9,16,23,10,9,4,4,0,0,72,9,25,43,25,21,19,4,0,0,146
UCL113005,52,210,485,460,463,379,62,4,0,2116,167,98,123,110,116,142,68,25,3,844,19,7,27,18,12,32,11,5,0,124,6,12,27,16,11,8,5,0,0,85,240,325,654,602,598,563,146,31,4,3163,40,37,47,23,31,33,4,0,0,207,19,14,16,16,9,17,0,0,0,85,59,51,65,37,40,47,4,0,0,295,294,379,715,643,642,607,146,31,4,3461,226,72,97,142,200,356,758,537,208,2596,35,49,84,69,70,60,52,50,33,495,559,491,899,849,912,1023,957,613,244,6551,31,135,285,324,347,261,42,5,0,1426,162,151,277,297,288,267,72,7,0,1524,6,13,58,23,26,26,12,0,0,165,8,13,16,11,7,3,3,0,0,62,204,310,639,653,664,565,134,14,0,3179,14,21,19,29,16,11,3,0,0,110,26,13,21,9,16,14,0,0,0,92,39,28,40,41,30,21,5,0,0,207
UCL113006,44,95,216,183,193,177,43,4,0,954,69,41,96,61,69,85,41,8,5,471,11,0,10,7,11,7,4,0,0,60,4,6,16,13,8,7,0,0,0,64,131,145,336,266,279,275,92,14,5,1546,17,31,29,26,21,20,0,0,0,143,8,8,14,5,3,7,6,0,0,56,26,36,46,33,24,26,5,0,0,199,161,185,382,296,307,300,99,14,5,1740,175,176,409,315,238,301,460,313,84,2471,37,37,50,58,58,58,40,32,11,380,370,398,840,667,599,660,592,362,97,4594,25,75,124,171,176,125,17,0,0,721,87,61,161,130,144,159,49,7,0,802,15,11,31,20,13,13,8,3,0,117,4,4,8,8,11,0,0,0,0,41,126,149,320,332,349,303,88,7,0,1677,15,6,17,15,12,10,0,0,0,71,20,13,17,7,10,14,0,0,0,85,34,19,31,23,19,30,0,0,0,155
UCL113007,72,141,385,589,526,445,74,3,0,2238,104,76,92,81,117,155,105,18,0,743,23,12,27,24,46,51,17,3,0,209,0,0,11,4,10,6,4,0,0,41,204,234,520,698,696,654,194,25,3,3236,3,15,16,16,17,15,8,0,0,85,19,6,7,5,4,7,7,0,0,49,28,21,17,12,23,24,12,0,0,131,231,249,536,715,714,676,210,25,3,3363,148,44,56,43,84,304,866,544,154,2246,18,14,32,31,37,45,51,44,41,309,393,310,626,784,838,1024,1120,612,198,5916,15,70,237,272,337,231,35,0,0,1189,146,106,232,374,332,326,79,5,0,1612,38,31,72,44,50,64,19,0,0,304,0,5,7,4,0,3,0,0,0,30,202,208,541,692,724,623,137,10,0,3137,6,3,4,6,7,9,0,0,0,34,19,9,13,14,7,16,0,0,0,76,21,10,14,21,13,24,0,0,0,108
