SED_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SED24808,4,25,5,1347,91,18,18,90,23,73,12,35,16,60,336,764,8,0,9,10,6,3,0,0,6,7,66,126,2538,485,117,3064,538,2682,171,840,261,1161,453,12308
SED24904,3,10,3,696,108,18,15,106,9,38,6,17,9,35,262,619,8,0,7,6,0,0,0,4,0,12,29,76,1573,280,99,2000,276,898,106,302,97,599,317,6541
SED25003,9,27,0,1451,59,15,16,59,13,51,10,27,21,66,235,574,11,4,0,8,4,13,4,3,3,13,47,106,2175,486,86,2809,444,2027,167,698,177,1163,314,10548
SED25102,16,33,5,1939,92,18,4,129,24,46,14,23,8,32,159,548,6,0,10,8,0,5,0,0,4,4,23,65,1781,449,86,2992,443,1155,139,352,91,482,188,8163
SED25205,11,21,4,3035,97,15,11,93,7,37,8,15,0,22,167,467,5,3,5,3,3,4,0,0,3,0,20,56,2410,396,83,3253,481,1199,147,322,68,468,194,9025
SED25302,20,34,0,2707,119,15,4,131,16,59,10,29,9,29,194,614,4,4,5,8,3,0,3,3,0,3,26,63,1964,387,71,3112,402,1077,123,310,94,401,229,8168
SED25402,14,15,5,1091,82,9,6,86,18,41,14,13,15,49,265,600,4,0,8,7,3,4,3,3,5,8,31,71,1310,275,70,2298,371,959,123,380,120,603,323,6820
SED25501,18,68,7,2901,79,21,0,54,12,42,3,25,6,37,340,616,3,0,4,12,4,5,0,0,0,4,29,65,2781,519,62,2304,265,1647,72,583,86,825,392,9543
SED25605,5,60,0,1677,64,19,11,55,16,35,4,23,8,60,206,502,10,0,5,5,3,0,0,3,0,4,38,68,1973,440,72,1999,289,1441,98,569,115,977,282,8245
SED25704,4,11,3,684,117,20,12,106,6,38,8,19,6,42,205,587,8,0,14,11,0,5,3,0,0,3,36,79,1480,284,91,2277,286,787,102,267,86,409,261,6329
SED25802,11,10,3,1196,100,20,13,149,13,64,18,22,14,47,256,712,11,3,15,9,7,8,3,3,0,9,36,106,1644,454,127,2923,471,1245,157,415,119,558,320,8423
SED25905,7,44,3,1267,72,20,12,83,13,63,15,40,14,66,236,638,11,3,7,12,3,0,0,0,10,3,51,97,1916,433,82,2371,350,1835,131,689,163,1123,303,9388
SED26005,6,40,3,1906,117,18,17,92,20,77,6,34,20,66,322,795,11,0,10,11,8,9,0,0,9,8,41,95,3101,584,108,3493,470,2828,143,884,212,1269,407,13506
SED26102,8,31,9,1063,79,24,15,100,22,47,18,19,3,45,168,531,3,0,5,4,0,0,0,3,0,8,18,50,1026,406,123,1955,341,753,156,335,94,507,215,5912
SED26207,18,43,5,2598,68,12,10,41,15,44,7,24,6,46,146,420,7,0,8,13,3,0,0,3,6,16,33,90,2071,348,71,2567,442,1267,121,402,95,800,194,8380
SED26303,7,33,5,3391,55,16,3,57,6,28,3,18,0,43,132,362,7,0,3,4,6,0,0,0,0,7,5,34,1877,491,48,2564,405,898,110,321,46,497,152,7410
SED26406,10,29,3,2790,49,11,6,67,7,24,0,16,6,29,179,406,3,0,8,9,0,6,0,4,0,4,12,39,2170,437,67,2387,388,1250,97,378,99,585,208,8059
SED26504,8,8,3,659,115,26,5,102,11,25,7,30,3,31,200,550,6,0,4,4,0,0,0,3,0,6,31,60,1382,307,80,2000,299,589,112,257,65,395,242,5732
SED26603,0,35,7,2406,47,6,12,42,5,45,6,17,10,50,180,421,13,0,7,6,0,4,0,3,7,10,46,94,2026,490,95,2787,529,1576,152,572,115,905,253,9498
SED26708,3,13,7,987,124,23,17,123,15,45,16,26,10,34,239,668,16,0,14,12,4,7,3,0,0,10,22,89,1538,429,108,2555,377,837,142,281,88,387,289,7045
SED26806,12,35,4,1939,50,3,5,40,7,23,0,10,4,19,111,284,4,0,0,4,0,4,0,0,0,0,13,28,1050,175,38,1075,262,770,54,169,42,272,133,4042
SED26903,4,29,0,1406,33,16,8,44,13,24,6,12,12,57,151,368,4,3,3,5,0,0,0,0,0,14,23,57,1429,452,76,2047,353,1217,134,486,126,862,197,7375
SED27003,12,25,0,2474,36,6,3,22,5,23,4,11,3,23,121,256,8,0,0,3,3,0,0,0,0,3,17,40,1351,255,43,1437,333,682,73,275,52,369,147,5006
SED27101,5,23,9,2359,66,0,7,61,14,24,8,12,12,32,176,409,10,4,8,8,0,0,0,3,3,0,19,53,2075,415,78,2829,417,1400,98,427,86,570,212,8611
SED27208,4,13,0,621,93,24,3,93,8,60,9,18,10,52,229,600,11,0,5,13,4,3,0,3,7,6,27,71,1307,336,82,2078,262,828,120,318,114,531,279,6264
SED27305,9,31,0,2226,83,24,9,91,8,43,9,25,8,41,155,488,3,0,5,10,0,11,6,0,0,3,13,56,2348,388,79,2770,325,1392,108,403,74,588,185,8651
SED27406,19,54,6,4295,87,21,7,84,14,49,4,22,13,31,178,502,0,0,4,7,6,4,0,0,3,0,10,39,2312,389,71,2775,387,1242,90,307,79,428,203,8288
SED27504,0,14,0,934,104,17,6,107,18,40,5,20,8,51,203,581,7,0,7,12,0,5,0,0,0,21,42,93,1755,363,87,2518,333,1040,108,393,105,800,274,7785
SED27608,16,27,0,2743,118,26,16,136,26,51,8,28,11,30,299,733,13,3,10,7,3,5,0,0,4,4,27,73,2553,636,132,4591,692,1615,202,459,110,474,334,11802
SED27708,4,12,0,891,97,24,8,116,8,43,4,23,10,32,228,609,7,0,10,8,4,0,0,3,0,4,21,63,1369,378,90,2619,359,843,138,275,79,399,267,6820
SED27807,6,53,0,717,27,12,5,34,10,52,6,27,18,77,196,465,0,0,0,0,0,4,0,5,0,12,52,81,1161,383,62,1413,246,1633,101,863,189,1704,294,8044
SED27907,8,30,0,1478,77,16,3,85,13,38,9,26,11,50,206,539,11,0,3,9,6,0,4,3,0,3,26,71,1851,329,72,2722,462,1462,138,433,125,759,256,8610
SED28007,21,47,0,2357,123,21,24,109,23,81,10,27,23,51,273,768,12,0,4,23,7,8,0,4,7,11,66,142,2985,554,128,3520,538,2359,174,782,205,1151,372,12757
SED28107,20,40,9,2460,83,9,36,85,23,82,10,31,49,71,584,1078,14,3,13,8,0,3,0,3,7,9,123,172,5035,972,214,4574,853,4603,266,1547,421,1538,792,20811
SED28203,6,48,4,927,48,6,10,43,10,49,8,29,23,89,256,567,3,0,3,9,0,4,3,0,6,17,72,121,1969,575,92,2424,414,2216,133,895,224,1923,378,11251
SED28301,17,77,6,3272,82,19,13,103,13,69,4,38,12,48,259,659,4,0,3,13,3,3,0,0,7,4,20,60,2297,569,85,2859,267,1605,130,593,92,809,299,9602
SED28408,9,10,0,1199,73,15,0,73,14,37,4,9,3,19,183,432,3,0,0,4,0,0,0,4,0,8,21,41,1345,330,48,2188,340,924,91,331,70,405,215,6281
SED28507,4,35,9,1530,71,15,17,73,19,65,9,27,20,48,320,680,12,0,11,8,10,6,0,0,0,20,53,122,2816,451,96,2857,510,2759,139,778,209,1007,419,12046
SED28607,18,42,3,4283,76,18,9,58,11,33,4,29,10,29,212,495,4,0,5,3,0,4,0,0,0,3,16,43,2721,430,83,3045,546,1356,117,428,112,623,242,9713
SED28704,18,36,0,2782,163,21,7,162,32,86,20,22,17,41,375,942,16,4,15,11,4,12,0,0,7,10,60,147,3717,695,145,5140,846,2739,234,640,227,821,463,15666
SED28803,16,95,9,2255,102,21,29,103,27,85,24,45,41,147,517,1135,13,0,13,16,9,13,6,5,15,34,132,248,3836,861,170,4595,755,4280,263,1863,437,3257,736,21053
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30001,6,17,3,1076,57,9,9,42,15,38,9,17,12,45,279,541,3,0,3,0,0,0,0,0,0,10,37,59,2093,437,99,2065,421,1499,149,543,146,740,330,8523
SED30002,9,24,0,2207,70,13,5,55,19,38,7,12,9,24,255,504,7,0,3,3,3,3,0,0,0,5,7,36,2089,317,89,2089,464,1114,136,267,89,457,278,7388
SED30003,8,11,0,1178,77,12,7,47,11,24,3,11,3,26,345,564,3,0,3,3,9,5,0,0,0,11,27,55,1907,322,88,1846,424,1185,120,378,119,476,382,7245
SED30004,8,11,0,1023,82,7,10,72,10,32,18,21,4,34,403,692,4,0,4,3,0,0,0,0,0,3,15,40,1609,382,75,1844,308,715,135,316,88,311,427,6202
SED30005,7,10,0,717,55,9,0,36,11,19,3,5,7,27,194,372,4,0,4,3,4,0,0,0,0,5,27,42,1024,292,68,1237,260,741,122,330,123,462,232,4896
SED30006,3,46,4,1263,61,13,7,52,10,33,8,12,3,37,190,420,3,0,9,8,4,6,0,4,0,5,25,60,1232,255,68,1297,248,682,66,292,77,483,231,4927
SED30007,14,14,0,1370,74,12,9,77,13,31,7,11,12,29,371,644,4,0,0,7,5,3,0,3,0,9,19,44,1458,409,84,2063,398,827,169,292,85,332,396,6511
SED30008,18,26,10,3519,60,12,5,48,12,34,5,10,9,21,203,411,5,0,3,7,5,4,0,0,0,0,10,28,2215,267,66,2098,531,1048,101,190,83,259,226,7086
SED30009,3,7,0,375,43,10,14,29,3,26,3,9,5,38,248,429,4,0,6,0,0,4,0,5,3,3,16,37,999,216,48,1090,158,657,50,258,71,482,269,4313
SED30010,11,11,0,549,63,5,15,47,7,45,4,18,16,59,324,602,8,3,0,3,3,5,0,0,4,9,42,71,1619,281,97,1717,445,1658,149,552,193,781,402,7890
SED30011,15,8,4,1108,135,11,12,80,15,38,4,4,5,22,414,737,22,0,5,14,0,5,0,0,0,3,22,78,1529,142,71,1646,252,817,85,140,100,276,445,5500
SED30012,8,14,0,1181,51,14,9,66,10,25,5,10,0,25,208,428,7,0,0,0,4,3,0,0,0,4,11,39,1196,332,70,1714,340,681,127,277,77,340,233,5380
SED30013,0,17,0,517,53,14,13,44,9,35,4,13,3,42,334,552,7,0,8,7,0,0,0,0,0,8,16,37,1065,193,53,1205,171,585,72,247,70,517,368,4543
SED30014,9,8,0,707,49,11,3,49,8,30,4,19,3,27,264,483,3,0,0,5,0,0,0,0,0,9,14,33,1077,326,50,1242,162,619,73,330,75,411,292,4648
SED30015,0,7,0,611,154,9,13,95,14,36,9,8,5,28,385,760,16,0,4,10,0,7,0,0,8,10,31,80,1308,147,79,1407,197,762,88,156,94,356,438,5026
SED30016,13,17,3,938,58,18,4,72,13,21,7,14,5,27,369,615,3,0,10,4,5,0,0,0,0,4,22,52,1216,378,96,1779,364,790,161,278,100,406,409,5968
SED30017,8,9,6,1082,56,7,0,56,6,24,11,8,6,27,222,439,0,0,6,8,0,0,0,0,0,0,17,32,1720,264,73,1874,440,822,126,241,88,392,251,6277
SED30018,12,20,4,2857,81,11,8,55,11,32,7,11,6,22,208,449,7,0,4,8,8,3,0,0,0,0,10,40,2307,266,81,2221,465,1024,130,246,87,390,228,7436
SED30019,14,43,6,2971,65,11,0,51,14,36,0,8,3,10,148,352,8,0,3,0,0,0,0,0,0,0,13,26,1625,202,73,1684,353,926,80,215,63,246,175,5653
SED30020,0,11,4,828,105,4,13,80,17,45,9,8,17,20,483,802,5,0,7,6,0,3,0,0,0,3,22,53,1768,216,67,2144,283,879,107,214,78,363,517,6636
SED30021,3,6,6,492,107,18,9,67,14,58,4,22,5,71,271,658,9,0,8,0,0,5,0,0,9,21,72,115,1098,230,70,970,176,645,88,264,90,703,376,4709
SED30022,8,16,0,1634,117,17,19,85,38,57,10,18,21,32,568,981,16,6,18,6,3,5,0,0,3,3,50,114,3002,521,143,3043,742,1889,241,567,215,609,649,11621
SED30023,18,41,4,3595,85,10,3,61,14,27,8,5,6,8,201,422,9,0,0,3,0,3,0,4,0,0,5,26,2059,265,60,2153,453,918,108,224,67,280,211,6805
SED30024,9,21,4,1057,51,19,10,67,16,19,8,22,8,26,221,462,0,0,3,8,0,0,0,3,0,0,24,49,1077,372,71,1784,326,630,124,279,83,329,260,5329
SED30025,18,9,6,2313,76,12,9,71,12,20,5,6,10,12,212,439,9,0,4,6,3,9,0,0,0,0,13,35,2136,298,99,2408,521,949,145,231,89,293,234,7408
SED30026,10,18,0,2298,76,12,4,58,12,26,4,12,0,16,243,462,0,0,6,0,4,0,0,0,0,4,10,24,1970,281,79,2204,538,936,134,253,71,329,251,7035
SED30027,3,6,0,789,58,9,9,56,17,35,5,22,4,30,237,481,8,0,0,6,0,7,0,0,5,5,21,49,1426,348,88,1763,357,802,165,304,120,425,284,6075
SED30028,8,11,4,1090,82,9,3,67,9,46,4,10,3,20,418,669,8,0,7,8,5,0,0,0,0,4,25,62,1388,152,61,1619,241,1013,84,232,93,324,457,5663
SED30029,12,12,0,802,90,11,15,72,12,28,8,11,13,37,332,635,3,0,4,6,0,4,0,0,0,7,22,51,1117,276,92,1604,314,744,138,267,129,452,373,5505
SED30030,10,19,0,2771,62,3,5,47,8,34,6,12,0,13,145,329,6,0,0,4,0,4,0,0,0,0,9,24,1822,246,75,1959,427,828,108,215,55,256,161,6142
SED30031,3,3,3,805,161,9,6,77,13,40,4,11,4,17,389,721,16,0,9,0,0,0,0,0,0,4,21,53,1245,103,62,1189,165,643,55,101,35,151,422,4166
SED30032,0,9,0,308,69,19,8,51,3,40,11,22,12,63,306,596,0,0,6,6,0,4,0,4,6,0,24,60,822,275,59,1271,145,683,107,317,102,713,337,4842
SED30033,3,9,3,376,43,22,5,47,3,22,4,26,11,47,261,487,3,0,3,3,0,0,0,0,0,11,19,44,833,263,54,1037,133,596,82,300,64,589,291,4233
SED30034,0,7,0,465,83,18,3,82,9,38,9,22,15,45,334,652,10,0,3,6,0,3,3,0,4,9,44,81,1138,252,66,1357,150,632,83,253,99,446,392,4864
SED30035,0,11,0,774,88,9,14,65,9,27,8,9,9,21,582,836,6,5,12,6,0,0,0,0,4,5,15,52,1799,172,86,1647,282,759,110,180,83,295,608,6026
SED30036,0,23,0,710,61,15,7,43,12,33,3,27,13,61,241,516,4,0,0,0,0,0,0,0,0,8,38,55,1524,357,108,1403,337,1390,115,597,174,1015,316,7331
SED30037,0,11,0,653,50,8,3,40,7,31,5,17,10,27,235,443,7,0,4,0,5,0,0,0,0,10,11,39,1389,188,73,1337,361,901,94,255,117,442,263,5427
SED30038,7,5,0,816,71,6,5,46,9,33,7,13,3,30,243,472,10,0,9,7,0,0,0,0,4,7,18,51,1577,184,77,1470,387,893,106,279,112,469,275,5834
SED30039,14,14,0,1830,108,7,17,76,17,48,13,19,7,33,439,770,7,0,7,5,3,5,0,0,6,4,41,77,3175,373,133,2817,627,1697,183,383,152,462,505,10515
SED30040,14,16,0,1135,63,15,6,63,13,23,8,15,7,32,329,578,3,4,6,9,3,0,0,0,0,0,17,33,1277,362,63,1796,339,710,156,258,87,337,363,5746
SED30041,12,15,0,1002,87,11,5,76,13,24,0,6,7,30,697,968,3,0,8,4,0,0,0,0,6,4,12,38,1517,206,70,1590,291,667,95,183,79,335,729,5772
SED30042,8,21,0,1060,75,9,14,66,26,41,5,20,8,24,342,632,7,0,3,3,0,0,6,0,0,0,14,36,1925,282,98,2100,464,1236,138,301,135,457,365,7504
SED30043,7,9,0,540,65,9,3,63,21,42,7,27,6,43,339,631,6,0,4,4,5,5,3,0,3,5,33,70,1323,201,82,1371,351,908,116,305,133,558,393,5734
SED30044,10,11,3,940,94,15,12,57,17,54,8,17,16,50,349,682,14,0,10,7,0,4,6,0,0,8,48,93,2023,339,109,1973,432,1411,144,432,161,629,409,8066
SED30045,5,20,0,1891,74,6,8,66,3,27,7,3,4,22,228,454,9,0,3,3,3,0,0,0,0,5,9,36,1948,244,92,2071,417,939,115,240,90,366,250,6779
SED30046,4,13,0,801,72,11,12,56,13,34,5,12,13,29,265,525,4,0,0,4,0,0,0,0,4,3,41,61,1583,306,91,1596,385,1081,132,374,114,541,325,6525
SED30047,11,12,0,980,81,3,9,74,5,31,9,7,0,27,642,888,4,0,7,4,0,4,0,0,0,6,18,42,1380,153,60,1683,208,754,71,180,67,293,672,5509
SED30048,19,42,3,3005,71,4,5,45,13,27,5,9,6,17,201,390,0,0,0,4,0,0,0,0,0,5,12,29,1671,254,95,1631,390,1136,114,284,99,363,225,6250
SED30049,11,27,3,1985,62,9,3,37,15,23,8,11,6,29,231,433,0,0,3,0,4,0,4,0,3,5,22,48,2170,389,82,2182,374,1198,112,418,97,562,270,7849
SED30050,3,13,0,801,52,10,6,46,15,21,5,10,3,11,224,401,3,0,0,0,3,3,0,0,0,0,19,35,837,270,61,1219,256,552,99,235,59,275,251,4107
SED30051,4,9,3,407,50,7,5,37,6,24,6,14,6,47,288,494,4,0,4,7,5,0,0,0,3,10,18,48,963,215,50,1145,144,606,79,279,79,666,329,4552
SED30052,8,23,3,1360,23,3,0,17,8,22,3,3,0,12,108,203,3,0,3,0,0,0,0,0,0,0,6,25,916,160,36,768,204,675,54,168,40,208,126,3361
SED30053,3,29,0,1290,52,17,13,48,16,30,3,13,10,23,209,430,4,0,3,4,5,0,0,0,0,7,26,50,1258,360,92,1696,350,732,146,296,84,394,245,5649
SED30054,23,27,3,2940,73,7,3,52,5,28,3,9,8,12,156,357,0,0,5,6,0,0,0,0,0,3,9,23,1783,287,56,1927,443,857,106,247,75,300,174,6266
SED30055,16,13,4,1046,123,7,9,86,14,47,7,18,5,41,706,1055,8,0,3,4,3,0,0,0,8,6,32,63,1373,131,68,1715,240,774,89,168,101,306,750,5721
SED30056,20,39,0,3292,105,17,5,85,18,42,12,15,5,32,252,584,8,0,6,5,0,4,0,6,0,0,20,45,2311,335,72,2302,463,1158,135,274,99,409,278,7836
SED30057,4,9,0,493,61,9,10,42,15,28,9,20,14,58,262,525,5,0,3,5,0,3,0,0,3,4,42,67,1134,272,73,1377,316,1042,120,371,169,667,320,5859
SED30058,11,37,3,2185,85,12,0,54,9,32,5,16,8,40,191,456,0,0,0,0,0,0,0,0,0,5,20,29,1956,295,77,2053,489,1077,117,313,94,452,224,7155
SED30059,14,17,5,1510,73,20,13,84,24,40,6,24,11,27,275,602,7,0,10,10,5,3,0,0,5,0,27,68,1796,444,104,2426,440,998,165,397,118,459,317,7660
SED30060,4,8,0,641,104,10,6,69,12,35,9,28,10,47,371,710,14,0,7,3,0,0,0,0,0,4,28,59,1574,292,61,1626,259,823,108,331,99,475,412,6053
SED30061,6,10,0,1028,72,4,7,39,12,20,3,14,0,19,349,549,3,4,3,7,0,0,0,0,0,4,13,39,1391,211,44,1311,207,654,61,203,51,318,377,4828
SED30062,7,3,0,1074,64,12,0,53,19,34,4,12,15,36,352,586,4,0,9,3,5,3,0,0,0,3,29,55,2064,405,94,2311,563,1491,148,406,159,505,402,8541
SED30063,0,10,0,367,77,17,3,48,10,32,3,22,4,53,290,559,13,3,11,4,0,0,0,3,0,9,19,51,978,187,62,1047,150,598,80,267,83,628,314,4405
SED30064,0,11,6,587,52,12,6,67,14,28,7,24,14,32,323,578,7,0,0,5,3,0,0,0,3,5,18,54,992,358,74,1562,318,725,167,318,111,402,359,5387
SED30065,9,16,0,1218,73,23,16,69,21,26,7,28,18,32,387,690,0,0,11,9,3,5,0,0,3,3,34,62,1388,457,120,2203,446,885,176,333,115,423,439,6978
SED30066,5,35,5,982,44,27,14,63,11,28,9,30,5,31,284,546,5,4,6,3,0,10,0,0,7,8,22,60,866,434,84,1330,231,593,134,293,102,396,316,4781
SED30067,14,16,0,1827,57,10,3,39,17,26,0,15,4,13,185,368,0,0,4,9,0,0,0,0,0,0,18,33,1695,256,57,1800,480,952,114,276,89,350,205,6265
SED30068,10,21,0,1729,90,10,10,63,14,29,9,16,5,22,204,464,4,0,4,5,0,0,0,0,0,0,6,24,1585,231,65,1644,304,699,85,212,69,353,224,5459
SED30069,6,19,0,1918,82,7,9,69,18,39,10,18,4,29,270,565,9,3,10,6,0,0,0,0,0,3,18,44,2030,310,101,2168,504,1177,162,343,106,454,306,7665
SED30070,4,6,5,504,45,5,7,51,16,38,10,16,7,37,259,494,4,0,8,6,4,4,0,0,0,9,23,50,889,190,74,1093,273,649,104,235,110,492,300,4402
SED30071,10,6,3,902,64,10,3,54,13,30,9,17,12,50,198,459,0,0,0,7,4,3,0,0,0,0,8,22,1140,206,61,1209,303,709,103,226,89,457,217,4723
SED30072,11,14,0,1160,69,13,11,68,9,26,0,12,15,37,242,502,4,0,9,7,10,3,0,0,0,8,21,63,1654,242,90,1794,399,817,139,245,107,468,277,6231
SED30073,5,9,0,656,78,12,7,46,18,30,3,5,6,18,531,763,8,0,3,3,0,0,0,0,0,7,18,48,1318,141,64,1425,250,717,69,225,80,366,562,5222
SED30074,12,18,4,1374,64,11,11,51,18,31,7,15,5,26,247,482,3,0,4,10,0,0,0,0,0,0,15,35,1798,322,88,2000,431,1002,137,352,103,420,276,6931
SED30075,7,14,0,790,96,8,12,74,19,55,14,16,11,50,330,690,7,0,8,6,0,0,0,3,0,5,19,58,1441,250,110,1672,335,927,148,298,117,498,362,6165
SED30076,5,29,0,1616,46,0,0,26,4,17,5,5,6,17,156,293,0,0,3,0,0,0,0,0,0,4,3,10,1200,202,48,1027,272,777,56,189,66,303,171,4327
SED30077,0,3,0,341,108,15,6,95,9,25,12,8,8,24,290,603,3,0,9,9,4,0,0,3,4,8,16,55,1053,208,55,1424,158,595,73,215,55,395,330,4562
SED30078,4,21,0,866,42,5,6,44,13,31,3,18,13,17,188,383,3,0,3,6,5,3,0,0,6,0,20,44,978,320,81,1378,301,770,103,358,127,491,226,5136
SED30079,4,20,0,1468,81,10,12,55,25,46,5,13,11,36,257,545,10,0,0,4,5,3,0,0,4,5,22,51,2021,320,79,2162,482,1061,140,334,103,422,281,7408
SED30080,10,13,0,2552,51,11,6,39,10,18,0,14,6,21,178,349,0,0,0,7,0,4,0,0,0,0,14,30,1768,262,68,1934,466,890,119,249,76,326,196,6364
SED30081,13,44,0,1262,62,16,9,56,13,42,12,22,7,53,275,567,4,0,6,3,0,4,0,0,5,3,27,52,1774,505,95,1980,327,1583,137,617,166,880,329,8387
SED30082,6,40,4,1277,51,18,9,45,12,20,4,13,3,28,170,379,7,0,3,4,3,6,0,0,0,6,21,47,885,285,59,1026,188,614,107,303,75,415,198,4158
SED30083,10,17,0,1231,91,22,19,72,24,45,7,18,6,25,326,650,8,0,3,8,0,3,0,0,3,7,32,68,2108,425,113,2293,525,1181,159,370,149,449,368,8141
SED30084,5,8,0,642,67,10,0,50,11,25,3,15,5,31,470,688,4,0,3,0,0,0,0,0,0,9,14,31,1587,162,51,1378,208,747,71,260,82,419,500,5457
SED30085,4,37,4,1152,36,17,8,29,10,26,4,19,6,35,258,446,0,0,4,0,0,3,0,0,3,0,23,37,1433,370,92,1562,318,1056,114,413,95,690,297,6448
SED30086,3,6,0,911,72,9,4,55,7,32,5,14,3,28,303,534,3,0,0,4,0,0,0,0,0,7,10,36,1278,214,39,1533,194,779,84,260,59,463,332,5229
SED30087,6,13,0,751,49,7,7,46,8,25,5,7,4,18,316,505,0,0,4,5,0,0,0,0,0,4,6,18,1253,263,39,1677,218,853,75,295,63,415,336,5493
SED30088,3,11,0,981,61,9,4,46,4,17,0,7,4,26,322,499,0,0,0,3,0,0,0,0,3,0,20,29,1226,115,40,1234,192,509,70,196,31,333,341,4289
SED30089,0,4,3,692,105,11,9,34,7,29,3,14,6,39,336,598,11,0,9,0,0,0,0,0,0,3,32,59,1255,76,77,873,165,587,44,127,54,338,385,3971
SED30090,3,4,0,455,180,9,6,92,10,29,4,11,3,27,370,736,13,0,15,8,0,5,0,0,4,14,25,73,1290,105,58,1167,183,586,73,145,53,272,405,4341
SED30091,3,18,0,563,40,6,10,45,7,32,11,21,10,50,211,440,3,0,6,0,0,4,0,0,0,11,35,56,1312,296,91,1458,316,1235,116,502,134,775,272,6507
SED30092,7,17,0,1110,107,10,13,95,15,31,7,19,3,22,807,1115,4,0,5,4,0,0,3,0,4,5,23,53,1512,151,63,1855,267,719,85,177,64,228,844,5977
SED30093,5,17,0,374,56,10,6,50,18,63,5,32,19,70,301,627,6,0,3,0,0,0,0,3,0,7,53,74,1328,318,71,1331,275,1689,120,700,193,1204,376,7600
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,8,19,0,1250,33,6,0,30,6,14,0,6,3,5,89,188,0,0,0,0,0,0,0,0,0,0,5,15,891,170,23,1023,116,523,32,164,26,199,99,3271
SED40002,0,10,0,734,47,9,4,40,5,16,5,8,0,15,143,281,0,0,0,0,0,0,0,0,0,3,9,21,1023,298,40,1407,188,577,66,215,36,270,165,4281
SED40003,4,8,0,853,66,7,6,65,8,31,6,9,4,18,205,433,0,0,0,4,0,0,0,0,0,0,10,21,1084,253,37,1787,208,589,56,226,41,305,220,4813
SED40004,12,35,0,2191,56,10,0,79,3,39,0,20,3,26,190,424,0,3,0,4,0,4,0,0,0,5,10,25,1337,281,27,1755,129,800,43,269,40,280,205,5169
SED40005,4,10,0,264,78,5,4,56,3,17,3,8,4,12,143,333,0,6,5,3,4,0,0,0,4,6,18,37,757,171,45,1087,130,413,54,148,35,282,167,3290
SED40006,4,7,0,552,29,6,0,37,10,8,3,14,11,13,131,270,0,0,3,0,0,3,0,0,0,3,17,30,951,278,33,1345,199,591,64,281,64,424,155,4373
SED40007,3,22,0,1451,54,11,4,61,6,21,3,9,4,23,139,333,8,0,7,8,5,5,0,0,0,4,3,34,1130,241,35,1695,213,529,62,193,33,344,158,4634
SED40008,3,21,0,500,24,8,0,13,3,20,3,12,4,22,142,264,4,0,0,3,6,0,0,0,3,5,15,33,872,273,21,1094,190,720,60,378,74,616,183,4481
SED40009,3,6,0,751,66,7,0,76,7,26,4,6,0,15,189,396,3,0,3,4,3,0,0,4,4,3,14,34,1101,259,42,1693,209,616,74,222,40,275,201,4728
SED40010,4,26,4,1573,51,9,0,37,4,13,0,9,6,11,127,267,3,0,0,4,0,0,0,0,0,0,0,11,1044,220,26,1430,153,597,49,199,23,243,136,4119
SED40011,0,8,0,1123,38,5,5,49,3,18,0,6,0,16,146,300,0,0,3,4,0,0,6,0,5,0,3,15,1066,301,36,1691,177,543,83,215,34,311,162,4620
SED40012,3,10,0,223,35,6,9,30,4,32,3,13,6,42,179,365,0,0,3,0,3,9,0,5,0,8,11,39,660,166,40,961,148,777,53,337,87,660,210,4092
