SED_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SED10063,31015,32982,63999,14486,9033,23516,3605,8035,11638,959,1208,2165,797,613,1410,19847,18885,38738,8961,11924,20884,4,3.2,3.6,64,57.3,60.5,61.4,55.4,58.3,1021,1211,2226,349,782,1130,2961,5085,8048,1964,3261,5226,8159,4862,13018,334,618,958,455,934,1392,8948,6416,15364,31152,32487,63645,5239,5413,10656,20230,20951,41190,13915,14910,28824
SED10064,31571,32983,64553,8823,5704,14529,4295,7663,11956,988,1128,2116,1122,821,1942,15227,15311,30538,13991,15229,29224,7.4,5.3,6.3,48.2,46.4,47.3,44.7,43.9,44.3,539,782,1321,323,764,1086,2200,3849,6052,1778,3394,5174,9073,5115,14187,348,719,1067,489,957,1446,9908,6800,16703,29777,31149,60930,4315,4703,9019,20046,20712,40757,12330,13521,25852
SED10065,46270,45370,91643,18616,13115,31732,6359,8110,14464,3728,3090,6819,1753,1694,3443,30459,25997,56458,13019,16838,29852,5.8,6.5,6.1,65.8,57.3,61.6,62,53.6,57.8,6673,6268,12942,712,1174,1887,12000,12228,24235,4042,4560,8599,5053,2722,7781,283,411,691,583,858,1436,5918,3990,9912,41897,41438,83333,11136,10442,21577,22707,23189,45903,27162,25707,52873
SED10066,32897,35419,68318,13685,9589,23277,4405,6924,11333,2330,2739,5066,1045,914,1964,21476,20169,41640,9366,12995,22361,4.9,4.5,4.7,65.3,56.9,60.9,62.1,54.3,58.1,1459,1750,3209,402,763,1169,3442,5186,8624,2487,3693,6180,8644,5010,13655,325,637,964,578,812,1386,9544,6457,16004,32726,34163,66890,5600,5936,11538,21548,22486,44037,14428,15446,29878
SED10067,29999,32203,62205,12385,7484,19867,5021,8209,13227,1559,2169,3725,663,520,1189,19618,18384,38006,9054,12266,21319,3.4,2.8,3.1,65.4,57.1,61.1,63.2,55.5,59.2,2308,2203,4511,519,1122,1641,6464,7735,14193,3034,4771,7807,6406,2416,8824,160,400,560,712,1152,1868,7279,3968,11250,30326,31788,62113,4539,4798,9339,20860,22059,42920,12474,13036,25509
SED10068,32580,35986,68567,10299,7056,17354,4552,8415,12963,959,1203,2167,932,735,1669,16745,17410,34157,14114,16797,30910,5.6,4.2,4.9,51.4,48.4,49.8,48.5,46.3,47.4,1070,1195,2263,467,891,1363,3276,5026,8300,2573,4101,6680,9526,5244,14768,323,705,1033,668,1139,1811,10516,7090,17605,30809,33360,64166,5553,6130,11687,19406,20777,40182,15451,17344,32790
SED10069,31327,32594,63917,10753,5776,16525,3849,7682,11532,1335,1519,2856,954,692,1648,16885,15669,32556,12637,15154,27798,5.6,4.4,5.1,53.9,48.1,50.9,50.9,46,48.4,791,829,1616,338,663,998,2405,3630,6041,2535,3669,6203,9936,5131,15068,342,678,1023,553,1038,1591,10830,6847,17675,30132,31095,61224,4996,5132,10127,19467,19915,39381,14162,14822,28986
SED10070,35006,35843,70856,11616,8249,19861,3827,5581,9409,3111,2224,5339,1167,952,2123,19716,17012,36728,13356,16889,30251,5.9,5.6,5.8,56.3,47.5,51.8,53,44.8,48.8,2546,2360,4904,364,592,947,5260,6318,11576,2804,3390,6190,5589,2849,8438,250,421,675,523,802,1325,6358,4076,10436,36592,37025,73618,4863,4748,9605,24968,25549,50516,14110,14003,28113
SED10071,45985,46329,92315,22351,16401,38752,5525,9379,14905,3917,3523,7445,1420,1491,2909,33212,30799,64013,11106,13858,24964,4.3,4.8,4.5,72.2,66.5,69.3,69.1,63.3,66.2,5890,5686,11579,774,1131,1910,10483,12710,23187,4120,4725,8844,6667,3863,10535,293,525,815,652,904,1557,7610,5290,12900,47302,48113,95416,9970,10128,20099,25992,26364,52352,27240,27954,55200
SED10072,39622,40518,80140,14413,11047,25460,6153,7735,13889,2749,2765,5516,1484,1160,2640,24795,22703,47498,12083,15177,27262,6,5.1,5.6,62.6,56,59.3,58.8,53.2,56,3513,3941,7455,542,814,1351,8514,9604,18114,3859,4454,8314,5556,2709,8266,242,420,659,651,1019,1667,6447,4139,10591,34865,35869,70730,8399,8129,16523,22000,23385,45387,19088,18518,37603
SED10073,40811,43399,84212,17306,13131,30439,5878,8199,14080,2552,2869,5423,1523,1390,2918,27265,25590,52857,11725,15923,27645,5.6,5.4,5.5,66.8,59,62.8,63.1,55.8,59.3,6631,6646,13278,715,1338,2047,11645,12780,24427,3449,4293,7745,4273,2205,6476,207,346,549,529,962,1492,5010,3513,8523,37035,38968,76002,9539,9628,19172,21700,23011,44708,22544,23307,45850
SED10074,34288,35254,69539,13634,10024,23660,4332,6542,10873,2991,2406,5397,1195,1059,2255,22154,20030,42184,10453,13556,24010,5.4,5.3,5.3,64.6,56.8,60.7,61.1,53.8,57.4,3845,3599,7441,612,924,1537,6831,8227,15066,3043,3538,6581,5762,2792,8552,246,449,696,560,900,1460,6565,4133,10702,34607,35344,69952,5882,5686,11566,22932,23942,46874,15126,14766,29893
SED10075,34628,37141,71773,13586,7782,21365,4320,8757,13083,2119,2738,4860,1087,818,1905,21117,20094,41209,11822,15415,27234,5.2,4.1,4.6,61,54.1,57.4,57.8,51.9,54.8,866,1066,1933,320,757,1074,2622,4239,6859,2662,4036,6698,10887,6159,17048,328,749,1080,564,1211,1774,11783,8123,19901,35528,37100,72627,5137,5563,10702,24552,25425,49986,13912,15151,29064
SED10076,31349,33084,64436,9447,5621,15065,4110,7456,11561,1064,1286,2355,938,701,1641,15555,15066,30625,13715,15910,29626,6,4.7,5.4,49.6,45.5,47.5,46.6,43.4,45,842,1045,1885,380,850,1234,2433,3874,6305,2158,3433,5593,10047,4980,15032,324,661,981,592,1039,1632,10964,6676,17641,29492,30507,60000,5127,5411,10536,19329,19759,39088,13575,14657,28234
SED10077,44215,44067,88279,15754,11912,27664,7597,8945,16542,3167,3018,6187,2011,1455,3469,28531,25328,53860,13028,16351,29379,7.1,5.7,6.4,64.5,57.5,61,60,54.2,57.1,5814,5471,11287,686,1121,1811,11411,12071,23481,4384,4768,9153,3889,2257,6149,202,349,553,544,746,1287,4629,3353,7985,36835,37754,74588,11292,10426,21722,21602,23066,44663,24423,23142,47564
SED10078,33791,36370,70158,14298,12561,26857,5073,7209,12279,2132,2301,4433,1209,970,2182,22707,23040,45748,9318,11605,20928,5.3,4.2,4.8,67.2,63.4,65.2,63.6,60.7,62.1,3885,4978,8866,849,1475,2319,9049,10752,19793,3017,3543,6563,3784,1991,5769,195,327,522,469,679,1146,4447,2992,7440,30049,31873,61921,7145,7703,14846,18776,20177,38950,16859,17866,34728
SED10079,29906,31702,61614,10698,6088,16785,3711,7605,11315,1322,1715,3038,927,695,1624,16662,16108,32767,11800,14124,25921,5.6,4.3,5,55.7,50.8,53.2,52.6,48.6,50.5,662,834,1501,303,653,959,2440,3841,6285,2133,3331,5460,9938,4948,14884,304,574,879,587,1029,1609,10818,6546,17370,30107,31121,61230,4162,4453,8613,20981,21531,42509,11665,12553,24215
SED10080,45731,41225,86954,20917,14792,35704,6999,7481,14483,2705,2795,5504,1713,1451,3164,32336,26521,58858,9611,11648,21265,5.3,5.5,5.4,70.7,64.3,67.7,67,60.8,64.1,7253,6460,13713,1159,1282,2441,15356,14573,29925,4606,4775,9383,2931,1586,4513,229,240,463,582,662,1244,3740,2479,6223,30808,27928,58733,14072,13123,27200,14790,13512,28302,28835,26348,55181
SED10081,31215,33224,64434,14168,8934,23101,3503,7748,11255,985,1219,2206,894,800,1692,19547,18705,38254,9194,12054,21249,4.6,4.3,4.4,62.6,56.3,59.4,59.8,53.9,56.7,651,906,1554,290,739,1031,2326,4246,6572,1734,3170,4901,8449,5176,13627,347,678,1019,478,925,1405,9272,6779,16056,30296,31337,61635,5807,6102,11907,19613,20200,39815,14237,15285,29524
SED10082,30274,33374,63648,11358,6756,18110,4544,8448,12991,1773,2374,4150,658,519,1180,18327,18101,36431,10511,13516,24029,3.6,2.9,3.2,60.6,54.2,57.2,58.4,52.7,55.4,1619,1650,3272,521,1026,1547,4660,6452,11109,2960,4222,7184,8015,3723,11736,232,488,719,607,1095,1698,8849,5303,14153,30711,32888,63596,4738,4991,9727,21161,22763,43923,12584,13435,26019
SED10083,29430,32544,61968,10850,6670,17523,4350,7665,12021,1776,2366,4146,933,709,1642,17913,17420,35331,9957,13297,23256,5.2,4.1,4.7,60.9,53.5,57,57.7,51.3,54.4,863,1048,1917,330,735,1064,2963,4710,7679,2353,3743,6088,8628,4843,13477,317,571,887,576,968,1542,9521,6385,15906,29914,31951,61862,4436,4770,9206,20207,21499,41708,12213,13453,25663
SED10084,31965,35892,67851,10672,6558,17230,4868,9366,14234,1218,1606,2817,936,793,1731,17689,18326,36010,12095,15244,27337,5.3,4.3,4.8,55.3,51.1,53.1,52.4,48.8,50.5,962,1209,2171,406,882,1291,3335,5269,8597,2539,4156,6689,8905,4644,13545,288,565,853,571,1049,1615,9763,6252,16015,30453,33074,63528,5461,6003,11464,19626,21215,40840,14550,16195,30747
SED10085,32075,31491,63562,14809,7583,22392,3359,7825,11175,1297,1410,2702,858,708,1568,20319,17518,37841,9338,11893,21230,4.2,4,4.1,63.4,55.6,59.5,60.7,53.4,57.1,521,644,1165,211,515,731,1894,3448,5344,1844,2944,4794,10202,5487,15690,351,675,1025,460,915,1371,11016,7070,18086,30958,30556,61511,5344,5267,10605,20661,20148,40814,13720,13880,27596
SED10086,31724,35951,67672,15351,11951,27302,4790,7319,12108,1483,2159,3647,781,818,1598,22405,22250,44656,7477,11596,19071,3.5,3.7,3.6,70.6,61.9,66,68.2,59.6,63.6,4774,4747,9522,707,1242,1954,11166,13140,24311,2376,3696,6073,2505,1253,3759,118,229,343,414,657,1075,3037,2140,5176,28074,30734,58802,7418,8581,16001,16700,18507,35209,17173,19219,36394
SED10087,31767,33983,65748,15492,9350,24845,3880,8705,12591,983,1311,2295,919,772,1687,21274,20139,41410,8434,11788,20221,4.3,3.8,4.1,67,59.3,63,64.1,57,60.4,1032,1182,2214,414,927,1341,3055,5324,8376,2010,3279,5292,8752,4863,13612,375,636,1011,456,839,1295,9583,6338,15920,30956,32323,63286,6125,6723,12846,19474,20196,39668,15357,16646,31999
SED10088,32739,34874,67618,14914,10055,24975,5319,8760,14077,1843,2547,4392,816,649,1465,22894,22011,44905,8714,11540,20250,3.6,2.9,3.3,69.9,63.1,66.4,67.4,61.3,64.3,2574,2595,5166,585,1136,1722,6848,8702,15548,3266,4579,7842,6581,2788,9363,234,456,689,660,1101,1756,7467,4344,11809,33862,35269,69129,5255,5362,10613,23015,24158,47172,14073,14534,28612
SED10089,34905,36975,71885,14201,8843,23047,5677,10114,15791,1322,1742,3067,1392,983,2375,22594,21686,44282,10490,13246,23737,6.2,4.5,5.4,64.7,58.6,61.6,60.7,56,58.3,1890,1940,3833,454,936,1393,4556,6287,10844,2510,3431,5947,8631,4953,13585,384,611,1004,494,860,1356,9515,6425,15944,33508,34688,68197,6631,6922,13556,21339,22052,43390,16648,17458,34099
SED10090,33340,37564,70906,16068,12206,28274,4637,7542,12173,1531,2206,3739,969,921,1895,23208,22879,46084,8975,13345,22320,4.2,4,4.1,69.6,60.9,65,66.7,58.4,62.3,5713,5950,11664,967,1487,2449,11313,12648,23959,2673,3973,6646,2391,1353,3743,135,263,399,480,726,1205,3008,2343,5350,32333,35381,67705,7415,8145,15558,20098,22254,42355,17571,19358,36922
SED10091,32394,34251,66649,13960,8167,22131,4588,8547,13132,2000,2170,4169,637,564,1205,21185,19451,40633,9599,13107,22709,3,2.9,3,65.4,56.8,61,63.4,55.1,59.2,1292,1549,2833,394,855,1245,3214,5080,8285,2511,4216,6730,10463,4650,15110,250,619,865,586,1106,1695,11301,6370,17671,33391,34360,67753,5036,5377,10417,22281,22818,45099,13919,14770,28688
SED10092,35716,36736,72457,12481,7973,20454,5063,7643,12711,2101,2546,4648,1314,955,2268,20959,19122,40085,12725,15503,28231,6.3,5,5.7,58.7,52.1,55.3,55,49.5,52.2,2379,2290,4670,475,912,1388,4952,6236,11188,2647,3549,6199,8282,4404,12681,332,594,933,544,1001,1541,9157,5999,15154,32914,33281,66197,6553,6868,13419,21852,22288,44142,15661,16078,31741
SED10093,31837,34593,66428,11494,7160,18656,4168,7401,11572,2040,2614,4653,1128,886,2017,18832,18064,36892,11023,14318,25338,6,4.9,5.5,59.2,52.2,55.5,55.6,49.6,52.5,655,757,1414,257,612,871,2181,3723,5900,2178,3639,5821,9230,6038,15269,382,707,1087,565,969,1535,10178,7710,17895,31831,33613,65444,5431,5829,11254,20269,21069,41343,14730,16156,30884
SED19494,5734,4381,10112,762,470,1229,410,506,910,216,155,370,392,252,647,1775,1382,3161,1917,1722,3630,22.1,18.4,0,31,31.6,0,24.1,25.8,0,146,181,327,33,76,109,425,540,969,274,339,614,858,463,1326,55,72,127,74,104,176,985,636,1621,1117,690,1808,2858,2673,5527,761,424,1186,3046,2835,5882
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED20106,35812,36907,72719,18120,14346,32467,5592,8058,13648,1311,1646,2955,1312,1216,2523,26335,25262,51604,7100,9375,16478,5,4.8,4.9,73.5,68.5,71,69.9,65.2,67.5,5551,5983,11534,1076,1757,2834,10845,11845,22692,3354,3720,7073,3248,1870,5119,161,227,381,388,558,940,3794,2654,6446,26292,27211,53508,10876,11046,21921,13579,14542,28119,22275,22464,44733
SED20207,40720,42303,83020,20960,12690,33648,5416,10040,15455,1460,1925,3381,1581,1757,3341,29423,26407,55834,9201,13981,23187,5.4,6.6,6,72.3,62.4,67.2,68.4,58.3,63.2,4594,4369,8966,759,1465,2218,8000,9681,17685,3731,4564,8302,6644,3525,10165,240,349,591,496,673,1172,7382,4548,11930,42904,43757,86660,7814,7976,15789,25009,25735,50741,22221,22704,44924
SED20302,43859,46599,90453,20022,10805,30827,6196,12183,18378,1749,2323,4073,1245,1190,2435,29210,26507,55711,12128,17427,29553,4.2,4.5,4.4,66.6,56.9,61.6,63.8,54.3,58.9,2072,2327,4404,619,1474,2090,5092,7507,12600,4485,5821,10307,11006,5986,16992,364,682,1044,605,863,1466,11972,7532,19505,43725,45511,89233,9054,9449,18503,20595,21518,42116,28400,29908,58316
SED20401,25740,27548,53290,12408,7293,19702,3513,7527,11038,876,1193,2072,765,640,1407,17560,16657,34214,7047,9666,16712,4.4,3.9,4.1,68.2,60.5,64.2,65.2,58.1,61.6,1517,1724,3242,475,1077,1556,4032,5217,9250,2399,3369,5765,6125,3114,9231,211,316,526,348,516,863,6680,3949,10629,26462,27756,54220,3425,3567,6992,18129,19048,37172,10176,10691,20861
SED20508,28119,31242,59362,10762,5975,16737,3992,8593,12589,1075,1496,2565,626,553,1184,16461,16614,33070,10225,12999,23222,3.8,3.3,3.6,58.5,53.2,55.7,56.3,51.4,53.7,1245,1476,2721,647,1412,2059,3798,5643,9433,2783,4063,6842,7603,3731,11333,232,372,599,426,587,1018,8255,4689,12943,27605,29601,57197,4617,5160,9781,17077,18272,35354,13605,15061,28665
SED20604,27943,29251,57194,12552,7165,19719,3493,7959,11450,1045,1404,2449,674,572,1254,17767,17097,34870,8525,10544,19067,3.8,3.3,3.6,63.6,58.5,61,61.1,56.5,58.8,717,1002,1721,503,1175,1678,2452,4253,6702,2317,3444,5766,8183,4600,12784,283,494,778,396,575,970,8864,5666,14530,27234,28448,55679,4764,4915,9681,17619,18386,36006,12714,13319,26034
SED20704,27573,30343,57912,12176,6947,19121,3877,8670,12551,1010,1465,2472,798,649,1448,17864,17738,35594,8265,11145,19410,4.5,3.7,4.1,64.8,58.4,61.5,61.9,56.3,59,958,1247,2214,588,1334,1924,3229,5137,8364,2279,3241,5511,7274,4141,11420,263,494,764,346,517,866,7889,5151,13041,28022,29697,57714,4589,5124,9710,17815,18529,36335,12920,14504,27426
SED20804,25544,27517,53061,9684,5593,15282,3659,7432,11094,862,1166,2022,665,548,1211,14870,14737,29607,9037,10980,20023,4.5,3.7,4.1,58.2,53.6,55.8,55.6,51.6,53.5,1032,1390,2413,542,1185,1725,2704,4220,6927,1918,2836,4757,6448,3498,9948,243,407,648,316,450,761,6999,4355,11357,24388,25960,50352,3790,4195,7989,16141,17007,33149,10600,11713,22315
SED20906,25743,28157,53903,12616,8296,20912,3866,7621,11488,824,1210,2035,863,690,1557,18170,17823,35988,6734,9347,16076,4.7,3.9,4.3,70.6,63.3,66.8,67.2,60.8,63.9,2755,3019,5774,729,1308,2039,6504,7671,14179,2437,3090,5529,3424,1753,5177,132,226,360,318,542,861,3877,2525,6404,26531,28109,54645,4668,4733,9404,17123,18595,35722,12516,12871,25389
SED21001,29662,32687,62349,12399,8167,20565,5133,8530,13665,917,1239,2157,1094,960,2060,19541,18903,38443,8799,12298,21099,5.6,5.1,5.4,65.9,57.8,61.7,62.2,54.9,58.4,4132,4057,8190,917,1645,2563,8019,9074,17093,2733,3461,6188,2761,1527,4291,157,216,373,314,512,834,3237,2261,5492,28043,30507,58553,5650,5869,11525,17881,19805,37690,14489,15259,29746
SED21106,24418,27719,52137,11458,8067,19521,3960,6959,10909,752,1141,1886,725,635,1358,16884,16796,33685,6474,9651,16130,4.3,3.8,4,69.1,60.6,64.6,66.2,58.3,62,3170,3226,6400,766,1479,2254,7506,8698,16204,2139,3042,5178,2237,1121,3356,100,172,266,295,511,808,2634,1803,4430,23475,25717,49191,4616,5169,9786,15441,16890,32336,11627,12847,24467
SED21203,29759,29126,58886,8985,4480,13460,4566,4811,9382,1162,930,2098,1685,1290,2969,16390,11510,27903,10925,15429,26356,10.3,11.2,10.6,55.1,39.5,47.4,49.4,35.1,42.3,1763,1273,3037,274,610,886,3468,3599,7067,2016,2514,4528,3877,2280,6152,262,319,580,335,454,782,4473,3048,7522,30119,29836,59959,4214,3739,7951,20235,20663,40899,11882,10851,22733
SED21303,31009,34337,65349,14975,12720,27698,5829,9160,14986,1213,1613,2827,1228,983,2209,23244,24475,47717,6576,8647,15222,5.3,4,4.6,75,71.3,73,71,68.4,69.6,4547,5994,10543,1137,2184,3321,9132,10888,20020,2477,2761,5232,3269,1731,5002,156,210,365,324,379,703,3751,2314,6070,26283,28156,54435,7698,8916,16609,15533,16977,32512,17068,18832,35901
SED21401,27213,29826,57040,10990,6900,17883,4124,6996,11125,877,1069,1950,949,813,1764,16935,15781,32719,9337,12961,22298,5.6,5.2,5.4,62.2,52.9,57.4,58.8,50.2,54.3,3051,2884,5944,617,1045,1661,6692,7547,14239,2571,3121,5690,3222,1583,4804,148,211,357,353,617,973,3725,2411,6132,27141,29133,56278,3984,4232,8215,18279,19857,38135,11552,12215,23771
SED21503,25281,25905,51188,10927,6420,17341,3889,6839,10728,859,1169,2028,1024,823,1839,16692,15246,31936,7505,9682,17189,6.1,5.4,5.8,66,58.9,62.4,62,55.7,58.8,2084,2094,4174,500,959,1459,4459,5317,9780,2362,2743,5108,4732,2128,6864,186,241,427,325,497,817,5240,2869,8104,25139,25446,50584,3754,3668,7425,17618,18376,35994,9847,9456,19295
SED21608,26580,27879,54457,11711,6331,18042,3600,7696,11291,1057,1352,2413,825,711,1537,17188,16097,33285,7767,10191,17955,4.8,4.4,4.6,64.7,57.7,61.1,61.6,55.2,58.3,985,1273,2261,489,1136,1619,2842,4272,7106,2066,3120,5181,7250,3934,11190,269,440,719,327,431,762,7856,4810,12665,26478,27366,53841,4358,4552,8907,17357,17752,35111,11845,12572,24415
SED21706,27583,29906,57485,12173,7987,20158,4653,7949,12601,859,1196,2058,1078,908,1982,18766,18031,36795,7680,10718,18397,5.7,5,5.4,68,60.3,64,64.1,57.3,60.6,4032,3863,7900,908,1510,2427,7821,8685,16506,2367,2928,5297,2606,1305,3910,145,204,347,303,477,776,3052,1980,5026,26416,28767,55178,5378,5325,10699,17304,19258,36556,13102,13414,26518
SED21805,27801,29915,57707,14058,8261,22320,3460,7932,11398,959,1519,2484,896,761,1659,19378,18478,37853,7119,10091,17209,4.6,4.1,4.4,69.7,61.8,65.6,66.5,59.2,62.7,943,1269,2212,390,940,1331,3092,4734,7830,2596,3891,6485,7594,4063,11649,216,390,611,375,680,1048,8184,5126,13309,28621,30147,58763,3910,4189,8100,18917,19849,38765,11687,12572,24257
SED21906,27248,29478,56728,13062,9162,22223,4719,7944,12667,901,1257,2154,864,701,1570,19549,19063,38613,6386,9079,15467,4.4,3.7,4.1,71.7,64.7,68.1,68.6,62.3,65.3,3699,3818,7509,868,1609,2479,8539,9538,18076,2322,3071,5395,2544,1429,3974,123,179,306,319,491,812,2995,2102,5098,25113,26809,51919,5959,6394,12357,15569,16931,32502,14014,14727,28740
SED22005,32321,32045,64367,13085,7937,21022,5492,7478,12970,1126,1275,2396,1336,1059,2393,21038,17746,38783,9531,12643,22175,6.3,6,6.2,65.1,55.4,60.3,61,52.1,56.5,3441,3062,6503,467,816,1284,6186,6740,12927,2797,3023,5822,4026,2030,6057,162,250,417,391,525,920,4590,2804,7390,29894,30006,59902,6409,5661,12068,19289,20206,39488,15147,13734,28881
SED22105,46754,48561,95316,24232,13222,37455,6665,12515,19181,1754,2209,3967,1733,1768,3504,34392,29708,64101,10050,16559,26608,5.1,5.9,5.5,73.6,61.2,67.2,69.8,57.5,63.6,2529,2727,5259,498,1127,1622,5866,7883,13746,5021,6066,11087,10000,6160,16163,448,668,1117,584,901,1491,11032,7725,18764,50952,51712,102663,8706,8826,17531,27520,28014,55532,27296,27977,55277
SED22201,23812,26807,50618,11810,6984,18797,3184,7339,10524,748,1217,1971,687,604,1290,16429,16145,32577,6568,9680,16250,4.2,3.8,4,69,60.2,64.4,66.1,58,61.8,1365,1601,2968,525,1103,1630,3752,5267,9018,2342,3273,5615,5660,2852,8507,186,299,485,378,570,952,6223,3717,9941,24977,27159,52135,3347,3649,6996,16641,18162,34804,10072,11170,21238
SED22305,32277,30033,62313,12234,5769,18004,4703,5791,10503,1051,943,1992,1522,1208,2731,19513,13710,33225,10091,14149,24242,7.8,8.8,8.2,60.5,45.7,53.3,55.7,41.6,48.9,1523,1489,3011,258,570,830,3641,4249,7888,2673,2954,5631,4960,2631,7589,310,355,662,413,523,930,5683,3505,9185,30859,29481,60343,5170,4477,9643,19181,18991,38181,14639,12932,27569
SED22404,25903,26158,52053,10453,5170,15622,3530,7234,10765,1202,1458,2663,524,442,965,15701,14311,30012,8220,9961,18185,3.3,3.1,3.2,60.6,54.7,57.7,58.6,53,55.8,710,946,1656,395,966,1358,2254,3808,6060,2008,3413,5422,7962,3381,11351,202,406,605,346,539,889,8519,4326,12841,25470,25450,50922,3016,3134,6156,18112,17904,36011,9149,9520,18664
SED22501,23346,25149,48500,11515,6499,18013,3347,7678,11022,802,1160,1965,615,556,1166,16274,15890,32163,6439,8555,15002,3.8,3.5,3.6,69.7,63.2,66.3,67.1,61,63.9,1886,2066,3958,754,1463,2219,4663,6140,10800,2479,2895,5375,4999,2021,7023,135,240,375,368,565,937,5499,2832,8332,25737,27042,52776,2367,2608,4975,19243,20291,39533,7461,8050,15513
SED22607,28459,30791,59245,13953,10177,24125,4462,7914,12379,1017,1380,2399,1036,839,1876,20471,20308,40778,6723,9147,15873,5.1,4.1,4.6,71.9,66,68.8,68.3,63.2,65.7,3163,3494,6656,947,1731,2681,7387,8447,15832,2574,3029,5609,3726,1820,5544,165,250,412,341,519,859,4232,2593,6818,26658,28243,54897,5552,5958,11504,17284,18448,35729,13519,14374,27894
SED22704,28810,28760,57571,11404,6025,17431,3294,6963,10261,1119,1343,2462,696,561,1258,16515,14899,31409,9850,11550,21402,4.2,3.8,4,57.3,51.8,54.6,54.9,49.8,52.4,538,770,1307,347,825,1166,1828,3309,5134,2020,3243,5263,7921,3908,11831,267,513,775,380,524,908,8576,4942,13515,27203,27240,54445,3677,3644,7323,18512,18309,36822,10948,11219,22166
SED22802,24043,25271,49311,12467,6235,18705,3120,7879,10995,877,1315,2196,571,527,1097,17042,15962,32998,6187,8565,14756,3.3,3.3,3.3,70.9,63.1,66.9,68.5,61.1,64.7,769,923,1690,369,864,1230,2688,4020,6711,2087,3385,5475,7593,3519,11106,183,377,560,339,522,856,8108,4413,12526,25849,26752,52595,2753,2892,5645,18084,18593,36678,8895,9479,18374
SED22901,23938,25931,49873,11150,6598,17743,3461,6761,10212,720,1037,1755,756,680,1441,16081,15072,31157,7063,9939,17005,4.7,4.5,4.6,67.2,58.1,62.5,64,55.5,59.6,1909,1855,3764,467,863,1330,4532,5404,9935,2314,3050,5366,4895,2434,7334,203,274,476,293,497,790,5397,3207,8608,25060,26463,51525,2964,3130,6094,17458,18518,35973,9256,9726,18985
SED23007,35918,35453,71367,15312,10421,25732,5957,7860,13818,1362,1618,2979,1713,1446,3162,24348,21346,45694,9085,11947,21036,7,6.8,6.9,67.8,60.2,64,63,56.1,59.6,3416,3326,6742,717,1327,2047,7545,7969,15517,2899,3121,6022,4231,2495,6726,289,309,600,425,501,932,4956,3304,8258,32268,31824,64095,7097,6858,13962,19793,20430,40230,17561,16401,33961
