SED_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED60113,15030,15708,30738,316,328,652,181,144,326,164,178,336,130,137,269,15,8,18,32,55,84,1353,1516,2872,11,17,25,10,11,20,0,0,0,1895,2056,3953,56,60,109,42,58,96,2310,2499,4816,842,836,1680,18186,19042,37228
SED60115,15685,15868,31552,481,460,941,242,184,430,213,160,371,124,132,254,25,21,49,38,32,72,1505,1569,3074,11,5,11,0,5,6,0,0,3,2155,2114,4273,58,59,112,38,43,77,2730,2675,5404,1475,1366,2843,19895,19907,39798
SED60207,14914,15941,30851,620,675,1292,128,117,243,137,135,271,96,105,201,20,12,32,24,27,52,1371,1557,2929,13,13,27,4,3,10,0,0,0,1791,1979,3770,53,65,117,48,49,97,2508,2777,5286,994,1022,2012,18417,19740,38151
SED60208,12974,13683,26652,293,348,637,101,111,213,85,89,175,85,96,183,9,12,27,16,23,35,1014,1190,2195,16,19,35,11,10,21,0,0,0,1337,1550,2884,30,34,63,15,19,36,1671,1949,3624,949,938,1895,15592,16571,32167
SED60209,14843,15191,30028,749,819,1565,154,127,277,192,137,322,138,152,296,14,19,36,37,36,74,1156,1306,2463,15,13,30,9,5,10,4,4,5,1713,1803,3519,52,65,122,41,41,85,2560,2729,5289,1437,1397,2841,18842,19315,38160
SED60301,6458,6759,13215,109,109,216,60,50,116,81,52,136,21,29,50,3,0,8,3,12,18,725,717,1448,0,0,0,0,3,3,0,0,0,904,871,1776,44,32,74,34,19,50,1090,1026,2111,384,448,836,7933,8233,16160
SED60302,14275,15017,29292,275,296,569,335,266,602,300,209,508,87,83,170,13,14,24,14,10,25,1722,1749,3470,5,5,13,15,16,24,0,0,0,2484,2358,4843,87,73,154,74,56,126,2922,2779,5703,927,890,1814,18126,18686,36813
SED60303,13343,14148,27490,413,445,853,317,345,659,347,373,725,147,180,323,26,39,69,45,57,102,1879,2016,3893,21,16,32,29,28,54,0,0,0,2807,3052,5859,158,164,328,59,46,107,3445,3703,7146,843,822,1665,17638,18670,36302
SED60304,155,144,300,0,6,4,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,10,10,20,0,0,0,0,0,0,0,0,0,12,14,27,3,0,3,0,0,3,16,17,37,7,10,10,181,172,352
SED60310,8106,8549,16653,294,321,610,175,161,333,180,180,360,77,78,150,24,13,31,24,27,56,906,924,1832,3,13,17,14,24,38,0,0,0,1407,1418,2820,70,86,155,23,17,39,1787,1831,3627,362,381,745,10259,10763,21020
SED60404,14939,15105,30050,469,519,989,154,155,311,119,96,217,111,120,228,19,24,43,37,28,58,899,971,1864,16,10,33,15,17,30,0,0,0,1365,1419,2780,57,50,106,18,9,23,1904,1994,3901,992,984,1971,17837,18079,35916
SED60410,5929,6662,12589,241,238,485,103,85,189,83,77,162,41,53,99,11,10,16,7,18,25,692,769,1464,12,11,20,15,13,25,0,0,0,963,1035,1994,50,61,102,25,17,43,1274,1353,2627,204,265,467,7412,8275,15683
SED60411,12517,13806,26329,270,292,563,156,139,292,174,149,319,84,87,170,13,8,23,14,15,30,1296,1381,2678,16,14,33,4,6,11,0,0,0,1763,1792,3552,78,82,157,39,41,79,2155,2204,4358,613,657,1268,15282,16666,31953
SED60414,10821,11312,22132,229,241,472,67,69,134,95,82,183,66,68,132,11,8,14,13,13,22,1047,1127,2177,0,5,4,0,7,11,0,0,0,1297,1379,2674,42,39,83,32,32,66,1596,1696,3290,1106,651,1759,13525,13654,27181
SED60501,8894,8899,17790,250,278,533,29,32,63,70,67,134,36,35,73,3,6,8,0,8,11,643,689,1331,0,0,0,0,3,5,0,0,0,787,834,1625,13,14,31,16,17,38,1074,1154,2229,977,938,1910,10943,10986,21933
SED60505,4280,4597,8874,57,57,117,15,18,29,35,25,57,22,20,47,6,4,4,6,0,6,340,353,691,8,4,12,0,7,3,0,0,0,425,430,859,9,16,26,11,15,25,503,519,1026,171,190,361,4953,5309,10260
SED60506,12472,12537,25013,456,501,954,121,116,238,102,101,209,131,125,259,12,12,17,35,27,60,747,844,1590,10,7,18,3,6,6,0,0,0,1164,1244,2403,82,39,122,28,25,47,1724,1802,3521,1012,956,1960,15205,15288,30501
SED60508,2154,2030,4185,60,57,113,27,18,45,25,24,49,20,19,38,3,3,10,3,4,3,139,143,282,0,0,0,5,0,3,0,0,0,217,216,436,6,4,11,6,0,8,288,278,572,219,194,410,2659,2507,5165
SED60512,14017,13767,27780,526,569,1094,91,98,192,98,93,189,86,115,203,5,9,16,21,16,29,995,1095,2089,12,8,22,4,3,7,0,0,0,1302,1437,2741,35,35,72,33,32,64,1896,2066,3967,1282,1211,2490,17193,17040,34237
SED60514,4003,4228,8226,111,126,241,36,31,62,18,19,41,17,20,42,5,4,4,6,9,13,380,425,806,0,0,9,6,4,6,0,0,0,470,509,983,13,20,34,8,10,17,608,668,1273,195,196,391,4808,5080,9888
SED69494,178,106,280,64,46,107,27,26,48,23,29,54,20,37,62,8,10,21,4,7,9,197,198,394,0,4,3,0,0,0,0,0,0,284,314,593,15,11,23,7,3,8,362,374,736,224,138,360,761,612,1377
SED69797,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,13,0,19
SED70001,3610,3558,7165,214,218,428,16,12,29,35,29,65,45,28,71,4,10,14,13,8,21,5,0,6,127,123,250,4,3,5,0,0,0,242,223,469,8,6,17,6,5,5,460,456,919,231,216,447,4302,4225,8535
SED70002,3459,3522,6988,132,145,279,50,66,116,90,92,185,72,93,159,28,53,81,25,30,59,0,0,6,485,540,1028,5,5,11,0,0,0,761,887,1649,115,114,230,15,27,38,1015,1178,2196,306,330,631,4786,5031,9812
SED70003,3591,3600,7191,183,205,388,90,85,176,24,28,53,52,47,101,24,20,43,15,24,42,0,0,4,150,166,324,0,0,5,0,0,0,369,372,744,23,10,27,3,6,7,580,589,1169,477,292,771,4644,4478,9128
SED70004,3080,3053,6129,201,234,436,34,35,65,37,33,74,74,87,160,20,30,50,18,10,31,0,0,3,181,192,372,0,4,3,0,0,0,368,389,754,10,8,23,25,18,47,608,653,1258,547,399,945,4227,4106,8338
SED70005,3039,2991,6027,94,120,209,50,37,87,46,51,101,43,47,95,26,21,41,17,19,35,0,6,3,458,482,943,9,7,11,0,0,0,648,669,1317,17,16,30,22,16,36,775,819,1596,473,461,929,4287,4269,8555
SED70006,3105,3243,6348,134,172,306,42,45,87,82,104,183,53,44,93,45,44,83,20,21,41,7,8,15,400,443,841,5,4,8,0,0,0,642,714,1362,45,47,94,26,13,36,841,951,1799,266,246,513,4214,4433,8653
SED70007,3054,3280,6340,93,100,192,32,35,72,23,38,64,64,63,126,20,23,50,26,25,44,0,4,8,574,633,1205,3,3,9,0,0,0,749,830,1575,23,28,47,29,14,46,886,974,1856,301,271,569,4244,4521,8764
SED70008,3436,3460,6890,93,106,193,68,77,147,112,111,225,50,75,123,30,32,64,34,28,58,7,3,9,433,459,889,14,19,38,0,0,0,751,801,1552,55,68,120,24,18,37,922,988,1910,378,343,722,4735,4793,9524
SED70009,3772,3462,7235,110,122,236,26,29,59,42,46,87,34,44,74,16,24,39,23,22,44,5,3,7,227,222,450,3,0,3,0,0,0,385,397,781,6,8,16,15,17,32,515,545,1068,729,576,1307,5018,4589,9608
SED70010,3014,3004,6012,47,60,108,21,10,38,30,38,70,48,37,83,7,19,27,19,19,38,0,0,7,407,447,851,0,3,5,0,0,0,543,578,1117,18,25,42,20,16,40,634,674,1306,626,540,1161,4273,4208,8483
SED70011,2763,2885,5644,56,70,123,57,47,107,89,112,201,46,54,103,34,45,81,38,38,77,5,3,5,435,499,934,16,17,36,0,0,0,724,819,1545,32,37,67,16,20,33,823,938,1765,284,283,571,3873,4104,7977
SED70012,2637,2647,5281,93,101,191,98,84,180,104,91,192,75,82,155,23,40,62,41,43,82,3,4,5,529,497,1029,8,9,13,5,4,4,882,856,1738,41,44,85,26,9,33,1040,1007,2047,369,287,658,4047,3933,7984
SED70013,3751,3447,7204,68,52,119,22,27,50,45,43,85,34,63,94,11,18,25,18,21,40,0,4,4,319,316,641,0,0,0,0,0,0,443,485,933,9,11,20,11,6,12,526,556,1084,589,478,1065,4869,4480,9355
SED70014,2861,2988,5850,227,224,447,63,63,123,55,56,106,98,112,213,24,21,47,26,34,62,8,5,12,135,158,290,0,3,4,0,0,0,407,443,849,19,14,32,10,12,20,659,687,1345,378,296,675,3899,3980,7875
SED70015,3097,3332,6424,55,57,112,43,50,88,44,47,96,31,22,54,18,18,37,19,14,32,0,0,3,445,488,936,6,3,7,0,0,0,599,649,1248,34,45,77,10,14,26,700,768,1464,341,312,655,4138,4408,8546
SED70016,3138,3284,6418,69,60,123,12,27,33,25,20,51,36,23,66,5,9,17,11,17,28,0,0,0,353,383,740,0,0,0,0,0,0,444,490,934,27,26,57,21,15,37,563,592,1154,370,403,771,4070,4277,8339
SED70017,2783,2672,5449,342,377,715,61,65,125,50,72,124,57,65,129,23,23,42,26,38,66,4,6,10,193,202,393,0,0,3,0,0,0,421,470,889,17,18,35,13,13,34,791,874,1671,748,638,1389,4319,4183,8507
SED70018,3677,3707,7383,193,204,399,29,29,56,30,27,52,53,65,111,14,12,29,43,45,83,5,6,14,113,127,241,5,3,9,0,0,0,272,317,588,7,15,16,20,14,28,494,540,1035,541,412,957,4716,4661,9374
SED70019,3552,3685,7234,140,156,291,28,40,73,51,64,115,51,42,94,40,58,90,27,17,43,3,10,12,319,349,667,9,10,17,0,0,0,524,586,1111,61,53,114,15,17,33,742,803,1550,929,461,1396,5229,4951,10173
SED70020,3568,3227,6799,46,39,85,79,30,110,87,62,150,74,36,114,51,16,69,33,28,61,8,3,12,312,308,620,16,8,19,0,0,0,660,491,1152,25,21,47,14,3,23,736,553,1294,1389,423,1808,5693,4206,9902
SED70021,3060,3118,6180,81,83,165,86,103,186,92,118,211,48,48,98,30,24,52,18,29,47,7,0,4,462,518,978,15,17,33,0,0,0,759,862,1617,32,41,77,28,7,33,896,995,1894,277,251,531,4233,4368,8602
SED70022,3358,2964,6320,271,274,550,228,207,439,225,183,406,174,150,322,41,44,82,67,79,148,13,8,24,536,525,1059,45,45,84,0,0,3,1320,1244,2567,109,100,213,36,30,68,1740,1656,3397,733,526,1257,5834,5141,10971
SED70023,3145,3153,6293,43,41,89,33,30,66,31,37,74,28,24,50,15,19,33,23,15,35,0,0,0,344,350,694,0,0,0,0,0,0,475,482,953,26,23,51,12,18,29,560,559,1123,360,347,702,4060,4059,8122
SED70024,3931,4082,8010,156,162,318,53,50,106,51,54,107,63,81,147,25,40,64,30,32,60,3,7,10,777,798,1581,7,4,11,0,0,0,1016,1065,2078,34,31,59,19,19,39,1223,1274,2492,349,320,668,5505,5672,11176
SED70025,3660,3674,7338,88,87,178,51,57,106,71,58,127,47,77,126,11,16,29,8,18,28,5,9,12,484,440,928,6,3,12,0,0,0,690,679,1371,28,35,63,18,16,34,827,818,1647,354,331,686,4850,4824,9674
SED79494,541,431,972,165,137,306,82,99,179,91,95,184,122,135,261,28,36,64,65,59,120,7,9,21,108,123,232,8,4,9,0,0,0,509,557,1069,36,46,83,8,3,13,721,747,1469,557,486,1038,1816,1661,3479
SED79797,42,10,53,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,3,0,3,3,0,3,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,15,0,18,25,0,24,83,15,99
SED80001,34176,35362,69537,354,396,749,760,777,1536,132,115,249,145,153,298,36,31,68,15,19,31,13,20,36,19,16,34,3124,3245,6365,0,0,0,4250,4368,8616,159,170,335,93,50,147,4852,4989,9847,1286,1332,2617,40312,41689,82001
SED80002,36754,38095,74847,585,619,1211,1432,1442,2876,417,373,783,252,249,497,51,58,104,78,64,144,25,24,49,35,38,69,4509,4536,9040,0,6,3,6791,6775,13570,371,374,745,149,112,255,7901,7883,15778,1665,1619,3290,46316,47600,93915
SED80003,28896,29931,58824,1069,1071,2146,2374,2510,4887,819,910,1729,597,556,1149,161,159,321,223,204,428,59,59,125,86,80,159,4979,5413,10397,9,5,18,9318,9896,19213,827,839,1667,111,103,212,11317,11917,23235,3191,2482,5675,43402,44332,87733
SED80004,33613,35943,69556,456,493,947,1244,1231,2471,340,291,639,223,224,447,49,58,109,62,72,131,15,20,41,33,32,66,4415,4586,8996,0,0,0,6374,6523,12897,542,513,1053,97,77,178,7468,7614,15076,1568,1554,3124,42649,45107,87751
SED80005,38442,38967,77407,702,697,1398,1414,1356,2768,513,416,929,331,340,679,73,74,153,56,55,116,31,22,52,72,75,154,4931,4782,9713,0,0,3,7433,7128,14553,446,452,904,120,86,205,8696,8361,17062,1488,1414,2900,48626,48742,97365
SED89494,78,45,120,17,29,45,22,37,56,19,13,26,12,0,8,0,4,4,0,0,4,0,0,5,0,0,0,70,92,159,0,0,0,127,147,273,12,10,26,5,0,0,153,189,348,98,36,135,331,273,601
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,1593,1593,3184,92,110,202,54,50,107,16,7,22,48,44,93,0,4,7,66,74,136,0,0,0,6,4,17,10,13,27,0,0,4,206,201,404,18,21,43,4,3,5,322,331,650,576,326,901,2487,2246,4739
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,0,0,0,5,6,4,5,0,8,6,4,11
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
