SED_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SED54605,187,131,129,70,25,4,645,7,73,99,108,119,73,15,4,498,177,589,607,533,452,330,127,34,2852,141,397,523,646,692,455,176,51,3078,775,1443,1288,1327,1455,995,484,125,7890,270,147,53,74,81,40,18,0,685,41,50,86,110,148,149,81,13,672,1089,1639,1423,1517,1686,1176,587,133,9253,8,28,27,43,65,51,35,18,279,524,544,458,437,489,425,516,325,3719,1945,3370,3329,3413,3621,2593,1487,570,20327
SED54701,81,76,48,42,10,0,338,8,53,89,86,75,46,10,7,380,145,708,706,531,408,235,109,28,2868,57,266,361,428,439,311,147,36,2032,571,1210,1079,957,952,541,225,33,5560,189,133,91,79,48,28,14,0,576,27,44,73,98,99,66,27,5,444,788,1379,1249,1139,1094,643,264,35,6585,5,22,17,27,37,24,22,14,169,512,479,561,626,656,608,459,183,4083,1520,2974,3058,2910,2763,1904,1020,302,16454
SED54804,929,553,321,195,77,4,2903,25,317,376,291,237,114,39,11,1410,556,3077,2648,1622,996,628,293,81,9898,156,825,821,783,652,454,238,86,4018,457,1397,1052,783,715,412,259,87,5153,115,81,59,33,35,28,12,4,361,37,71,80,140,131,107,58,30,658,610,1551,1187,957,879,546,327,125,6175,15,47,64,41,32,64,38,11,315,236,722,499,303,288,300,317,291,2954,1638,7313,6512,4555,3404,2296,1329,614,27671
SED54905,1049,756,583,392,130,31,4092,35,271,302,293,272,199,52,10,1439,884,2718,2236,1749,1370,972,369,98,10388,247,462,519,594,655,608,299,89,3476,501,711,549,513,565,439,173,64,3513,144,56,31,33,36,33,17,0,348,27,46,50,78,109,124,69,27,526,669,814,632,629,707,594,257,95,4388,31,36,42,55,52,58,48,17,333,263,429,312,281,318,361,377,408,2746,2217,5788,5091,4359,3956,3175,1536,742,26861
SED55005,999,483,206,83,26,0,2312,15,123,227,180,106,41,15,0,718,502,1547,2206,1197,583,309,89,21,6449,242,687,940,852,524,301,95,30,3662,771,1245,1476,1273,949,644,233,49,6643,307,99,92,78,48,20,4,0,659,67,77,121,151,98,56,40,10,617,1140,1423,1692,1502,1093,723,276,57,7918,21,51,67,62,50,56,11,6,323,264,423,443,379,273,228,188,109,2305,2224,4742,6576,4645,2834,1732,695,229,23683
SED55102,295,213,161,87,30,4,958,9,111,159,163,104,53,12,3,619,228,851,1067,871,504,322,102,15,3963,178,625,923,881,622,326,118,15,3686,873,1963,1923,1724,1290,723,227,30,8761,290,142,117,90,60,31,4,5,738,64,85,146,161,130,76,36,3,709,1234,2194,2186,1977,1481,835,266,34,10206,24,44,61,45,54,35,21,9,291,341,432,519,526,395,273,157,37,2674,2020,4412,5206,4680,3317,1943,708,116,22401
SED55202,521,211,122,67,25,5,1351,16,104,137,95,71,62,18,4,500,267,1222,1339,762,464,311,123,28,4521,240,693,775,668,489,326,168,39,3392,877,1330,1370,1232,1070,756,396,79,7103,289,138,110,84,55,51,8,0,733,51,77,112,133,124,115,62,24,698,1215,1546,1597,1445,1247,920,469,100,8541,9,51,70,65,44,45,33,12,329,351,509,562,459,389,360,319,267,3216,2115,4513,4997,3703,2820,2095,1150,448,21849
SED55306,182,197,150,152,62,3,873,3,83,194,203,151,121,31,8,793,83,720,1214,1020,794,662,282,71,4843,71,383,648,734,726,632,295,59,3566,580,1241,1605,1504,1283,975,398,88,7668,235,95,81,87,74,63,21,7,660,40,63,105,152,156,155,63,15,748,855,1396,1793,1737,1509,1195,472,104,9074,10,29,33,42,44,62,39,8,274,284,400,476,480,459,461,381,199,3135,1316,3123,4556,4422,3835,3274,1576,452,22551
SED55405,1217,553,317,153,50,7,4030,42,323,308,233,189,103,28,0,1226,972,3880,2490,1259,726,455,168,41,9983,544,977,801,604,505,338,134,45,3942,789,1238,899,734,680,426,188,82,5030,316,110,71,48,41,24,12,0,617,37,72,75,120,93,82,28,22,527,1145,1410,1036,899,818,525,231,103,6175,44,95,54,49,49,41,20,9,366,511,891,557,411,363,312,388,449,3882,3350,9209,6473,4010,2955,1927,1020,661,29606
SED55504,403,207,138,60,19,6,1072,25,131,204,150,88,47,5,0,659,308,1231,1449,977,500,279,105,18,4861,259,707,996,897,580,364,129,32,3976,911,1937,1840,1540,1241,730,307,61,8559,285,132,88,82,71,28,12,0,685,76,91,155,174,127,107,44,15,787,1264,2155,2083,1793,1436,867,365,76,10033,22,40,64,67,48,37,22,5,309,287,381,425,417,316,247,233,143,2454,2183,4872,5628,4508,3114,1907,874,284,23369
SED55605,166,182,119,59,24,0,672,20,97,165,143,111,40,11,0,592,209,676,915,861,431,239,74,19,3421,184,588,868,994,698,285,96,27,3738,1126,2100,2093,2090,1514,595,279,62,9859,393,165,106,76,60,29,14,0,839,69,98,136,173,150,73,36,10,753,1592,2363,2342,2338,1726,695,327,69,11445,28,35,38,52,49,43,8,7,269,368,443,509,500,345,199,139,82,2590,2417,4297,5001,5078,3472,1561,690,208,22729
SED55706,208,181,183,202,85,9,993,4,68,151,145,174,157,39,0,737,74,696,983,914,816,726,264,60,4541,52,311,528,616,734,707,285,59,3288,530,1036,1291,1343,1448,980,310,64,6987,226,108,93,84,80,54,19,3,682,36,48,96,128,183,142,70,16,720,790,1190,1479,1554,1710,1178,398,85,8387,8,18,30,46,48,66,37,7,258,382,389,548,709,660,705,463,200,4069,1317,2792,3934,4178,4326,3738,1573,425,22276
SED55802,500,213,127,78,19,4,1409,26,175,175,113,79,49,13,7,647,388,1769,1654,860,503,256,98,25,5551,248,1025,1072,732,594,247,114,21,4059,996,2287,1754,1419,1185,544,229,53,8463,268,165,116,69,44,30,11,0,706,70,138,155,169,158,83,32,10,820,1342,2582,2022,1657,1388,660,276,68,9994,24,51,88,62,57,42,23,10,349,296,553,459,342,298,204,167,90,2413,2355,6597,5974,3984,3048,1531,706,221,24415
SED55905,436,296,221,130,35,10,1542,8,208,211,174,146,81,23,8,862,434,1646,1295,937,634,371,182,54,5546,188,515,569,661,566,391,197,77,3171,625,1159,1024,1022,1051,656,318,90,5936,256,83,72,68,58,32,20,9,589,45,55,74,129,137,110,56,21,614,923,1294,1162,1219,1242,795,397,112,7136,23,38,54,34,49,53,45,13,315,286,380,392,315,298,296,302,290,2556,1897,4473,4115,3630,3161,2130,1171,561,21136
SED59494,32,11,25,15,0,0,148,0,15,17,14,15,12,0,0,77,54,221,131,58,60,35,8,0,563,18,79,71,50,77,35,8,0,335,81,191,203,162,158,129,13,0,946,33,22,15,10,7,4,0,0,85,3,11,6,14,23,14,0,0,66,115,224,224,185,195,147,13,0,1105,6,10,0,8,10,6,0,0,32,339,659,809,752,507,257,72,22,3407,529,1270,1293,1073,876,505,105,20,5668
SED59797,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,14,13,8,10,0,0,0,39,0,7,11,4,0,4,0,0,35,8,26,39,15,7,0,0,0,100,4,4,0,0,0,0,0,0,4,0,6,4,0,3,0,0,0,7,10,29,36,21,9,0,0,0,117,0,0,3,4,0,0,0,0,11,22,49,74,49,21,3,0,0,224,38,97,145,92,48,15,0,0,428
SED60105,280,189,153,119,54,5,1303,0,83,110,97,95,67,26,7,491,212,996,748,645,483,336,148,43,3616,52,224,299,347,284,250,165,55,1674,319,706,592,629,491,337,196,60,3318,71,88,47,24,43,24,11,0,311,23,43,30,59,66,68,40,16,339,408,837,664,715,592,433,243,82,3972,5,27,12,14,15,27,20,14,134,133,182,133,118,157,197,195,163,1277,828,2827,2252,2119,1776,1431,850,364,12450
SED60106,18,18,22,28,11,0,127,3,7,5,14,21,22,12,0,82,18,100,81,79,106,100,24,14,520,8,46,67,76,109,87,32,6,424,95,227,223,236,268,179,67,17,1304,22,22,25,22,31,9,5,0,136,7,11,8,21,20,22,3,0,91,120,259,261,275,321,210,75,19,1540,0,0,5,3,3,8,6,0,43,64,58,73,61,111,136,117,83,713,219,497,501,532,691,593,288,124,3443
SED60113,336,296,291,202,91,10,1641,3,112,142,159,146,131,42,6,752,154,954,1026,887,768,593,203,35,4620,63,333,439,637,651,509,218,47,2893,486,1195,1107,1170,1173,744,328,97,6302,123,115,61,74,74,43,21,4,513,33,45,59,89,106,165,50,13,573,642,1360,1219,1341,1358,953,401,111,7388,16,22,22,40,35,38,42,3,220,192,218,211,266,320,390,340,180,2118,1074,3415,3390,3623,3566,2817,1332,400,19616
SED60115,268,136,127,115,47,7,1433,11,75,83,78,79,73,19,6,423,227,1029,669,495,460,354,129,27,3393,89,272,354,418,431,323,153,45,2079,587,1342,1131,1074,1070,650,304,65,6227,169,198,132,74,64,38,6,5,680,45,77,80,91,90,89,35,25,536,807,1618,1346,1239,1223,777,342,95,7444,20,36,27,25,24,22,14,7,170,519,535,373,395,369,393,342,108,3027,1705,4270,3110,2778,2712,2059,1048,282,17978
SED60207,144,112,108,93,30,6,806,4,64,66,103,88,82,32,6,445,123,680,580,479,437,434,164,29,2927,49,295,365,511,503,449,202,57,2436,577,1472,1234,1280,1227,868,352,90,7100,161,158,96,100,82,55,14,4,668,46,66,70,105,135,134,45,17,614,779,1691,1402,1487,1441,1061,414,112,8378,11,20,21,24,24,34,27,3,171,228,294,233,280,390,498,423,213,2559,1204,3362,2814,2991,2998,2649,1297,419,17733
SED60208,101,108,106,76,29,4,571,6,55,84,83,100,79,21,7,431,121,527,513,419,444,339,100,19,2488,45,215,305,439,454,339,160,37,1992,512,1239,1060,1150,1151,692,302,55,6158,118,143,85,79,59,33,11,6,534,46,46,63,91,135,104,40,13,532,674,1432,1208,1314,1343,826,356,69,7225,18,19,6,29,25,27,13,3,141,262,224,229,300,344,400,337,119,2213,1132,2622,2450,2689,2814,2086,1013,255,15067
SED60209,148,113,136,83,48,0,796,7,79,74,91,100,66,22,3,437,111,606,618,458,466,375,142,25,2793,45,242,353,516,519,363,191,37,2275,543,1287,1220,1232,1343,760,276,77,6736,154,118,86,77,77,42,10,3,569,29,64,60,76,138,103,43,12,520,725,1466,1368,1384,1555,903,334,87,7823,15,28,25,17,23,29,12,6,165,372,375,383,436,486,563,425,193,3235,1276,3062,2964,3018,3288,2386,1172,362,17519
SED60301,127,48,28,26,7,3,571,6,30,31,27,33,15,12,0,158,78,459,246,146,102,80,37,15,1170,27,154,192,181,189,103,55,13,920,249,704,609,523,465,237,130,40,2963,59,62,43,26,22,16,8,3,241,19,35,38,39,51,35,16,4,233,332,801,690,589,529,296,155,45,3438,3,9,8,10,10,16,13,0,68,104,129,109,127,130,108,177,74,960,556,1912,1411,1126,1019,640,457,153,7289
SED60302,627,205,121,61,24,7,2907,15,168,175,121,91,44,9,5,628,339,2089,994,524,411,275,93,30,4761,107,481,452,446,397,268,114,35,2309,407,1072,983,891,859,536,252,82,5085,118,130,94,48,63,32,5,0,492,29,64,50,73,80,78,24,18,422,552,1271,1131,1014,1001,645,286,107,5997,17,39,23,26,19,29,13,9,174,229,455,275,232,278,324,279,179,2246,1314,6325,3681,2570,2317,1646,816,358,19022
SED60303,1020,801,619,402,145,25,5004,14,245,303,326,313,221,52,4,1478,702,2627,1713,1478,1107,900,318,79,8920,127,442,372,462,447,408,168,58,2480,291,583,461,519,480,318,137,44,2840,92,69,48,35,42,27,8,0,321,26,44,45,52,78,94,35,19,403,414,691,566,612,606,442,182,62,3563,8,52,40,29,36,28,23,8,222,232,436,263,234,221,237,217,155,1995,1566,6405,4280,3936,3339,2638,1108,395,23667
SED60304,5,8,3,9,0,0,28,0,0,4,0,0,6,0,0,13,4,8,6,18,11,4,5,0,58,0,8,4,11,4,0,0,0,36,0,5,11,13,8,3,3,0,46,0,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,9,6,9,13,11,7,7,3,0,62,0,0,3,0,0,0,0,0,7,0,0,0,0,5,3,0,0,13,10,27,39,60,36,27,14,0,216
SED60310,659,503,416,357,137,38,3261,8,108,135,184,161,167,41,6,810,384,1171,854,850,745,692,302,99,5096,66,208,177,243,262,314,192,78,1540,136,216,208,255,253,181,88,32,1363,43,27,13,15,17,11,4,7,130,15,25,19,28,56,59,28,30,256,191,261,240,292,320,250,125,66,1749,11,25,22,17,18,26,21,7,145,97,194,107,113,122,158,110,51,958,809,3058,2196,2204,2049,1956,934,346,13555
SED60404,405,348,370,286,108,23,1800,7,96,173,190,206,159,33,0,865,125,729,1100,921,845,688,243,40,4691,54,241,453,575,663,550,198,40,2774,423,1082,1113,1081,1073,663,234,35,5708,110,65,74,59,64,34,16,4,427,33,40,58,97,133,107,54,7,520,567,1192,1250,1240,1267,804,297,49,6657,8,23,17,20,31,46,28,11,187,215,252,267,286,399,420,322,129,2292,972,2781,3656,3595,3772,2960,1233,292,19269
SED60410,327,204,110,96,44,13,1387,9,71,105,99,64,58,26,4,441,151,770,646,391,285,274,127,33,2683,40,192,212,234,207,193,130,32,1235,185,409,378,295,280,224,119,31,1925,39,39,22,16,21,18,7,3,167,9,13,28,37,35,45,32,19,217,235,461,433,351,335,292,158,50,2308,9,19,13,8,14,9,17,8,93,72,107,82,84,51,95,116,54,663,536,2210,1810,1367,1071,1017,611,194,8811
SED60411,495,253,235,183,63,13,2097,8,170,204,182,204,154,43,12,976,257,1306,1160,750,633,582,250,95,5021,80,325,381,494,481,463,276,98,2591,328,758,744,766,730,481,334,123,4268,78,77,40,48,52,28,19,3,342,25,41,37,62,113,117,72,26,495,433,874,823,870,894,625,428,157,5103,12,24,21,16,21,28,31,9,159,152,208,163,144,171,268,293,193,1598,955,3739,3246,2709,2634,2294,1381,585,17546
SED60414,251,175,160,93,31,3,1115,6,114,108,115,111,75,13,0,544,162,722,762,546,461,313,88,17,3067,41,280,345,432,410,263,81,17,1869,368,1041,899,787,786,465,152,25,4535,72,81,61,41,49,19,3,0,328,41,45,47,62,80,85,27,8,383,483,1164,1006,888,912,569,182,31,5245,7,23,27,32,27,18,10,0,147,185,203,221,150,173,199,161,44,1339,891,2917,2716,2333,2258,1525,567,116,13327
SED60501,72,49,54,40,14,0,327,0,14,29,30,37,27,8,4,153,48,216,189,152,150,127,34,13,922,30,136,186,194,211,143,44,14,962,312,792,721,662,553,327,139,17,3523,74,118,102,62,29,20,5,0,406,27,35,49,45,57,29,14,3,253,419,941,867,763,641,373,151,22,4179,0,16,11,14,21,19,10,0,92,299,265,278,272,291,269,175,46,1892,800,1680,1633,1479,1407,1007,435,100,8533
SED60505,56,43,37,27,5,0,231,0,16,47,31,25,21,4,0,142,43,219,218,193,147,104,40,6,974,22,83,116,163,163,112,52,8,714,134,340,346,395,367,210,86,25,1897,40,47,18,26,15,14,4,0,165,9,12,14,33,26,31,25,4,157,179,399,369,456,409,257,119,31,2221,0,6,9,9,11,6,12,4,45,37,42,55,71,82,77,82,26,472,292,820,865,960,870,604,309,79,4796
SED60506,98,105,125,113,55,7,608,4,38,49,77,112,82,21,0,390,88,447,449,432,457,424,169,27,2502,36,196,321,357,480,447,145,26,1998,416,973,899,957,1021,695,259,48,5267,86,112,81,55,69,35,6,6,447,20,37,57,77,113,115,40,6,478,521,1127,1041,1094,1200,850,304,57,6196,10,17,17,17,22,31,17,5,125,224,220,223,298,428,507,390,109,2399,882,2149,2195,2378,2830,2450,1098,241,14227
SED60508,14,20,21,11,0,0,116,0,9,9,17,16,14,4,0,73,9,74,80,86,94,69,14,3,429,12,36,64,81,106,58,18,4,374,72,165,161,208,216,124,39,9,990,17,16,20,10,16,5,0,0,88,4,5,7,10,29,15,3,0,78,95,186,187,234,258,143,47,8,1157,0,0,5,0,4,7,5,0,21,46,59,55,67,83,87,52,11,461,165,394,407,509,580,391,144,31,2622
SED60512,151,122,126,106,33,4,750,0,65,65,77,101,89,16,0,406,104,555,514,386,471,433,129,23,2608,50,261,319,453,548,421,156,45,2252,503,1415,1180,1101,1197,783,277,60,6515,103,116,96,57,79,42,13,0,505,26,56,75,82,126,94,55,12,518,628,1591,1355,1232,1395,921,341,69,7539,10,14,23,25,32,30,29,3,161,309,321,297,345,455,512,301,112,2657,1101,3023,2721,2634,3125,2503,998,253,16370
SED60514,86,45,36,30,10,0,302,0,30,31,18,31,26,6,0,147,57,237,239,142,148,115,50,7,993,28,119,169,165,163,118,39,5,800,151,424,391,355,319,209,75,10,1934,22,42,19,13,27,15,4,4,139,4,13,14,30,34,29,15,6,145,183,469,428,398,372,253,96,20,2215,3,11,11,4,13,9,7,0,62,44,65,59,58,63,99,88,37,509,317,1019,1025,839,824,646,296,71,5029
SED69494,5,5,5,5,0,0,31,0,4,5,0,7,0,0,0,20,0,25,15,13,16,8,0,0,84,4,8,3,12,13,12,3,0,52,17,41,38,35,37,16,6,0,180,10,9,4,0,4,0,0,0,34,0,0,0,4,4,0,0,0,7,23,49,43,45,42,16,6,0,221,0,0,0,0,4,5,0,0,8,44,57,54,45,60,73,8,3,342,70,148,130,130,137,108,14,3,760
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,0,0,0,0,14
SED70001,14,15,13,6,0,0,83,0,10,17,14,14,6,0,0,58,13,105,58,46,37,7,0,0,274,13,27,32,36,44,5,0,0,155,56,138,138,122,97,29,0,0,576,28,44,34,35,12,4,0,0,150,11,14,9,17,13,5,0,0,68,85,198,183,174,124,34,4,0,800,3,3,0,0,0,0,0,0,9,171,196,130,135,94,44,11,0,775,291,566,436,421,327,107,13,0,2161
SED70002,184,102,76,25,4,0,604,0,61,64,51,30,12,8,0,224,66,603,395,239,146,74,20,3,1540,27,148,197,182,120,54,21,4,750,121,322,301,247,187,82,21,7,1282,26,27,23,10,16,4,4,0,103,9,11,21,29,30,11,5,0,116,163,356,340,286,226,100,29,7,1504,4,10,10,5,9,4,0,0,44,85,172,144,108,92,60,16,5,682,353,1554,1330,968,696,335,92,17,5353
SED70003,29,10,14,7,0,0,88,3,13,15,12,3,3,0,0,56,23,144,114,47,47,11,0,0,386,15,66,74,58,28,10,0,0,258,68,241,202,151,97,30,7,0,800,29,53,46,40,22,4,0,0,204,15,46,42,26,20,0,0,0,149,117,340,293,221,144,39,8,0,1158,0,6,0,0,0,0,0,0,5,207,262,194,136,99,46,16,0,958,363,856,719,481,343,111,26,0,2899
SED70004,32,19,22,12,0,0,138,0,11,20,16,15,8,0,0,73,28,112,69,73,56,25,8,0,374,17,72,44,70,61,20,4,0,287,106,162,141,133,120,50,12,0,727,23,29,28,16,7,4,6,0,106,12,26,14,23,11,10,0,0,87,144,218,182,166,135,65,16,0,924,0,0,0,0,0,0,0,0,0,264,282,192,181,169,86,23,5,1208,460,747,535,526,462,218,50,5,2999
SED70005,62,37,13,4,0,0,211,11,31,31,22,18,7,0,0,117,41,229,192,120,51,24,11,0,669,23,125,143,151,81,33,3,0,569,166,457,357,275,156,63,15,6,1491,50,33,18,5,11,4,0,0,131,16,28,21,32,14,3,4,0,117,232,513,403,316,179,66,21,0,1740,3,0,8,5,4,0,0,0,26,108,215,180,129,90,74,24,10,828,418,1210,1026,789,442,217,60,17,4162
SED70006,161,88,96,48,13,0,581,6,55,64,50,51,26,9,0,258,48,470,304,176,137,92,16,0,1240,15,128,116,107,132,62,21,3,581,102,320,263,226,198,98,19,3,1226,26,19,18,9,7,0,0,0,74,10,16,25,18,20,14,3,0,95,138,358,297,242,221,111,28,3,1403,3,7,13,8,7,3,4,0,46,58,167,89,87,106,64,18,0,594,266,1355,1044,755,756,409,100,16,4698
SED70007,72,43,26,13,3,0,198,3,37,44,42,18,7,0,0,149,40,225,232,153,77,30,14,4,779,25,152,185,195,95,35,11,3,694,202,478,432,293,172,73,18,0,1665,62,27,28,8,10,3,0,0,153,9,18,22,27,15,11,0,0,101,277,526,481,331,198,87,17,8,1923,3,8,11,6,0,3,0,0,30,78,143,114,98,54,30,12,20,551,426,1133,1127,872,468,207,60,32,4323
SED70008,217,151,103,40,15,4,838,5,53,71,64,53,21,5,0,269,133,566,414,226,158,91,35,15,1647,28,146,140,140,75,64,29,10,637,117,238,228,179,136,92,42,8,1047,38,15,14,13,0,5,0,0,83,12,15,18,24,15,15,7,6,109,166,263,262,204,155,117,52,13,1238,7,17,11,12,11,5,0,3,62,82,151,158,116,66,81,52,17,723,434,1491,1276,916,624,420,184,61,5412
SED70009,17,23,32,28,5,0,121,0,13,20,20,17,18,0,0,91,18,78,79,75,77,66,11,0,394,7,47,63,104,79,60,15,0,389,84,209,213,243,254,136,37,5,1179,46,47,24,23,20,12,0,0,175,6,10,19,15,18,9,4,0,88,138,264,260,281,295,163,46,5,1448,0,3,9,4,6,5,7,0,27,217,229,217,257,233,186,68,9,1414,380,656,664,764,731,527,151,9,3885
SED70010,41,24,19,16,0,0,179,3,30,29,33,14,14,5,0,126,25,176,152,107,78,42,8,0,596,12,69,112,120,96,54,10,0,466,160,324,303,280,209,90,25,7,1393,50,42,33,19,7,7,0,0,161,18,16,14,24,10,12,0,0,96,219,379,349,319,232,111,28,8,1646,3,9,6,8,4,3,3,0,34,178,233,210,183,140,74,33,10,1051,450,962,898,799,581,308,82,22,4100
SED70011,163,104,102,43,20,3,671,3,55,66,53,51,23,11,0,261,92,568,336,233,165,126,36,3,1564,32,125,132,135,107,58,34,3,627,69,192,224,174,143,91,41,8,941,29,13,9,12,5,3,5,0,70,7,20,11,17,20,11,15,0,108,103,225,245,200,167,109,57,10,1122,3,16,9,0,4,6,0,0,53,56,126,96,79,85,70,46,47,597,298,1352,1039,807,682,447,202,66,4892
SED70012,163,106,75,34,5,0,640,0,68,51,58,36,18,3,0,242,103,571,347,217,138,69,29,0,1472,44,171,148,141,100,42,14,0,651,134,271,224,177,182,77,15,5,1095,19,24,16,3,6,0,0,0,74,7,15,18,23,15,13,3,0,99,164,308,255,209,207,93,23,5,1268,6,17,12,5,8,8,3,0,54,88,177,136,115,102,43,24,5,690,412,1561,1109,849,665,305,97,16,5017
SED70013,42,36,29,17,4,0,142,0,23,32,38,33,7,0,0,132,9,122,161,137,93,85,21,3,624,16,77,124,167,149,75,20,0,638,147,369,379,444,371,199,44,3,1954,72,29,13,19,17,6,7,0,163,10,14,17,23,24,12,4,0,114,232,412,413,486,404,220,57,3,2232,3,0,7,3,6,6,3,0,30,129,142,183,193,202,173,50,8,1080,396,795,964,1065,922,579,156,16,4886
SED70014,18,16,19,3,0,0,101,0,13,8,16,13,5,0,0,56,20,140,60,40,50,17,3,0,339,20,62,48,35,42,16,3,0,219,121,136,111,92,77,12,0,0,547,37,32,27,18,14,0,0,0,131,10,24,22,27,15,4,0,0,101,159,187,164,134,108,18,0,0,773,0,0,0,0,0,0,0,0,0,197,237,137,139,137,50,9,3,914,397,692,441,378,369,110,16,3,2396
SED70015,205,84,59,34,11,0,628,4,40,59,47,43,28,0,0,223,64,439,319,197,128,64,33,5,1245,28,116,141,112,93,61,30,6,589,84,185,234,214,160,102,43,4,1029,28,19,19,14,0,4,0,0,93,3,14,12,24,16,5,6,0,89,123,215,266,256,177,122,50,0,1210,0,9,7,9,6,5,3,0,39,93,124,147,124,68,59,53,12,673,321,1174,1132,830,570,374,184,20,4604
SED70016,59,39,36,22,5,0,234,3,26,31,43,23,10,5,0,144,40,212,229,119,101,75,18,0,801,13,67,101,121,108,46,9,3,467,125,238,236,200,187,94,21,3,1100,43,35,21,16,11,7,0,0,141,3,10,20,16,15,17,4,0,90,174,288,281,236,210,121,20,3,1331,0,4,10,8,6,8,4,0,37,134,135,146,137,123,64,33,8,787,360,797,854,705,612,358,96,20,3799
SED70017,78,27,32,11,3,0,273,5,33,29,21,17,12,0,0,121,47,295,151,104,103,39,13,0,758,30,106,107,133,85,50,9,0,528,132,306,244,221,165,83,16,4,1180,39,24,28,17,13,8,0,0,133,5,20,14,21,15,19,3,0,100,178,346,288,260,195,112,16,4,1408,4,6,4,7,5,4,0,0,28,218,269,215,209,194,111,48,11,1278,482,1177,873,763,639,341,95,20,4398
SED70018,64,18,20,14,4,0,159,0,23,39,26,10,5,0,0,107,13,123,135,88,62,19,3,0,444,10,46,61,61,50,15,0,0,243,49,163,187,179,112,42,7,3,729,27,24,29,22,15,4,0,0,117,18,32,37,27,20,9,6,0,146,92,221,252,223,142,50,9,0,995,0,4,0,3,4,0,0,0,11,238,244,226,154,126,50,10,0,1035,358,698,770,584,414,150,24,0,2997
SED70019,91,60,46,25,12,0,306,0,25,37,37,38,11,4,0,153,30,212,177,155,127,60,15,3,787,16,90,91,92,94,26,6,4,427,111,247,230,244,186,85,28,5,1126,21,38,22,25,8,6,0,0,122,12,19,26,35,22,9,3,4,128,138,310,278,298,219,101,38,5,1381,0,7,7,9,3,3,0,0,26,153,173,165,154,152,69,44,32,945,342,899,849,808,680,295,110,45,4029
