SED_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SED26406,5,19,0,965,4,0,3,4,3,12,4,8,3,17,170,220,11,0,0,0,4,0,0,0,0,24,41,93,2102,411,43,1082,125,719,91,474,82,1938,247,7306
SED26504,4,37,0,339,8,4,0,9,7,3,0,3,3,27,251,314,10,0,4,6,0,3,0,6,0,93,67,196,1233,467,74,1120,127,519,106,582,149,3084,383,7851
SED26603,0,7,0,944,9,0,3,4,0,7,3,6,0,14,201,255,11,0,5,4,0,3,0,3,3,48,44,125,2433,369,55,1226,195,692,81,417,70,1872,284,7690
SED26708,4,52,3,541,8,0,3,8,0,13,0,3,3,29,237,309,14,11,13,13,3,5,0,4,7,64,69,192,1388,476,96,1200,149,575,114,658,138,2747,354,7892
SED26806,12,150,5,2922,13,0,8,9,6,9,4,8,4,9,290,361,9,4,8,3,0,3,0,3,0,29,31,88,4209,609,70,1621,226,995,115,559,81,1325,349,10160
SED26903,0,16,0,601,11,0,0,3,4,8,0,0,0,18,172,215,0,0,0,0,3,0,0,3,0,33,58,104,1935,371,36,1133,160,597,88,361,68,1756,266,6767
SED27003,5,64,0,3155,11,3,3,5,8,0,4,4,0,5,255,300,0,0,0,0,0,3,0,0,0,9,18,37,4598,472,62,1611,225,822,94,476,59,1197,288,9904
SED27101,0,22,0,703,0,0,6,3,0,3,0,3,0,21,161,199,5,0,0,0,0,0,0,0,4,27,28,70,1669,321,38,927,114,569,64,429,64,2039,214,6442
SED27208,0,24,5,318,7,0,0,5,0,11,0,12,0,38,272,349,15,4,6,11,0,11,0,3,6,97,74,227,1309,430,82,1131,134,660,90,629,151,3420,420,8465
SED27305,5,20,0,447,5,0,3,4,3,3,4,0,0,13,91,128,9,0,5,3,0,0,0,4,0,27,25,80,1055,187,39,722,90,555,43,370,62,1968,143,5238
SED27406,7,90,0,1361,10,0,0,8,3,6,0,0,3,28,166,217,0,0,3,4,0,0,0,4,0,35,30,83,1688,314,39,921,105,614,54,604,70,2487,211,7107
SED27504,7,29,0,390,13,0,3,6,0,16,0,3,0,29,216,286,9,5,4,10,3,6,0,0,0,73,71,183,1429,322,59,1134,122,673,85,523,121,2889,354,7716
SED27608,4,70,4,930,6,0,3,5,3,8,3,7,3,19,247,311,5,0,6,6,0,3,0,3,5,67,33,129,1979,524,62,1465,188,714,83,692,113,3378,313,9498
SED27708,8,48,3,458,5,0,0,7,3,8,0,13,0,38,229,305,11,3,10,4,0,10,0,0,3,63,59,169,1329,433,86,1213,149,611,85,612,128,2937,335,7919
SED27807,3,8,0,234,3,0,0,0,0,3,0,0,0,26,142,188,3,0,6,0,0,3,0,0,0,62,82,157,929,263,31,625,100,587,61,438,96,2597,277,6005
SED27907,4,15,0,469,7,4,0,3,8,0,3,5,0,12,133,175,3,0,0,3,0,0,0,0,3,40,35,88,1631,247,44,877,133,639,77,407,87,2239,188,6578
SED28007,3,10,0,364,10,0,4,9,0,10,0,5,4,14,105,160,3,0,8,0,0,0,0,0,3,37,44,96,1335,196,48,707,94,602,46,341,65,2014,171,5624
SED28107,6,6,3,576,18,0,5,8,5,4,4,4,3,14,226,289,11,0,8,0,5,0,3,3,5,43,68,140,2188,404,57,1194,184,1077,85,562,120,2165,330,8360
SED28203,0,17,5,210,4,3,6,0,0,8,0,3,4,19,154,195,4,0,0,3,0,3,0,4,0,73,78,175,1181,274,39,760,89,656,63,420,85,2847,293,6702
SED28301,4,71,0,803,3,0,0,3,0,3,0,4,3,15,150,185,9,0,0,7,4,3,0,3,0,39,30,96,888,309,26,660,75,571,49,533,73,2686,209,6080
SED28408,5,45,5,481,7,0,0,3,3,0,0,4,6,21,176,214,8,0,0,0,0,0,0,0,0,51,30,94,1212,346,38,972,107,534,82,495,79,2498,245,6610
SED28507,0,11,0,480,9,0,7,0,4,10,0,6,4,24,187,247,8,0,5,13,4,5,0,0,0,43,50,122,1827,296,54,1081,172,886,82,464,93,1938,265,7155
SED28607,4,42,5,1690,4,3,0,4,5,5,0,0,0,21,182,229,5,0,3,4,0,0,0,3,0,35,29,81,2550,301,48,1068,173,634,57,397,75,1764,236,7297
SED28704,3,31,0,649,7,0,4,7,4,12,0,5,0,18,210,273,7,0,7,3,0,7,0,0,8,41,38,110,2075,340,62,1247,197,827,100,542,98,2356,291,8128
SED28803,0,4,5,445,12,0,4,7,0,16,6,9,3,17,186,265,12,0,7,3,0,8,0,0,4,48,55,143,2017,337,66,1118,193,1021,71,485,107,2242,289,7938
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30001,6,15,0,316,3,0,4,3,0,4,3,0,0,13,163,199,6,0,8,3,5,0,0,0,0,18,24,60,1336,236,49,771,169,612,88,331,96,1498,214,5394
SED30002,10,36,0,633,7,0,5,0,4,6,0,3,5,15,174,208,0,0,0,0,0,3,0,0,0,32,21,64,1263,204,50,680,187,478,87,346,120,2101,216,5729
SED30003,5,4,0,252,6,0,3,0,0,7,0,4,3,18,227,270,0,0,0,0,0,0,0,0,5,33,22,68,1105,192,57,716,156,559,96,302,94,2067,277,5620
SED30004,10,30,0,549,8,5,0,3,3,0,4,0,0,11,340,368,7,3,4,0,0,0,0,0,0,23,19,58,1418,359,70,1019,133,639,82,551,79,1814,385,6533
SED30005,6,29,0,363,7,0,4,11,0,5,0,4,3,18,206,260,4,6,4,3,0,0,0,4,3,22,38,81,1074,408,80,895,214,533,136,455,135,2068,273,6263
SED30006,10,159,5,919,3,0,7,6,5,6,0,4,0,22,254,306,7,6,8,6,0,6,0,4,0,42,41,112,1024,380,68,783,131,645,80,574,134,3395,332,7550
SED30007,4,42,0,478,0,0,5,7,3,3,0,4,0,11,229,267,4,0,9,0,0,0,0,0,0,40,31,87,940,337,65,806,177,401,97,409,117,2571,291,6203
SED30008,5,25,0,1347,3,0,0,3,6,0,0,0,4,7,224,245,5,0,0,0,0,5,0,0,0,8,12,37,2191,246,54,923,207,560,102,296,76,1031,249,5939
SED30009,0,23,0,167,0,0,4,0,0,6,0,9,0,33,187,238,0,0,6,3,3,0,0,0,3,65,57,148,839,210,40,661,57,451,38,346,73,2746,303,5748
SED30010,0,5,0,169,6,0,11,0,4,5,6,4,0,7,228,274,0,0,7,0,4,0,0,0,0,18,35,71,1231,204,64,767,208,628,57,313,81,1342,287,5187
SED30011,0,15,0,614,8,0,0,4,3,9,4,4,4,15,362,413,18,3,4,5,0,3,0,5,0,42,58,145,1548,184,79,798,136,597,55,311,78,1609,446,5842
SED30012,9,27,4,547,5,0,0,3,3,5,0,5,4,14,216,254,3,0,8,0,3,0,0,0,4,18,33,69,1135,296,69,773,142,397,100,392,90,1844,281,5516
SED30013,6,39,0,322,6,0,0,5,5,12,3,4,9,31,365,438,12,4,7,4,0,6,0,0,6,91,57,184,976,288,58,748,98,578,51,566,109,3881,461,7820
SED30014,0,27,0,507,10,3,7,3,3,0,0,3,0,9,268,313,0,0,5,0,0,0,0,0,0,21,31,63,1325,351,52,941,98,508,66,383,78,1317,334,5446
SED30015,5,14,0,366,12,6,0,3,0,14,8,3,3,20,327,396,22,0,16,16,6,9,0,5,4,47,54,178,1378,213,83,808,118,503,73,353,109,1761,429,5823
SED30016,10,63,0,470,9,0,0,3,5,6,0,6,3,21,242,301,0,0,5,4,4,3,0,0,0,44,30,103,1042,325,76,754,168,490,121,530,130,3359,307,7295
SED30017,8,12,0,330,3,3,4,0,5,0,5,0,3,18,140,185,5,0,7,5,3,0,0,4,0,29,25,70,1225,222,55,758,167,491,71,368,107,1952,180,5592
SED30018,4,29,0,761,4,0,0,6,0,4,0,4,0,11,141,166,0,0,0,0,0,3,0,0,0,19,24,48,1269,169,49,671,159,453,70,318,85,1676,175,5096
SED30019,5,97,0,1452,3,0,0,6,5,5,3,3,0,9,240,268,0,0,0,3,0,0,0,0,0,16,21,47,2259,422,65,1057,249,598,137,387,94,1149,269,6695
SED30020,4,17,0,328,4,0,3,3,0,11,4,6,0,19,317,375,10,0,11,9,3,6,0,0,0,45,45,138,1470,272,66,960,94,591,68,420,94,2091,396,6524
SED30021,5,28,0,310,6,0,0,9,0,0,0,10,3,24,261,327,14,0,7,3,4,7,3,5,5,41,48,138,1053,308,82,609,105,401,46,360,93,1464,354,4867
SED30022,8,13,0,475,9,0,0,3,11,4,6,6,5,13,260,310,6,0,4,4,0,3,0,3,6,28,35,96,1905,330,94,1227,238,712,120,393,130,1784,324,7250
SED30023,5,58,0,1152,4,0,0,3,3,0,0,0,0,10,172,198,0,0,0,0,0,0,0,5,0,11,10,20,1410,256,57,677,150,447,103,340,74,1280,186,4975
SED30024,4,44,0,450,0,0,4,4,0,4,3,0,3,19,196,247,0,0,0,3,4,0,3,0,5,45,27,93,808,338,49,721,132,407,115,428,98,1995,249,5343
SED30025,10,17,0,654,0,0,0,5,5,0,0,0,0,15,199,228,3,0,7,0,3,0,0,0,0,14,19,45,1401,224,59,790,184,498,73,280,103,1626,226,5464
SED30026,3,11,0,712,5,0,0,0,0,5,0,0,0,7,164,190,0,0,0,0,0,0,0,0,0,15,13,32,1403,198,55,666,178,442,75,267,82,1535,194,5079
SED30027,5,12,3,268,4,0,0,3,3,0,0,4,5,10,153,183,7,0,0,5,0,3,4,0,6,46,47,113,958,258,46,767,163,453,81,357,100,1663,239,5078
SED30028,10,9,0,502,4,0,0,3,0,6,4,0,0,20,312,360,7,0,0,3,0,0,0,0,0,24,20,66,1143,151,46,762,107,664,53,309,86,1483,346,5162
SED30029,7,42,0,454,3,3,3,0,3,3,3,0,5,18,252,305,3,6,0,0,0,5,0,6,5,40,33,102,929,328,87,800,158,530,128,473,146,2693,310,6562
SED30030,3,42,4,1035,5,0,0,3,0,6,0,0,0,7,181,202,0,0,3,0,0,0,0,0,0,8,17,28,1883,283,66,914,199,497,87,286,64,1015,206,5507
SED30031,8,7,0,484,3,0,4,5,0,12,0,6,0,13,316,357,25,3,13,7,0,5,0,4,0,27,39,117,1279,152,68,611,76,395,33,153,65,650,364,3849
SED30032,5,12,0,202,8,5,3,11,0,5,0,4,0,24,311,363,8,4,5,5,4,7,0,0,0,71,62,170,812,316,70,763,86,572,74,576,122,3558,431,7371
SED30033,4,37,0,237,5,0,0,0,5,7,0,5,0,41,281,353,0,0,5,3,0,0,0,7,0,88,76,180,718,235,35,637,85,501,60,572,90,4717,427,8068
SED30034,3,26,7,275,7,3,3,4,0,15,0,5,7,36,378,465,16,10,15,3,0,8,4,0,5,72,79,211,1131,361,75,906,99,559,79,571,138,2646,519,7083
SED30035,4,20,0,304,9,0,0,8,3,9,4,8,0,14,415,470,4,0,3,0,4,4,0,3,3,34,46,104,1383,182,53,871,132,555,58,376,96,1793,500,5990
SED30036,0,12,0,211,3,4,3,0,3,3,0,0,4,15,166,199,0,0,0,0,0,0,0,0,0,27,34,66,1014,202,50,643,143,530,61,284,87,1389,233,4641
SED30037,0,9,0,217,0,0,0,3,0,3,0,0,0,13,182,211,0,0,0,4,0,0,0,0,0,22,26,50,984,158,56,639,171,476,58,242,83,1563,229,4652
SED30038,0,13,0,267,0,0,0,0,4,7,0,3,0,25,196,246,8,4,3,5,0,0,0,0,0,24,24,75,1050,190,64,652,176,566,58,311,107,1801,254,5221
SED30039,0,11,0,401,0,0,0,3,5,6,0,0,4,12,207,242,0,0,0,0,0,0,0,3,3,19,34,57,1679,141,53,876,198,596,82,217,99,1231,249,5418
SED30040,9,50,7,496,4,0,0,0,6,5,4,0,3,20,241,287,0,0,0,0,0,0,0,0,3,35,35,82,880,326,59,732,159,386,102,414,103,2841,296,6300
SED30041,3,40,0,521,3,5,0,3,0,3,0,0,4,13,474,505,3,0,6,4,3,4,0,0,4,42,45,115,1158,217,53,784,108,570,68,401,100,2391,553,6417
SED30042,3,12,0,294,3,0,3,7,5,7,0,0,4,5,188,224,3,3,6,3,0,0,0,0,0,20,24,63,1277,202,53,744,188,544,69,317,102,1686,225,5416
SED30043,0,9,3,205,3,0,3,3,5,9,4,0,3,14,242,296,8,0,4,7,0,5,0,0,0,50,47,122,1027,207,51,721,169,609,66,371,114,2136,328,5804
SED30044,0,9,3,276,10,0,0,3,4,0,3,0,0,18,204,248,6,0,8,0,5,7,0,0,0,39,47,115,1350,240,69,910,197,651,72,373,85,1944,275,6163
SED30045,0,38,3,616,6,0,0,8,0,0,0,0,4,11,200,236,5,0,0,0,3,0,0,0,9,27,24,60,1376,195,40,760,167,540,77,283,108,1770,253,5571
SED30046,0,5,0,252,7,0,0,0,7,5,0,4,3,17,160,199,4,0,5,5,0,6,0,0,0,31,40,83,1234,225,59,813,198,585,79,344,101,1922,232,5801
SED30047,0,30,0,520,6,0,3,3,8,3,0,3,4,21,448,497,4,0,9,5,0,0,3,0,0,39,43,105,1450,170,50,806,111,561,46,372,54,1744,521,5877
SED30048,3,136,0,1254,3,0,5,9,9,0,0,3,0,11,190,223,0,0,3,4,0,0,0,0,0,18,11,36,1559,374,58,934,179,658,112,487,70,1473,220,6128
SED30049,3,19,0,514,0,0,5,5,0,4,0,4,0,10,136,170,3,0,5,0,3,0,0,0,0,14,26,47,1196,264,44,693,140,476,72,355,77,1621,171,5111
SED30050,8,94,0,636,6,0,6,10,3,7,5,0,0,14,278,336,0,0,5,0,4,0,0,0,0,41,43,92,1054,441,84,984,149,482,145,505,117,2808,345,7115
SED30051,0,22,0,220,4,6,0,4,0,10,0,3,5,23,285,337,8,4,4,8,0,4,0,9,0,81,66,176,747,281,56,665,79,547,69,530,105,4132,409,7611
SED30052,12,126,4,2135,11,0,0,6,6,5,6,4,0,5,351,387,3,0,3,5,3,4,0,0,0,11,27,57,3183,747,149,1479,378,1000,204,517,128,1175,392,9357
SED30053,3,46,0,621,4,5,4,8,10,5,0,3,0,15,203,249,0,0,0,0,0,0,0,0,0,27,30,70,1216,415,66,836,174,483,111,424,89,1817,260,5902
SED30054,7,52,0,985,7,0,0,3,0,6,4,0,0,3,155,175,0,0,0,0,0,0,0,0,4,9,10,24,1397,268,49,766,169,452,84,295,78,1197,171,4922
SED30055,13,14,0,478,8,0,0,5,3,17,0,5,0,39,457,532,17,5,11,11,0,0,3,0,7,48,61,158,1251,174,79,730,114,620,68,300,123,1707,557,5739
SED30056,6,91,0,977,3,0,0,0,0,3,0,5,0,17,143,170,0,0,0,4,0,3,0,5,0,18,13,48,900,222,40,592,105,554,59,422,86,1908,164,5041
SED30057,0,11,0,159,4,0,0,4,7,8,5,4,0,14,199,247,0,0,4,5,0,0,0,0,4,28,42,84,855,236,48,685,151,587,61,371,85,2101,277,5452
SED30058,7,37,3,731,0,0,0,0,0,3,3,0,0,12,154,175,0,0,0,0,0,0,0,3,0,9,20,42,1277,207,54,654,161,507,61,359,85,1793,192,5353
SED30059,5,27,0,417,8,0,6,0,3,3,0,4,0,13,177,217,5,0,5,3,0,3,3,0,4,34,34,83,1112,288,65,819,151,503,90,440,101,2034,237,5841
SED30060,5,13,0,282,7,0,0,0,6,8,0,0,0,12,244,283,7,0,3,9,0,0,0,0,6,36,30,96,1242,219,56,821,117,458,45,382,77,1462,299,5180
SED30061,3,29,0,381,3,0,0,0,0,3,0,6,7,9,286,316,0,0,0,3,0,0,0,0,0,30,18,58,1164,171,46,709,84,465,37,324,59,1427,326,4816
SED30062,0,8,3,311,7,0,0,0,3,4,0,3,0,13,206,243,3,0,4,0,4,0,0,0,3,31,32,82,1442,251,69,968,258,623,103,326,109,1918,272,6323
SED30063,4,12,0,211,10,0,0,6,0,8,0,8,0,24,327,388,13,3,9,7,3,4,5,3,7,73,59,183,1011,304,50,710,104,560,80,441,135,3063,450,6914
SED30064,9,18,0,255,3,0,3,0,0,7,5,4,3,19,218,271,0,6,4,0,0,0,0,0,0,23,33,68,840,319,81,827,150,468,103,472,125,2332,281,6002
SED30065,6,49,0,511,10,7,4,4,0,4,0,4,0,22,265,312,3,6,0,3,3,4,0,0,6,24,25,73,986,406,76,783,160,446,111,523,126,2874,313,6815
SED30066,10,169,0,707,3,0,4,3,0,9,3,0,0,14,275,309,4,3,5,0,3,3,0,0,0,45,31,100,672,459,97,714,134,444,120,660,153,3435,325,7214
SED30067,0,11,0,760,6,0,3,6,6,3,0,6,5,8,197,231,4,0,0,0,3,0,0,0,0,19,22,54,1945,273,61,900,256,560,88,287,95,1201,237,5893
SED30068,10,71,0,592,9,0,3,0,0,5,0,3,0,9,176,203,4,0,0,0,0,0,0,3,0,39,23,74,878,214,44,589,120,442,50,366,95,2502,219,5510
SED30069,3,37,3,590,6,0,0,4,3,4,0,8,4,10,195,239,3,0,3,0,0,4,0,0,0,25,22,54,1190,228,51,748,181,645,77,370,99,1923,243,5744
SED30070,0,42,3,302,0,0,0,5,5,8,0,3,0,29,270,327,0,6,0,3,0,5,3,4,7,65,51,140,792,259,70,617,150,571,85,511,163,4894,387,8495
SED30071,5,44,0,504,3,0,0,3,5,0,0,3,0,21,258,292,5,4,0,0,0,0,0,5,4,43,27,89,994,267,47,717,176,623,97,460,107,2874,313,6675
SED30072,4,40,0,354,0,3,0,3,4,4,0,0,0,21,202,245,4,0,4,6,0,0,0,4,0,45,41,97,1063,235,60,707,169,561,79,443,113,3065,276,6763
SED30073,10,10,0,308,3,5,3,0,0,8,0,3,7,18,330,376,0,0,0,0,3,5,0,0,0,33,39,85,1043,167,45,671,83,485,47,300,69,1581,405,4896
SED30074,4,5,0,449,8,0,0,5,4,3,0,4,0,16,153,189,7,0,0,0,0,3,0,0,0,23,21,59,1241,211,49,684,168,553,71,315,72,1855,190,5406
SED30075,3,36,0,380,5,0,4,7,5,8,3,4,4,27,240,318,7,9,10,10,0,8,4,4,5,58,41,153,1176,317,96,830,169,638,95,455,159,2523,326,6786
SED30076,10,86,5,1581,7,5,0,6,3,4,0,0,0,9,285,320,0,0,4,4,0,5,0,0,3,8,15,34,2516,481,97,1337,286,843,151,481,114,1204,308,7814
SED30077,4,30,3,203,9,3,0,7,0,7,4,12,0,21,274,329,8,0,8,5,0,4,0,3,9,63,59,154,1082,324,65,809,89,512,68,479,82,2537,383,6429
SED30078,8,39,0,389,8,3,5,6,3,8,6,5,0,14,190,244,10,5,7,0,0,0,0,0,0,35,26,86,957,394,83,794,176,510,146,522,130,2056,242,6007
SED30079,0,13,0,440,5,0,0,0,0,9,0,0,0,9,145,176,8,0,0,3,4,3,0,0,0,20,13,55,1298,221,47,737,162,529,79,325,86,1755,170,5411
SED30080,5,20,0,905,0,0,0,4,8,4,3,3,0,9,183,216,0,0,4,0,0,0,0,0,0,15,18,40,1785,286,57,936,218,481,118,283,81,1312,219,5780
SED30081,0,26,4,297,5,0,6,0,5,5,0,4,4,17,138,175,0,0,3,0,0,0,0,5,0,24,29,61,877,280,50,624,93,548,50,389,93,1894,193,5090
SED30082,15,172,0,965,4,8,0,7,3,7,3,4,5,28,263,325,11,0,3,0,0,4,0,4,3,48,41,120,1132,623,117,966,178,602,211,586,138,2661,342,7562
SED30083,0,15,0,324,3,0,0,3,0,6,0,4,9,12,167,200,0,0,12,3,0,0,0,0,5,27,33,73,1133,229,73,825,189,501,93,325,88,1584,221,5241
SED30084,0,5,0,201,0,3,0,0,0,9,5,0,6,19,321,367,0,0,3,0,0,5,0,0,0,41,23,70,1189,157,46,756,96,509,43,319,84,1739,377,5312
SED30085,3,32,0,426,3,4,4,0,3,8,3,0,3,10,170,210,6,3,4,5,0,0,0,3,0,16,28,59,1134,286,56,771,154,531,97,372,114,1804,226,5544
SED30086,0,33,0,467,3,0,0,3,0,0,4,4,0,12,267,294,12,0,3,0,0,6,0,0,3,43,42,98,1201,238,37,819,85,538,58,400,85,2342,337,6144
SED30087,5,34,0,380,3,0,0,0,5,5,4,0,0,13,251,287,3,0,4,0,0,7,0,0,0,42,32,87,1265,258,38,870,102,538,48,381,55,2321,319,6188
SED30088,7,33,0,580,7,3,4,3,5,6,0,5,0,7,350,393,0,5,5,6,0,0,0,0,0,22,27,71,1436,250,51,799,93,499,41,357,57,1323,398,5307
SED30089,6,6,0,437,3,3,5,5,4,4,0,7,4,18,281,323,15,0,9,9,0,3,0,3,0,16,43,106,1281,109,68,433,92,390,31,139,52,850,347,3805
SED30090,5,5,0,250,9,0,0,11,7,6,0,3,0,11,301,341,25,4,9,3,0,3,0,0,0,46,45,133,1288,188,61,698,82,385,33,247,62,1120,385,4552
SED30091,0,9,0,167,10,0,0,5,0,7,0,3,0,9,150,193,4,0,3,0,0,3,0,0,0,28,49,87,1021,207,42,616,141,525,75,325,83,1714,227,4977
SED30092,5,30,3,537,0,5,3,6,6,3,0,5,0,19,511,553,3,0,5,3,0,4,0,12,0,33,39,110,1317,257,62,924,93,562,67,397,76,1537,581,5860
SED30093,3,7,0,86,5,0,0,0,5,9,5,4,0,17,160,209,0,0,3,0,0,0,0,0,0,24,42,70,768,186,25,555,128,563,60,284,84,1394,219,4268
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,8,128,0,926,8,0,3,0,4,5,0,3,0,12,172,204,3,0,0,0,0,3,0,0,0,14,7,31,1190,363,30,840,78,554,31,458,50,1392,186,5176
SED40002,0,8,0,292,0,0,4,0,0,0,0,0,0,15,142,162,0,0,0,0,0,0,0,0,0,16,15,36,1063,342,25,717,62,340,52,292,29,1206,181,4305
SED40003,8,18,0,297,5,0,0,4,3,0,0,0,0,12,132,153,0,0,0,0,0,0,0,0,0,22,11,39,753,184,18,608,60,369,44,327,60,1610,158,4195
SED40004,9,153,0,836,0,0,0,0,0,3,0,0,0,10,110,129,0,0,0,3,0,0,0,0,0,25,14,39,525,226,16,457,34,382,34,436,35,1821,129,4095
SED40005,0,20,0,174,3,0,0,3,0,10,0,7,0,19,185,230,0,0,4,5,0,0,0,0,0,45,50,112,776,254,44,665,61,314,57,353,75,1976,289,4856
SED40006,0,6,0,201,0,0,0,4,0,0,0,0,0,9,141,152,0,0,3,0,0,4,0,6,0,13,16,30,940,209,16,600,67,303,26,244,32,1022,172,3641
SED40007,4,40,0,478,6,0,0,3,0,3,0,0,0,16,123,155,0,4,0,3,0,0,0,0,0,24,13,50,723,191,16,525,40,324,30,328,43,1849,150,4231
SED40008,5,4,0,239,4,0,5,4,0,3,0,7,0,9,119,156,0,0,0,0,0,0,0,0,0,8,19,37,919,263,24,596,71,302,32,233,36,1013,156,3637
SED40009,5,15,0,206,5,3,3,0,5,0,0,3,0,16,116,148,0,0,0,3,0,5,0,0,0,15,7,33,760,182,22,597,55,399,40,309,52,1723,138,4269
SED40010,8,59,4,642,6,0,0,0,0,0,0,0,0,8,145,161,0,3,0,0,5,0,0,3,0,9,12,32,901,296,17,665,49,382,28,384,30,1342,180,4283
SED40011,0,16,0,271,0,0,0,0,0,0,0,3,0,15,132,149,3,0,0,0,0,0,0,0,0,13,14,31,805,240,18,577,45,291,34,302,39,1374,168,3898
SED40012,0,7,0,51,0,0,0,0,0,3,0,3,0,11,122,148,0,0,4,0,0,0,0,0,0,34,25,61,520,120,20,425,54,347,25,223,31,1227,171,3169
SED40013,0,7,0,260,0,0,0,3,0,0,0,0,0,13,127,143,0,0,0,0,0,0,0,0,0,10,24,36,984,196,16,612,61,366,34,248,24,1105,160,3805
SED40014,4,32,0,175,0,5,0,0,0,0,3,0,0,19,220,250,3,5,7,8,0,0,0,0,0,42,31,89,346,313,39,463,29,296,43,511,81,3556,295,5976
SED40015,0,29,0,224,3,0,0,4,3,4,0,6,0,18,287,327,6,3,6,3,0,6,6,0,3,33,27,87,705,254,59,678,66,318,65,319,65,1598,354,4474
SED40016,3,4,0,119,3,5,0,9,0,0,3,3,0,7,114,137,0,0,0,0,0,0,0,0,0,28,30,62,674,189,11,514,61,352,30,261,50,1456,160,3766
SED40017,4,13,3,189,4,0,0,7,4,4,3,6,3,13,200,234,4,3,3,6,0,0,0,4,0,37,25,71,805,245,47,740,84,446,62,375,73,1578,262,4714
SED40018,11,30,0,346,0,0,0,3,0,3,5,3,0,18,136,167,4,0,0,0,0,0,0,0,0,23,23,48,756,232,20,547,50,272,42,335,49,1922,189,4412
SED40019,0,7,0,260,5,0,0,3,0,0,4,7,0,18,199,241,4,0,4,5,0,0,0,3,4,37,34,102,758,114,22,476,70,382,44,242,71,1267,268,3705
SED40020,0,21,0,143,0,0,0,0,0,3,0,7,0,15,201,232,4,3,0,0,0,0,0,4,0,49,30,95,626,246,26,579,75,345,41,335,64,2023,267,4628
SED40021,0,16,0,247,0,0,0,0,5,4,0,0,0,18,122,157,0,5,0,0,3,0,0,0,0,19,22,58,773,213,26,592,55,306,30,308,28,1706,175,4203
SED40022,9,54,0,537,0,0,0,4,0,3,0,10,0,15,140,170,0,4,0,0,5,5,0,0,0,17,9,45,684,272,28,651,64,394,42,432,50,1537,174,4321
SED40023,0,9,0,95,0,0,0,0,5,0,0,5,0,12,97,121,4,4,8,4,0,3,0,0,0,22,26,58,622,150,24,528,62,318,32,278,37,1665,140,3854
SED40024,0,7,0,125,0,0,0,3,5,3,0,0,0,17,152,179,0,0,0,0,0,0,0,0,0,24,14,49,805,171,22,621,79,342,42,291,56,1585,194,4210
SED40025,3,21,4,272,5,0,0,0,0,4,0,5,3,7,198,228,4,0,0,0,0,0,0,0,0,24,13,42,871,220,35,663,80,342,48,275,54,1455,230,4269
SED40026,0,17,0,182,0,0,0,0,0,3,3,0,0,10,106,127,0,0,3,0,0,0,0,0,0,20,15,46,698,157,24,556,59,405,32,261,39,1577,139,3935
SED40027,0,30,3,300,4,0,0,3,0,4,0,0,0,11,110,133,4,0,0,5,0,0,0,0,0,30,21,58,746,169,14,505,45,282,31,287,46,1734,160,4020
SED40028,3,12,0,120,0,0,0,3,0,3,0,3,0,5,164,181,0,0,0,0,0,0,0,3,4,13,22,44,699,158,25,553,59,336,29,266,53,1421,211,3806
SED40029,4,31,0,277,0,0,0,5,4,4,3,5,4,17,200,252,8,4,7,4,3,8,0,4,0,50,56,142,928,286,61,927,71,404,72,365,73,1696,298,5185
SED40030,3,20,3,210,5,0,0,0,0,3,0,5,0,18,185,210,3,0,0,0,5,7,0,0,0,25,22,63,572,356,42,645,69,330,53,401,69,2087,230,4838
