SED_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SED40031,0,21,0,293,0,0,0,0,0,0,0,0,0,15,106,130,0,0,0,0,0,3,0,0,3,16,12,38,695,172,16,507,37,370,22,333,38,1705,145,4031
SED40032,6,39,0,444,5,0,0,6,4,0,0,7,0,11,149,174,3,0,0,0,0,0,0,0,0,15,11,34,842,250,16,651,63,329,36,338,49,1552,181,4313
SED40033,3,20,0,188,3,0,5,3,0,5,0,8,3,8,133,162,7,4,4,3,0,0,0,8,0,31,18,70,806,181,32,664,61,324,47,297,41,1467,183,4113
SED40034,5,33,3,186,0,0,0,0,0,4,0,7,5,27,232,280,0,5,6,3,0,3,0,3,0,61,52,134,480,229,38,608,54,315,46,398,67,2619,339,5189
SED40035,5,17,4,156,0,0,0,0,3,3,0,0,0,21,111,141,0,0,0,0,0,0,0,0,0,26,26,52,710,163,15,521,43,344,42,278,35,1948,157,4268
SED40036,3,8,0,86,6,0,0,0,0,5,0,5,3,3,88,113,3,0,3,0,0,4,0,0,0,10,21,44,634,146,23,455,51,349,23,243,35,1154,116,3241
SED40037,4,19,0,307,4,0,0,0,4,3,0,0,0,11,140,168,0,0,0,0,0,0,0,0,0,9,23,35,920,163,15,587,76,406,34,286,48,1352,183,4058
SED40038,0,4,0,44,5,0,0,0,0,3,0,3,0,13,109,136,6,0,3,0,0,0,0,0,0,30,29,71,502,127,18,401,41,353,29,219,37,1291,160,3188
SED40039,0,7,0,55,3,0,0,0,0,0,0,0,0,13,107,126,5,0,0,0,0,3,0,4,0,23,19,60,602,150,19,532,70,335,37,259,39,1626,149,3816
SED40040,6,21,0,287,0,0,0,5,0,6,0,3,6,15,163,194,0,0,0,7,4,0,0,0,0,28,17,60,827,278,40,702,93,427,46,381,74,1873,205,4951
SED40041,4,11,0,148,3,0,0,3,0,5,3,4,0,19,221,263,0,4,0,6,0,3,0,0,0,40,32,88,637,143,30,550,60,309,34,308,47,1626,285,4039
SED40042,0,6,0,79,4,0,0,3,0,0,0,0,3,6,115,144,3,0,0,6,0,0,0,0,0,17,29,61,663,138,26,448,60,301,30,208,58,1097,173,3195
SED40043,0,10,0,242,3,0,0,0,0,4,0,4,0,4,123,146,0,0,0,0,0,0,0,0,0,18,14,41,910,217,21,610,52,374,45,293,36,1479,167,4203
SED40044,6,115,0,844,5,0,0,0,4,3,0,0,0,3,119,143,3,0,0,0,0,0,0,3,0,6,16,32,736,238,16,563,51,351,41,387,39,1604,152,4182
SED40045,0,41,4,476,4,3,0,0,0,0,0,4,0,12,122,150,3,0,0,0,0,0,0,0,0,17,10,37,665,172,25,527,51,347,24,373,38,1830,155,4204
SED40046,0,9,0,310,5,0,0,3,0,0,0,0,0,10,110,129,0,0,0,5,0,0,0,0,0,13,20,34,968,235,28,616,59,291,35,247,30,1113,140,3760
SED40047,0,4,0,142,0,0,0,6,0,0,0,5,0,15,108,129,0,0,3,0,0,0,0,0,0,26,11,49,710,146,25,566,56,340,36,272,51,1651,140,3989
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,3,18,0,253,0,0,0,4,0,4,0,4,0,16,250,282,0,4,0,0,0,0,0,0,0,40,25,76,716,314,50,677,81,365,61,397,68,1735,312,4786
SED50202,0,7,0,163,4,0,0,0,6,4,0,0,0,24,287,326,3,0,3,0,0,0,0,0,0,36,42,88,918,162,38,633,85,528,38,306,40,1382,343,4477
SED50304,5,18,0,512,6,0,5,4,4,5,0,3,0,9,307,342,5,0,3,0,0,3,0,0,7,26,24,72,1371,296,37,868,91,379,46,335,32,1290,361,5104
SED50405,10,8,0,354,0,0,0,4,4,3,0,4,4,10,472,511,6,0,0,0,0,0,0,0,0,21,20,52,1172,150,34,708,110,526,59,253,74,1172,511,4777
SED50502,0,8,0,311,3,0,3,3,3,6,0,0,0,8,261,290,5,0,0,0,0,4,0,0,0,17,18,48,929,151,22,586,73,460,38,277,39,1213,298,4086
SED50605,3,69,3,901,0,0,0,3,3,6,0,4,0,9,194,233,5,0,0,0,0,0,0,3,0,26,22,59,782,219,33,573,52,437,30,455,52,1994,227,4858
SED50702,0,14,0,546,4,3,0,0,0,9,0,0,6,4,416,434,9,0,0,0,0,0,0,0,0,9,27,55,1448,279,42,829,93,543,53,318,63,1109,460,5229
SED50805,7,64,0,726,0,0,4,5,0,0,4,6,0,10,212,241,4,0,0,0,0,0,0,0,0,21,13,34,809,199,20,590,61,299,38,340,43,1349,235,3974
SED50906,11,24,0,388,0,5,0,0,0,5,0,0,0,22,295,329,0,0,0,4,0,0,0,4,0,18,20,44,848,191,32,721,85,448,32,363,60,1614,341,4734
SED51004,7,15,4,481,0,4,0,6,0,0,0,0,4,17,299,328,7,0,3,8,3,0,0,3,6,18,25,70,963,218,32,712,99,445,44,264,60,1180,340,4365
SED51104,0,12,0,292,0,0,3,0,4,3,0,5,4,11,456,490,0,0,0,5,0,0,0,0,0,21,30,65,1065,181,32,710,108,475,50,262,62,1462,509,4931
SED51205,7,7,0,273,5,5,0,5,4,6,0,6,3,12,287,326,0,0,0,0,0,0,0,0,0,17,38,62,984,305,42,787,88,527,41,370,63,1384,349,4924
SED51304,3,67,0,680,6,0,4,0,3,0,0,3,0,14,189,214,3,3,4,6,0,0,0,4,0,23,10,52,670,249,26,483,48,390,34,455,53,2090,215,4722
SED51401,6,19,0,330,0,0,0,6,0,6,0,9,0,13,342,379,11,7,11,6,0,5,0,0,4,28,41,103,840,227,55,655,82,466,38,346,79,1452,419,4657
SED51504,4,67,0,924,7,0,3,7,3,0,0,4,0,14,194,222,0,0,3,0,0,0,0,0,0,18,13,40,841,311,29,631,55,357,35,342,43,1368,217,4229
SED51605,0,7,0,437,4,0,0,0,6,4,0,0,0,8,299,324,8,0,0,0,0,0,0,0,0,7,21,34,1195,151,28,730,91,468,47,270,35,1085,334,4437
SED51706,9,12,0,365,8,0,0,4,0,5,4,0,0,10,372,401,8,4,0,0,0,4,0,0,0,29,38,90,903,209,48,758,94,536,62,378,87,1963,435,5482
SED51804,12,244,0,1493,6,4,0,5,0,4,0,3,0,18,262,304,0,0,0,0,0,3,0,5,0,18,19,48,744,278,18,608,65,435,32,543,37,1658,287,4718
SED51902,3,23,0,462,5,0,4,0,0,5,3,0,0,17,335,373,7,0,8,3,0,0,0,3,0,24,18,57,1083,208,50,785,91,498,49,350,58,1440,371,4979
SED52006,12,46,0,449,0,0,3,0,0,5,0,8,4,27,451,501,3,0,4,0,0,0,0,0,0,52,35,98,619,188,38,618,66,497,42,386,101,3151,517,6217
SED52102,6,13,0,303,3,0,0,3,0,3,3,0,6,16,284,323,0,0,4,4,0,4,0,0,0,21,31,73,900,150,29,614,81,450,27,266,45,1250,342,4161
SED52205,6,38,0,795,4,0,0,0,4,3,0,3,0,6,335,364,0,0,0,5,0,0,0,0,0,18,19,54,1135,262,34,800,100,467,54,348,46,1372,369,4985
SED52301,0,22,0,338,0,0,0,4,0,0,0,0,0,11,350,381,3,4,0,6,0,0,0,4,0,24,30,72,812,184,38,620,80,395,51,302,50,1248,405,4184
SED52404,8,36,0,548,0,0,0,6,3,0,0,0,0,10,298,329,0,4,5,0,0,0,0,3,0,24,10,49,910,242,25,661,78,410,30,369,57,1651,329,4765
SED52505,6,11,0,536,10,0,3,6,0,4,3,0,0,4,261,289,9,0,0,4,0,0,0,0,0,20,11,44,1291,209,42,750,105,461,40,341,50,1298,285,4872
SED52604,7,27,0,562,3,0,5,3,0,3,0,0,0,6,275,302,4,0,3,0,0,3,0,0,0,19,17,56,917,230,42,679,102,511,50,359,55,1470,306,4715
SED52702,7,40,0,555,5,0,0,3,0,3,0,4,4,16,259,301,0,0,0,4,0,0,0,3,4,24,15,66,729,245,37,583,65,454,47,427,65,1987,295,4935
SED52803,8,0,0,566,0,0,0,3,3,4,4,0,0,3,240,265,3,0,3,3,0,0,3,4,0,12,28,61,1124,85,38,461,79,404,38,121,38,426,279,3094
SED52903,0,4,0,293,3,0,3,3,3,0,4,0,4,11,261,295,5,0,3,0,0,0,0,0,0,20,31,68,880,97,35,300,46,205,25,102,25,465,310,2496
SED53004,5,15,0,447,0,0,0,3,0,0,6,0,0,13,228,253,0,0,3,0,0,0,0,0,0,23,11,39,847,208,28,586,69,402,40,395,72,1856,256,4750
SED53105,5,5,0,285,0,0,0,0,0,4,0,0,0,3,306,323,5,0,5,0,0,0,0,0,0,15,20,42,1013,181,32,597,92,436,42,230,48,977,345,3992
SED53204,0,7,0,325,5,0,0,0,3,0,0,4,0,7,201,220,0,0,0,5,0,0,0,0,0,19,15,47,1055,152,22,618,77,385,41,247,40,1069,233,3935
SED53306,9,34,0,300,3,0,6,3,0,4,0,6,3,23,373,420,3,3,3,5,0,0,0,0,0,51,45,109,619,155,38,543,76,432,45,351,73,2388,448,5177
SED53402,7,8,0,815,0,0,0,3,3,3,0,4,0,10,321,348,0,3,0,0,0,6,0,0,0,13,13,35,1508,250,39,826,102,406,29,273,45,1000,357,4829
SED53502,5,18,0,372,0,0,0,0,0,6,0,4,5,8,326,358,3,0,6,0,0,0,0,0,0,31,33,75,1058,187,45,694,90,455,34,344,61,1405,374,4744
SED53602,0,13,0,160,0,5,3,6,5,5,6,6,3,10,190,224,0,0,3,0,0,0,0,0,0,12,47,65,665,206,18,509,45,353,38,304,49,1255,266,3700
SED53701,10,28,0,359,11,4,0,4,0,7,0,11,0,9,421,471,7,5,6,3,0,8,0,0,4,53,48,133,930,286,61,685,83,485,62,359,98,1707,498,5263
SED53802,4,19,0,370,5,0,0,3,4,4,0,0,3,21,233,271,3,0,0,3,0,4,5,0,0,22,33,70,1061,270,22,723,77,453,37,347,38,1578,297,4905
SED53902,4,36,0,852,0,0,4,0,3,7,0,0,0,11,237,265,3,0,0,3,3,0,0,0,0,16,27,51,1209,269,29,767,74,418,38,327,40,1288,277,4743
SED54006,8,17,3,359,6,0,0,3,5,3,0,0,0,19,398,433,6,0,3,5,0,0,0,0,0,43,42,102,717,205,46,639,87,476,63,369,101,2212,471,5385
SED54104,7,164,0,1397,0,0,7,0,0,6,5,4,0,17,260,297,6,0,0,0,0,0,0,0,0,13,13,25,1094,306,20,680,61,520,29,477,46,1521,282,5042
SED54203,0,8,0,231,0,0,4,0,0,0,0,0,0,3,163,183,4,0,9,3,3,0,0,0,0,21,17,57,599,94,48,229,60,155,17,75,31,445,195,1945
SED54304,8,48,6,1657,8,0,4,4,4,3,3,5,4,4,468,513,4,0,0,3,5,4,0,0,0,5,21,38,2414,417,43,1195,148,706,57,358,66,974,509,6886
SED54403,11,4,0,990,5,0,3,0,6,3,0,0,0,6,307,333,0,0,3,5,0,0,0,0,0,0,29,41,1460,66,57,449,129,324,26,74,49,202,344,3174
SED54505,4,41,0,413,0,0,3,0,0,4,0,0,0,13,146,169,3,0,0,3,0,5,0,0,0,16,13,42,500,194,19,423,42,345,21,407,44,1907,167,4057
SED54605,8,14,0,288,0,0,0,0,3,12,0,0,0,20,333,369,6,0,0,8,0,0,0,0,0,38,33,85,649,153,34,579,83,501,51,363,64,2053,391,4913
SED54701,5,34,4,379,4,0,3,8,4,8,0,5,4,17,285,333,12,4,3,6,0,0,0,0,4,39,30,101,1004,230,55,755,79,362,53,271,47,1169,356,4377
SED54804,5,26,0,987,3,0,3,0,5,4,0,0,5,14,394,422,5,0,0,0,0,0,0,0,0,21,13,45,1538,218,42,795,109,348,51,298,39,1184,427,5057
SED54905,4,80,0,1071,0,0,0,0,3,3,3,0,0,7,267,284,4,0,4,0,0,0,0,0,0,10,16,37,1189,259,24,765,62,529,34,426,39,1399,299,5033
SED55005,8,0,0,221,0,0,3,0,0,0,0,0,0,12,222,243,0,0,6,0,0,0,0,0,0,15,21,41,811,166,29,560,57,464,28,259,51,1173,263,3874
SED55102,10,25,0,449,9,6,0,4,3,10,0,9,0,11,374,418,5,0,5,0,3,3,0,0,0,15,25,63,1017,177,39,652,98,504,43,299,59,1172,417,4478
SED55202,0,4,0,140,7,3,4,3,0,3,0,5,0,8,256,283,0,0,0,4,0,0,0,0,0,28,35,68,708,158,30,567,64,495,37,316,46,1569,323,4311
SED55306,9,55,0,397,3,4,0,6,0,4,0,6,0,18,397,432,5,0,0,0,0,4,0,4,0,30,37,80,747,362,63,773,80,325,65,431,58,2176,471,5560
SED55405,3,4,0,768,7,0,0,6,5,3,0,3,0,7,317,351,0,0,0,0,5,0,0,0,0,6,28,43,1519,341,38,947,90,490,33,302,45,884,363,5059
SED55504,5,14,0,312,3,0,0,5,7,4,0,5,0,12,339,375,4,0,0,0,0,0,0,3,0,35,26,69,979,177,33,681,89,400,50,267,50,1296,379,4407
SED55605,5,5,0,375,4,0,0,7,0,11,0,0,0,12,414,445,4,0,3,0,0,4,0,0,0,21,18,51,871,147,41,655,85,529,66,240,73,1231,446,4372
SED55706,6,23,0,288,3,0,0,3,0,7,0,4,6,14,440,486,9,3,7,4,4,0,0,0,0,31,40,101,812,415,84,837,93,388,75,433,93,1964,527,5710
SED55802,5,3,0,287,10,0,4,6,3,4,0,0,0,13,289,329,5,0,3,9,0,4,0,0,0,13,22,61,1220,197,34,733,86,477,50,268,43,1132,318,4550
SED55905,0,14,0,368,0,0,0,3,0,3,0,3,0,14,241,270,0,0,0,7,0,0,0,0,0,28,17,54,925,188,20,624,69,389,40,309,52,1487,276,4380
SED59494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED60105,5,18,0,223,0,0,0,0,0,0,0,0,0,8,90,100,0,0,0,0,0,0,0,3,0,10,14,27,573,174,9,455,42,227,25,225,21,903,116,2780
SED60106,0,4,0,42,0,0,0,0,0,0,0,0,0,3,40,47,0,0,0,0,0,0,0,0,0,8,9,19,168,55,7,181,13,73,23,102,15,425,52,1120
SED60113,0,17,0,251,0,0,0,0,3,4,0,4,0,12,174,194,4,0,0,0,0,0,0,0,0,22,23,54,773,254,28,715,62,393,37,438,50,1906,215,4863
SED60115,0,7,0,148,3,0,0,0,0,5,0,0,4,17,135,166,3,0,0,0,0,0,0,0,0,34,23,64,669,233,36,616,50,368,37,394,67,1544,205,4231
SED60207,5,21,0,155,5,0,4,0,0,3,3,4,0,27,152,196,6,0,7,0,3,3,0,3,0,32,40,85,665,211,47,642,72,370,44,404,73,2163,223,4920
SED60208,0,16,0,144,0,0,5,6,0,6,0,5,0,22,188,232,0,0,0,6,0,0,0,0,0,35,35,81,573,198,44,570,75,332,59,321,58,1786,256,4269
SED60209,5,19,3,224,4,0,0,0,0,4,0,6,0,19,228,261,3,0,5,4,0,0,0,0,0,27,32,72,686,241,47,665,74,435,61,365,66,1828,315,4780
SED60301,0,0,0,41,0,0,0,0,0,0,0,0,0,5,48,51,0,0,0,0,0,0,0,0,0,10,11,22,294,89,9,265,23,130,16,122,14,561,65,1588
SED60302,0,9,3,151,5,3,0,7,5,4,0,6,0,10,118,147,0,0,0,0,0,0,0,0,0,26,22,60,762,302,26,635,63,321,48,292,52,1119,181,3790
SED60303,0,38,0,545,3,0,0,0,0,4,0,0,0,8,155,175,0,0,0,0,0,0,0,0,0,4,9,15,862,363,32,684,66,369,42,404,53,1149,174,4191
SED60304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,3,3,4,0,12,0,43
SED60310,8,47,0,344,0,0,0,0,0,0,0,0,0,4,87,102,0,0,0,0,0,0,0,0,0,8,8,13,346,203,26,355,18,219,27,304,31,963,101,2582
SED60404,0,18,0,251,6,3,3,0,0,9,0,3,0,12,172,211,0,4,4,4,0,0,0,0,5,25,22,64,607,350,36,563,54,355,56,463,83,1845,228,4648
SED60410,0,5,0,105,0,0,0,0,0,0,0,0,0,9,58,66,0,0,0,0,0,0,0,0,0,9,10,18,298,119,14,252,30,142,15,159,21,717,78,1837
SED60411,4,15,0,292,0,0,0,0,0,0,0,4,0,16,118,143,0,0,0,0,0,0,0,0,0,23,17,40,662,208,28,511,40,281,24,325,50,1710,161,4000
SED60414,7,18,0,216,0,0,0,0,0,4,0,0,0,6,99,114,0,0,0,0,0,0,0,0,0,12,8,26,562,142,17,426,41,232,31,248,40,1037,127,2911
SED60501,0,3,0,48,0,0,0,4,3,0,0,3,0,12,87,113,0,0,0,0,0,0,0,0,0,20,16,39,316,96,21,285,34,239,27,171,41,792,132,2147
SED60505,0,9,0,71,3,0,0,3,0,0,0,0,0,0,47,57,0,0,0,0,0,0,0,0,0,6,3,15,263,66,9,202,21,78,16,88,9,513,61,1311
SED60506,0,16,0,127,0,0,0,3,0,5,4,0,0,16,180,214,6,0,0,3,4,0,0,0,0,39,40,93,612,245,45,530,39,319,46,395,53,1838,254,4381
SED60508,0,0,0,14,0,0,0,0,0,0,0,0,0,0,30,38,0,3,0,0,0,0,0,0,0,5,7,18,90,35,7,89,14,56,14,70,12,300,41,734
SED60512,0,23,0,176,4,3,3,4,0,0,0,4,5,18,169,212,7,5,3,0,0,3,0,0,0,34,37,85,709,277,52,606,67,314,58,359,73,1800,254,4570
SED60514,0,0,0,70,0,0,0,0,0,0,0,0,0,6,28,41,0,0,0,0,0,0,0,0,0,4,6,12,272,63,13,182,37,111,9,104,8,471,46,1310
SED69494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED69797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED70001,0,0,0,19,0,0,0,0,0,0,0,0,4,3,18,37,4,0,0,0,0,0,0,0,0,13,16,33,109,14,12,23,3,47,5,27,16,230,35,517
SED70002,0,9,0,155,0,0,0,0,0,0,0,0,0,0,62,66,0,0,0,0,0,0,0,0,0,4,3,4,399,30,11,121,10,82,4,34,6,121,72,896
SED70003,0,0,0,34,0,0,0,0,0,0,0,0,0,0,21,31,0,0,0,0,0,0,0,0,0,4,3,14,114,14,9,49,9,51,0,23,6,228,33,525
SED70004,0,0,0,34,0,0,0,0,0,0,0,0,0,6,27,32,0,0,0,0,0,0,0,0,0,5,21,32,143,19,6,35,14,35,0,19,6,178,58,513
SED70005,0,0,0,74,0,0,0,0,0,0,0,0,0,0,75,74,3,0,0,0,0,0,0,0,0,0,7,7,242,26,8,98,21,75,7,26,7,64,79,650
SED70006,0,0,0,107,0,0,0,0,0,0,0,0,0,0,59,65,0,0,0,0,0,0,0,0,0,0,6,11,286,24,9,103,13,94,8,35,3,107,62,749
SED70007,0,0,0,74,0,0,0,0,0,0,0,0,0,0,73,69,0,0,0,0,0,0,0,0,0,0,0,0,273,16,10,108,24,67,3,27,9,69,71,687
SED70008,0,7,0,116,0,0,0,0,0,0,0,0,0,0,68,75,0,0,0,0,0,0,0,0,0,3,0,10,210,30,10,117,17,81,13,40,10,180,69,777
SED70009,0,0,0,56,5,0,0,0,0,0,0,3,0,10,64,85,0,0,0,0,0,0,0,0,0,11,9,18,169,33,12,65,18,70,16,46,17,296,82,825
SED70010,0,0,0,53,3,0,0,0,0,0,0,0,0,0,60,66,0,0,0,0,0,0,0,0,0,0,3,8,190,22,6,90,18,98,6,23,9,101,71,628
SED70011,0,12,0,160,0,0,3,0,0,0,0,0,0,0,62,71,0,0,0,0,0,0,0,0,0,0,3,7,295,37,7,115,18,91,3,53,8,153,71,858
SED70012,0,6,0,193,3,0,0,0,0,5,0,0,0,5,79,95,3,0,0,0,0,0,0,0,0,3,4,12,398,46,8,141,17,87,3,32,7,87,87,918
SED70013,0,5,0,121,0,0,0,0,0,0,0,6,0,0,85,89,0,0,0,0,0,0,0,0,3,4,17,28,262,32,16,138,37,97,15,49,17,196,108,968
SED70014,0,0,0,23,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,4,11,15,122,18,5,23,4,29,0,20,10,177,22,423
SED70015,0,0,0,67,0,0,0,0,0,0,0,0,0,0,47,53,0,0,0,0,0,0,0,0,0,3,4,8,227,43,8,119,18,76,4,44,7,153,48,746
SED70016,0,0,0,56,0,0,0,0,0,0,0,0,0,3,45,51,0,0,0,0,0,0,0,0,0,0,4,5,171,19,3,68,12,75,9,34,14,125,59,584
SED70017,0,10,0,98,0,0,0,0,0,0,0,0,0,0,58,62,6,0,0,0,0,0,0,0,0,3,7,15,283,35,11,94,13,64,3,20,8,122,73,738
SED70018,0,0,0,55,0,0,0,0,0,0,0,0,0,5,22,32,0,0,0,0,0,0,0,0,0,0,3,10,118,13,7,37,16,43,3,21,4,111,33,394
SED70019,3,5,0,92,3,0,0,0,0,0,0,0,0,0,48,59,5,0,0,0,0,0,0,0,0,3,9,16,255,26,9,77,11,73,0,29,8,196,63,747
SED70020,0,5,0,131,4,5,0,0,0,0,0,0,0,0,70,80,0,0,0,0,0,0,0,0,0,0,5,16,251,26,16,123,26,95,11,48,8,177,80,874
SED70021,0,7,0,129,6,0,0,0,0,0,0,0,0,0,74,84,0,0,0,0,0,0,0,0,0,4,10,11,272,62,14,175,15,71,12,47,3,135,89,903
SED70022,3,9,0,252,0,0,3,0,4,0,0,0,0,3,119,128,0,0,0,0,0,0,0,0,0,0,6,6,571,86,14,267,35,143,7,59,17,128,134,1451
SED70023,0,5,0,91,0,0,0,0,0,0,0,0,0,0,42,50,0,0,0,0,0,0,0,0,0,0,4,5,214,49,5,100,16,85,9,34,9,174,49,742
SED70024,0,0,0,133,0,0,0,0,0,4,0,0,0,0,122,126,0,0,4,0,0,0,0,0,0,0,0,6,422,23,11,144,28,75,9,31,12,91,127,968
SED70025,0,0,0,103,0,0,0,0,0,0,0,0,0,3,89,95,4,0,0,0,0,0,0,0,0,3,0,9,292,30,3,120,23,75,16,37,8,159,91,848
SED79494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED79797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED80001,12,57,3,1252,7,0,0,0,6,7,5,0,0,22,215,261,0,0,3,0,0,0,0,0,5,22,24,50,2260,284,43,1009,190,868,67,594,114,2871,257,8562
SED80002,14,95,0,1433,9,3,0,13,0,5,0,4,4,17,260,306,3,0,4,0,0,0,0,0,0,25,23,62,2821,460,67,1426,174,943,90,611,105,3236,320,10255
SED80003,25,211,0,2898,0,0,0,5,0,7,0,0,0,14,374,406,7,0,0,0,0,3,0,0,3,13,15,48,3685,467,60,1372,175,933,65,590,84,2094,417,9938
SED80004,19,192,0,2092,3,0,0,4,0,0,3,3,0,23,280,315,5,0,0,0,0,0,0,3,3,20,21,52,2623,400,59,1076,155,772,68,659,99,3403,326,9645
SED80005,16,41,0,1333,4,4,0,0,0,8,4,0,3,14,255,290,6,0,9,0,3,0,0,0,0,14,27,59,2893,389,54,1300,174,868,71,501,83,2018,308,8660
SED89494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,0,0,0,37,0,0,0,0,0,0,0,0,0,4,22,27,0,0,0,0,0,0,0,0,0,0,3,10,99,28,11,88,4,48,5,58,7,97,33,496
SED99494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
