SOSR_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOSR399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR401,12,3,9,22,4,18,0,26,6,387,4,483,4,4,0,7,0,5,4,25,3,89,3,144,4,8,3,5,0,8,4,53,12,142,3,244,0,8,0,7,0,18,3,54,8,138,0,242,9,17,6,13,0,32,0,138,20,418,6,661,13,45,0,22,3,94,10,284,35,459,7,978,20,100,7,71,4,283,12,542,56,952,21,2081,61,271,11,174,19,906,29,725,96,1043,17,3364,122,504,20,511,73,1838,90,1018,149,1516,29,5870,324,876,44,1831,195,2453,165,1097,176,1397,36,8591,433,743,52,2498,221,2268,151,731,138,986,29,8251,879,757,67,3138,317,2040,153,595,99,853,21,8938,4041,1454,177,8116,946,3630,363,923,191,1369,50,21262,4724,986,159,7879,982,1693,298,540,110,748,35,18143,4496,635,124,6485,869,1387,207,374,73,398,19,15064,3992,343,93,3888,579,626,133,184,39,209,10,10087,10987,815,174,9112,1183,2752,269,472
SOSR412,5,0,0,0,0,0,0,0,0,13,0,27,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,6,0,8,5,40,0,51,0,4,0,0,0,0,0,10,0,22,0,40,0,4,0,3,0,11,0,33,7,62,0,120,4,6,0,12,0,43,3,42,6,57,0,177,7,18,0,38,6,129,4,67,13,91,0,385,30,41,7,151,27,167,14,63,16,91,0,605,41,33,4,210,27,177,8,55,10,50,0,620,60,40,9,304,19,161,18,27,5,39,3,683,340,96,21,725,104,320,32,54,16,58,3,1761,375,59,10,679,92,144,25,30,3,31,0,1461,361,31,11,468,75,85,24,13,10,19,0,1103,351,17,8,243,48,42,17,5,6,0,0,736,669,21,6,402,59,125,15,24
SOSR413,0,0,4,0,0,0,0,0,0,11,0,22,0,0,0,0,0,0,0,7,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,8,0,31,0,44,0,3,0,3,0,3,0,15,0,24,0,56,3,11,0,0,0,7,4,29,5,83,0,149,0,12,0,9,0,34,3,34,4,71,0,180,4,33,4,37,7,97,9,83,13,102,5,385,14,58,0,142,10,132,15,72,15,98,0,548,32,45,3,170,26,116,12,52,20,63,0,541,64,48,4,196,26,98,8,27,12,58,0,538,238,97,17,462,62,195,28,49,16,80,4,1236,238,55,11,441,53,82,34,27,12,42,0,995,253,31,7,349,42,46,18,14,3,13,0,791,206,28,7,194,33,31,11,7,4,12,0,529,537,43,9,501,54,147,21,32
SOSR414,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,13,0,0,0,6,0,0,0,7,0,6,0,19,0,3,0,0,0,10,0,5,3,12,0,49,4,4,0,3,0,15,0,13,4,27,0,73,4,15,0,18,5,34,4,18,6,31,0,129,12,13,6,52,6,68,4,29,6,36,0,236,15,29,0,80,15,61,5,18,3,17,0,241,33,18,0,98,7,48,7,15,8,12,0,236,112,45,6,235,39,77,15,14,5,22,0,566,118,24,4,183,18,33,4,10,0,3,0,400,78,9,3,101,9,26,7,8,0,5,0,247,57,8,5,65,3,3,4,0,0,0,0,151,105,3,4,89,14,22,0,0
SOSR415,0,0,0,0,0,0,0,0,0,10,6,18,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,3,0,6,0,13,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,8,0,0,0,7,0,18,0,41,3,0,0,11,0,8,0,19,3,20,0,69,4,9,0,3,3,18,3,38,4,95,0,188,7,14,0,13,3,55,5,46,7,87,0,239,18,30,4,69,9,129,8,75,11,126,3,467,40,79,4,208,22,190,19,85,14,108,3,782,44,60,11,293,23,177,6,60,16,60,3,746,90,62,9,354,32,141,18,35,18,64,5,825,372,116,20,756,100,275,35,58,27,71,4,1841,399,72,22,694,76,107,42,36,9,32,4,1494,366,49,14,453,69,101,18,20,9,22,3,1123,313,24,9,266,37,37,13,5,3,6,0,723,619,35,16,419,67,112,22,25
SOSR421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,4,0,8,0,15,0,3,0,0,0,0,0,4,0,7,0,18,0,5,0,0,0,4,0,16,0,16,0,43,9,9,0,8,0,11,0,15,4,21,0,74,0,9,0,22,0,45,0,17,5,25,3,123,7,20,0,55,16,61,10,34,0,25,0,227,16,11,4,87,10,46,9,18,3,19,0,206,30,16,0,98,11,41,5,13,0,9,0,227,87,31,5,229,36,73,12,15,7,11,0,504,97,18,5,180,23,26,8,8,3,5,0,375,89,14,7,124,15,21,3,3,0,5,0,287,66,3,4,66,15,7,3,8,0,0,0,177,129,6,5,107,18,19,10,0
SOSR422,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,0,5,23,0,31,0,0,0,0,0,6,0,3,0,6,0,22,3,0,0,0,0,5,0,10,0,37,0,62,6,3,0,4,0,5,0,16,0,18,0,53,5,11,0,12,0,24,0,13,9,35,0,108,3,15,0,33,9,27,0,14,0,38,0,142,4,13,0,46,6,28,3,8,0,18,0,127,9,11,0,50,4,26,0,3,0,15,0,123,46,16,0,101,14,24,3,11,3,9,0,221,43,13,0,71,10,22,3,6,0,0,0,167,41,6,0,52,3,10,4,0,0,0,0,121,22,7,0,22,0,5,0,0,0,0,0,54,49,6,0,32,3,14,4,0
SOSR431,17,5,3,18,0,4,0,0,9,28,0,78,8,7,0,6,0,0,0,3,3,11,0,34,3,0,0,5,0,0,0,7,7,9,0,28,3,0,0,7,4,0,0,3,0,13,0,30,13,6,0,17,0,8,0,13,6,31,0,81,13,9,0,24,0,14,0,17,4,22,0,103,28,16,0,49,4,40,8,35,0,76,0,264,45,26,0,93,8,94,5,63,9,88,4,431,64,57,7,148,11,183,12,86,13,141,3,731,107,74,15,381,39,263,24,85,25,143,7,1160,108,84,14,391,44,204,23,69,11,71,4,1018,154,63,12,511,46,168,19,31,22,76,3,1111,504,128,38,1035,92,305,42,84,21,86,11,2348,490,108,31,902,101,149,34,47,9,43,6,1919,517,74,24,656,70,120,26,22,12,26,3,1554,397,38,7,359,47,51,14,12,0,18,3,952,944,93,29,896,105,202,36,51
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,38,14,8,34,0,47,3,22,19,592,11,787,5,11,0,6,0,13,0,23,6,130,3,203,3,12,3,7,0,20,7,86,6,208,5,358,3,6,0,12,0,33,0,92,11,190,0,345,9,21,0,18,8,68,11,200,18,477,4,823,18,53,3,36,4,137,17,366,43,534,16,1235,38,154,15,110,9,434,17,672,87,1065,18,2623,69,295,12,263,26,1190,40,892,112,1078,30,3995,151,599,27,707,76,2550,91,1272,196,1547,40,7249,434,962,60,2293,175,3773,146,1241,240,1426,52,10796,568,799,69,3264,287,3984,160,1004,268,1151,38,11581,1042,804,75,4265,402,3978,178,768,256,991,52,12814,5087,1617,236,11348,1213,8490,484,1452,554,1659,80,32211,6518,1315,273,13138,1453,3099,548,773,275,937,41,28371,7130,984,232,11041,1452,3924,446,623,274,664,29,26807,6789,615,185,7188,1147,1326,322,330,105,329,31,18367,22575,1740,509,21731,2942,9218,775,1093
SOSR511,0,0,0,0,0,3,0,0,0,8,0,12,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,13,0,21,0,0,0,0,0,3,0,7,0,16,0,36,0,3,0,0,0,12,0,15,3,35,0,77,5,3,0,7,0,29,0,20,3,49,0,118,8,16,0,28,4,77,4,28,9,53,0,228,10,30,6,78,9,131,4,58,10,54,0,386,16,26,3,128,7,157,11,24,12,28,0,417,35,21,3,180,16,155,10,28,10,27,0,496,152,57,14,482,54,339,12,41,24,37,0,1220,235,38,7,569,49,109,31,22,11,16,3,1081,271,35,11,437,44,112,23,15,15,15,0,972,225,12,5,246,22,38,18,7,4,4,6,575,507,27,12,437,66,161,27,15
SOSR512,0,0,0,0,0,5,0,4,0,16,0,31,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,4,0,7,0,14,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,3,0,7,0,15,0,27,0,0,0,0,0,5,0,20,0,15,0,43,3,5,0,3,0,15,0,20,3,44,8,104,6,12,0,15,0,36,0,37,0,60,0,174,10,25,0,34,3,100,6,49,8,75,0,314,29,58,6,119,8,193,6,82,6,78,0,584,31,37,3,201,18,201,15,46,16,55,0,615,56,29,10,257,19,177,14,40,19,36,0,659,259,87,9,691,78,440,30,54,30,52,7,1738,375,89,10,725,60,144,44,30,18,27,0,1529,422,51,14,562,65,182,33,23,15,14,5,1381,356,19,11,315,47,60,33,7,6,0,0,854,928,60,26,656,104,248,46,24
SOSR513,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,12,0,14,0,25,0,0,0,4,0,4,4,6,0,22,0,39,0,0,0,4,0,18,0,11,0,20,3,61,0,7,0,13,0,41,0,17,12,37,0,128,4,19,0,39,3,74,0,21,10,39,0,207,8,18,5,60,8,66,10,13,13,18,3,219,19,20,0,115,14,94,9,14,12,14,0,306,143,33,13,264,47,287,29,34,24,20,6,893,214,32,7,390,41,87,21,21,15,12,4,840,274,22,12,343,62,130,25,11,10,15,4,914,238,10,9,220,49,41,13,3,0,0,3,597,877,44,36,614,141,289,52,21
SOSR514,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,4,0,4,0,14,0,4,0,0,0,0,0,9,0,19,0,38,0,4,0,7,0,6,0,10,0,23,0,50,0,6,0,17,0,35,3,14,5,20,0,103,7,15,0,32,4,46,3,24,4,15,0,149,9,12,0,75,3,52,6,8,0,11,0,187,21,19,0,83,7,39,3,8,0,11,0,184,64,22,9,194,12,85,7,14,14,3,0,419,92,17,6,194,24,40,15,10,3,8,0,393,61,8,5,125,15,34,14,7,0,12,0,291,57,9,7,69,8,12,5,0,0,0,0,161,111,22,6,119,15,45,17,6
SOSR515,3,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,3,0,10,0,15,0,0,0,0,0,0,0,10,0,30,0,48,3,0,0,0,0,7,0,11,3,28,0,57,0,4,3,7,0,21,3,31,7,71,0,135,6,11,0,10,4,41,3,48,10,55,0,189,12,23,3,29,0,102,4,56,13,69,0,307,20,41,6,107,8,119,6,53,11,56,4,428,18,28,3,133,11,148,5,32,19,29,4,436,55,26,7,185,14,157,13,31,10,28,3,520,213,53,13,421,57,310,32,45,38,52,3,1242,256,49,27,512,64,108,31,24,7,21,3,1112,282,26,15,354,47,152,18,18,23,16,4,950,238,23,4,205,40,34,7,7,7,9,0,570,583,43,33,378,89,145,36,14
SOSR521,0,0,0,0,0,0,0,3,0,8,0,16,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,3,0,3,0,37,0,38,0,0,0,0,0,0,0,0,0,27,0,32,0,0,3,3,0,7,0,16,0,49,4,83,0,11,0,3,0,14,0,14,7,51,0,98,3,3,0,7,4,30,0,16,5,49,0,121,0,8,0,35,0,52,3,14,3,44,0,170,15,19,0,52,0,52,0,15,0,19,5,183,21,8,4,71,8,53,5,16,8,21,0,201,73,20,8,150,26,121,6,16,14,24,0,458,68,16,10,138,19,42,6,3,6,17,0,336,102,12,6,99,9,43,4,8,9,3,0,300,64,10,0,63,8,25,4,0,0,0,0,180,127,11,8,108,19,68,17,4
SOSR522,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,51,0,68,0,0,0,0,0,0,0,9,0,46,0,61,0,0,0,0,0,10,0,12,4,93,0,129,5,6,0,3,0,16,0,6,0,43,0,82,0,6,0,14,3,23,3,14,0,37,3,110,4,5,0,16,0,36,0,18,5,25,0,114,7,3,0,26,8,18,0,6,7,7,3,84,13,8,0,34,3,26,0,5,6,13,0,104,37,8,6,83,12,46,9,11,0,11,6,217,35,3,6,59,8,12,3,0,3,4,0,132,41,0,0,47,9,17,4,4,4,8,0,133,24,0,0,31,5,4,4,0,0,3,0,70,50,0,3,57,8,21,3,6
SOSR531,22,4,0,12,3,4,0,3,7,31,0,88,8,0,0,6,0,0,0,5,0,7,0,32,0,4,0,4,0,11,0,0,0,19,0,37,0,0,0,5,0,3,0,4,0,15,0,28,10,4,0,11,0,12,0,14,4,70,0,125,8,10,0,13,5,19,6,24,5,46,0,130,15,7,0,31,4,26,5,42,8,77,0,214,33,28,8,59,11,53,0,47,7,93,5,337,60,57,4,118,11,129,5,54,3,124,5,574,70,76,7,245,15,194,14,62,20,82,4,779,62,50,7,243,26,206,17,63,16,64,5,764,108,51,13,338,29,186,14,35,17,50,3,842,336,97,32,767,71,380,24,69,45,88,7,1917,428,85,32,787,79,196,50,33,17,49,4,1764,402,65,27,622,72,176,41,32,21,38,0,1504,397,30,21,429,42,90,17,17,19,12,0,1073,1140,88,52,1017,144,388,72,62
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR603,4,0,0,4,0,0,0,0,0,59,0,66,0,0,0,0,0,3,0,5,0,13,0,18,0,0,0,0,0,0,0,10,0,17,0,32,0,0,0,0,0,0,0,11,0,3,0,19,0,0,0,0,0,5,0,27,0,60,0,96,0,4,0,0,0,17,5,45,5,49,0,134,3,24,4,3,0,57,4,74,8,108,0,282,9,46,5,18,4,125,5,131,13,120,0,474,18,80,4,82,9,211,16,143,22,144,3,736,41,146,8,339,27,330,26,132,24,198,0,1267,67,123,8,350,32,292,24,94,15,136,7,1143,132,112,11,419,50,241,17,73,16,108,6,1180,544,235,27,1170,141,420,48,117,20,178,4,2916,553,230,29,1083,165,196,39,67,14,102,4,2492,603,156,18,979,115,138,39,50,11,55,4,2161,534,79,23,592,80,67,23,23,6,33,0,1474,1568,162,30,1280,173,287,40,78
SOSR611,0,0,0,0,0,0,0,0,0,14,0,14,0,4,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,3,0,6,0,13,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,14,0,23,0,43,0,4,0,5,0,4,0,24,0,34,0,70,7,5,0,3,0,25,0,32,0,71,0,151,8,8,0,11,0,60,0,64,11,72,0,232,9,39,0,30,4,126,0,93,5,93,0,410,28,53,3,176,16,169,8,68,22,77,0,615,23,49,3,178,23,152,10,39,9,69,6,562,50,51,5,210,20,95,16,30,12,50,0,533,240,90,16,508,54,202,14,48,9,61,0,1243,247,53,12,474,61,72,20,22,3,23,0,984,246,35,0,369,53,52,10,9,0,10,4,786,183,21,4,201,19,15,3,5,4,0,0,466,425,38,3,391,32,91,14,14
SOSR612,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9,0,18,0,0,0,0,0,0,0,4,0,17,0,23,0,3,0,4,0,10,0,18,0,42,0,85,0,14,0,9,6,26,0,26,5,58,0,141,4,6,0,19,3,60,5,43,8,55,3,204,18,29,0,104,9,96,9,44,14,56,0,369,15,29,0,111,15,88,7,31,0,37,0,334,33,28,7,121,15,64,7,22,3,29,0,318,147,29,14,281,32,114,15,29,12,27,0,692,140,21,11,218,29,35,8,16,6,6,4,483,110,7,5,178,24,35,5,8,4,12,0,377,81,9,0,90,8,9,3,0,0,0,0,208,146,8,0,110,17,40,8,0
SOSR613,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,9,0,19,0,24,0,3,0,0,0,7,0,6,0,7,0,22,0,6,0,3,0,14,0,3,4,26,0,59,4,7,0,41,0,21,3,13,0,11,0,99,4,3,0,29,4,26,0,7,0,5,0,72,4,0,0,34,7,19,0,4,0,7,0,82,38,13,0,81,8,31,5,5,0,5,0,191,28,10,3,78,7,12,4,3,0,6,0,149,26,7,0,53,8,4,3,4,0,0,0,111,23,3,0,27,3,8,0,0,0,0,0,71,43,3,0,39,12,9,0,0
