SOSR_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
SOSR222,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,13,0,12,4,0,0,0,0,0,0,0,61,9,22,26,12,0,0,3,0,0,0,0,0,0,0,4,77,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,5,0,3,0,8,0,0,0,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,4,12,5,0,8,0,4,12,0,0,0,0,58,0,0,0,0,0,0,0,6,7,5,0,3,0,0,0,23,7,84,20,9,10,0,3,9,0,0,0,5,0,0,9,155,0,5,41,72,89,48,52,21,3,7,0,3,0,0,19,365,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SOSR231,4,0,0,4,0,0,15,87,0,0,4,5,0,34,7,6,0,0,0,0,0,0,20,77,6,55,117,95,115,51,124,68,4,4,11,11,4,3,25,687,119,923,622,96,30,19,22,30,0,3,5,7,3,0,155,2039,0,4,8,12,13,29,50,17,3,4,0,10,0,0,8,154,0,0,0,0,12,11,26,11,3,0,0,8,0,0,7,73,0,4,32,62,33,21,36,12,0,5,0,0,0,0,28,224,4,18,56,65,78,29,75,129,91,90,105,84,26,13,73,939,0,0,0,0,0,0,13,3,0,0,3,4,0,0,0,34,63,999,245,144,210,83,123,46,10,4,10,14,0,5,61,2014,22,54,282,782,979,819,1026,412,54,38,46,47,26,24,370,4974,0,17,83,68,22,19,10,3,0,5,0,4,0,0,20,254,0,0,4,9,0,3,38,21,0,5,3,4,0,4,10,97
SOSR279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR299,0,0,3,0,0,7,0,24,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,6,5,4,0,27,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,4,0,11,13,4,11,10,5,9,0,5,74,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,8,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,11,12,23,39,16,4,3,7,0,0,13,14,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,4,0,3,0,0,3,0,22
SOSR301,298,279,283,310,118,77,110,6224,0,4,10,8,33,318,695,526,435,133,81,254,67,16,55,2633,44,187,410,566,1004,575,2043,1495,124,135,140,167,82,31,159,7170,262,1688,1385,408,194,201,489,751,147,141,123,174,61,9,246,6289,4,53,36,81,328,936,1799,813,172,221,250,344,219,77,141,5478,0,0,3,76,559,1264,5436,2677,503,517,614,798,289,57,295,13091,8,26,139,217,177,120,203,97,30,26,17,28,15,7,28,1135,13,104,634,1008,1872,1165,2881,1656,377,370,466,395,260,67,258,11525,0,0,0,0,19,115,1439,1234,363,672,1124,1114,244,13,94,6441,190,2011,621,447,591,339,546,273,60,42,60,71,34,24,150,5468,123,323,2160,8503,16288,18037,28408,15403,2105,1903,2282,2299,962,885,2974,102649,4,5,89,158,129,151,78,38,9,12,0,5,6,0,8,691,3,3,22,43,124,293,1200,1580,350,285,311,306,161,52,68,4796
SOSR302,36,53,51,71,38,10,18,1202,0,0,12,16,13,60,123,50,13,0,10,8,0,3,5,317,16,81,223,254,311,194,570,439,44,48,49,44,9,3,55,2333,101,678,481,151,83,108,251,335,57,78,56,73,31,3,110,2591,5,18,22,73,536,1027,1545,683,140,159,137,184,105,23,121,4781,0,0,0,51,215,526,1379,804,201,217,199,252,104,10,95,4043,7,20,79,66,58,31,37,20,0,5,6,3,6,0,16,363,7,38,192,268,382,274,477,276,95,69,54,69,52,9,56,2318,0,0,0,0,5,14,295,430,213,244,331,237,59,6,39,1873,150,1062,355,218,259,155,296,123,33,36,20,33,18,0,68,2835,79,272,1638,5371,9602,9691,15716,7272,1028,942,990,1017,526,485,1600,56235,0,13,74,59,55,44,43,21,7,17,0,13,0,0,11,349,0,3,6,16,35,57,177,190,46,64,45,55,33,4,11,735
SOSR303,13,23,14,23,5,5,4,272,0,0,0,3,0,6,125,173,13,127,550,971,170,11,91,2241,16,32,66,88,142,80,214,130,13,12,9,27,13,0,13,847,52,301,217,59,34,41,95,143,11,15,14,42,22,4,77,1139,0,10,8,17,103,478,734,266,30,36,38,46,29,0,45,1845,0,0,0,0,36,89,482,362,61,72,65,69,26,3,42,1308,7,6,7,9,14,7,7,7,0,0,0,0,0,0,4,56,4,22,116,126,128,68,213,110,33,30,25,21,17,6,28,938,0,0,0,3,6,9,267,412,98,180,191,190,62,6,27,1453,27,347,123,96,88,70,158,55,9,13,12,12,3,0,19,1026,24,55,459,1398,2063,1697,2005,1014,131,110,153,156,65,80,294,9702,0,0,12,4,4,0,0,0,0,0,0,0,0,0,0,20,0,6,0,4,4,8,65,102,27,31,21,45,9,8,7,325
SOSR311,4,6,5,3,0,6,3,83,0,0,4,0,0,4,4,12,0,6,3,4,0,0,0,32,4,15,44,30,40,27,52,86,11,0,4,5,4,4,3,330,21,137,86,37,6,6,21,36,0,3,0,5,3,0,18,393,0,0,0,0,8,28,31,18,6,10,14,31,12,7,6,167,0,0,0,0,10,16,114,52,19,21,22,39,14,7,0,305,0,0,3,0,0,0,3,0,4,3,0,0,0,0,0,22,0,6,37,29,36,26,46,47,33,44,46,40,35,5,22,463,0,0,0,0,4,3,141,94,47,66,70,49,22,0,3,509,42,301,80,54,55,28,34,9,0,3,0,4,6,0,19,649,12,45,288,943,1157,915,1250,632,77,63,63,109,58,36,196,5841,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,38,56,8,6,13,3,9,3,3,151
SOSR312,0,3,0,0,0,0,0,32,0,0,0,0,0,0,4,7,0,0,0,4,0,0,0,10,0,4,31,25,19,7,29,29,0,4,0,0,0,0,7,151,7,48,31,11,5,7,11,16,6,0,0,0,0,0,7,137,0,0,0,0,6,14,26,15,3,8,0,4,0,0,0,75,0,0,0,0,0,8,12,8,4,0,6,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,23,23,7,13,14,11,6,7,6,6,0,0,4,123,0,0,0,0,0,0,5,12,10,16,7,7,0,0,0,60,21,145,50,25,23,14,21,4,0,4,0,0,0,0,19,327,7,15,172,501,639,549,678,335,34,45,43,46,30,8,113,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,23,0,14,5,4,0,0,0,63
SOSR313,5,9,0,6,5,0,0,46,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,13,3,11,27,34,26,15,50,47,5,7,0,10,10,0,3,253,8,43,38,12,6,8,12,13,4,4,0,7,4,0,4,163,0,0,0,0,7,20,18,16,3,0,3,9,0,0,10,81,0,0,0,5,0,5,36,23,6,3,13,33,3,0,4,142,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,16,0,5,15,33,23,11,19,25,12,12,10,18,3,0,10,196,0,0,0,0,0,0,21,9,13,17,17,14,3,0,0,91,18,161,33,29,28,25,32,14,0,0,0,4,0,0,4,356,7,20,170,609,785,700,1162,773,86,94,127,108,43,53,147,4882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,24,35,4,10,0,12,0,5,0,93
SOSR314,4,3,0,0,0,0,0,38,0,0,0,0,0,8,12,11,0,0,0,0,0,7,0,36,5,7,29,24,35,25,75,60,3,0,6,13,12,3,6,302,59,292,179,25,7,4,13,28,0,6,17,25,14,0,47,715,0,5,5,4,6,29,50,18,14,11,27,37,12,0,10,222,0,0,0,8,5,15,46,36,8,9,32,48,20,0,5,222,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,6,22,33,26,14,28,25,16,25,18,15,10,0,3,236,0,0,0,0,0,0,19,27,12,11,20,10,0,5,3,103,18,163,53,30,32,23,35,9,3,0,4,5,4,0,13,395,11,26,193,636,1036,856,1084,517,61,79,61,55,21,42,178,4855,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,4,13,37,4,5,9,13,5,0,3,98
SOSR315,4,0,0,0,0,0,3,53,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,12,6,16,41,55,55,30,70,58,3,7,0,11,3,0,22,372,73,234,110,33,11,5,24,38,4,10,13,18,6,0,51,637,0,3,0,5,17,23,58,31,0,9,11,21,10,3,7,185,0,0,0,0,5,13,57,34,9,7,31,55,23,0,4,243,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,16,0,21,53,52,29,12,31,13,11,0,0,5,0,0,9,253,0,0,0,0,0,0,17,19,20,23,41,49,9,0,9,188,42,328,99,49,68,49,62,21,9,3,6,0,0,4,31,776,20,41,368,1098,1557,1199,1345,666,77,59,57,81,38,33,351,7003,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,9,17,3,5,0,3,0,0,0,50
SOSR321,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,7,17,10,13,19,24,20,0,0,3,0,3,0,0,124,7,52,25,11,0,7,6,15,0,0,0,0,0,0,18,141,0,3,0,0,3,16,23,6,0,0,0,0,0,0,0,59,0,0,0,0,0,3,10,5,8,0,4,7,0,0,5,43,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,8,18,16,14,4,13,3,0,0,8,0,4,0,0,89,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,21,19,113,48,33,28,18,31,18,0,0,0,0,5,0,9,320,7,23,162,435,613,423,399,151,27,16,18,16,17,10,116,2436,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,0,0,0,0,3,4,0,0,0,0,0,20
SOSR322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,12,9,0,0,0,0,0,0,4,56,13,29,26,5,0,6,3,3,0,0,0,0,0,0,24,106,0,0,0,0,3,3,9,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,7,0,0,0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,18,0,58,13,10,11,5,3,3,0,0,0,0,0,0,0,107,0,3,61,183,236,148,141,62,13,0,5,15,3,8,39,923,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SOSR331,0,0,0,0,0,0,0,43,0,0,3,0,0,14,3,0,0,0,0,0,0,0,5,20,12,30,73,76,76,48,178,74,6,10,4,14,7,0,17,614,90,339,192,34,18,23,41,22,9,8,5,14,9,3,55,853,0,7,0,7,24,65,73,46,5,5,16,26,11,0,14,299,0,0,0,0,18,21,67,24,9,6,4,11,6,0,9,164,0,6,8,11,0,0,0,0,0,0,0,3,0,0,3,35,0,16,94,73,74,32,40,21,15,12,10,20,6,0,26,442,0,0,0,0,0,0,11,4,6,0,0,3,3,0,3,40,62,480,198,138,148,84,147,48,5,10,18,22,3,0,59,1417,20,74,614,2072,2716,1634,1674,560,44,71,79,65,29,33,587,10269,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,20,0,0,5,0,11,11,28,11,3,0,3,0,0,0,0,78
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,9,0,8,8,0,0,6,14,5,0,6,51,0,3,0,0,4,0,0,4,3,0,5,17,12,0,4,54,0,0,0,0,0,0,3,0,0,0,0,6,4,4,0,21,0,0,0,0,0,0,3,0,0,0,5,6,6,4,0,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,3,3,4,4,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23,3,4,12,3,3,0,0,0,0,6,6,5,5,72,0,0,23,81,109,94,94,45,6,0,8,14,7,14,69,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,6,0,14
SOSR401,238,241,231,379,105,38,71,5075,0,0,7,3,4,347,617,351,52,65,29,41,3,14,35,1580,23,153,466,369,412,166,435,385,30,37,36,31,13,6,73,2637,585,6508,4927,877,277,198,329,409,91,71,90,84,34,9,541,15034,3,33,17,20,87,222,478,221,49,43,48,103,55,13,36,1430,0,0,7,34,197,260,1536,741,159,147,186,183,90,4,73,3619,22,59,168,374,279,190,281,128,41,35,40,31,30,7,64,1740,6,44,319,618,1114,659,1929,1364,421,477,468,449,248,38,92,8247,0,0,0,6,10,27,1286,1550,689,1009,1008,1000,306,29,105,7032,130,2061,626,243,167,103,253,114,20,33,10,30,21,0,111,3927,61,109,526,1493,2038,1416,1685,865,123,129,140,112,87,90,261,9114,17,41,81,63,32,46,24,18,0,0,0,4,4,0,4,327,5,0,12,24,20,170,833,1793,354,507,560,641,292,76,102,5395
SOSR412,4,4,0,0,0,3,0,51,0,0,0,0,0,0,3,3,3,0,0,15,9,0,0,37,0,7,45,24,18,10,17,11,0,0,5,5,0,0,7,141,9,129,101,24,7,0,8,11,0,5,0,0,0,0,22,317,0,0,0,0,0,3,20,16,3,0,0,0,0,0,0,46,0,0,0,0,11,0,18,5,0,0,0,0,3,0,0,46,0,0,4,0,0,7,7,0,0,0,4,0,0,0,0,19,0,0,11,18,15,15,40,22,17,6,7,0,12,3,5,178,0,0,0,0,0,0,11,7,3,14,0,0,0,0,6,39,7,260,57,37,17,0,33,10,3,0,0,0,0,0,17,438,0,0,41,116,155,123,139,74,10,13,7,8,7,14,29,741,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,15,26,4,8,8,6,0,0,0,79
SOSR413,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,20,15,10,6,20,8,0,0,3,3,0,0,6,112,23,128,101,17,0,8,4,4,0,0,0,3,0,0,27,320,0,0,0,6,0,11,13,6,0,0,0,0,0,0,0,43,0,0,0,3,17,0,12,10,0,0,11,6,0,0,4,56,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,17,14,9,9,25,12,3,9,9,14,0,0,6,123,0,0,0,3,0,0,8,11,4,26,4,5,0,0,0,58,12,225,45,31,10,9,3,3,3,0,0,0,0,0,8,352,10,3,52,140,141,83,129,69,5,6,8,7,5,0,41,703,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,29,13,4,5,3,6,0,0,72
SOSR414,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,9,0,4,7,14,0,0,0,0,0,0,0,57,3,26,7,6,0,0,4,0,0,0,0,0,0,0,3,46,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,3,13,19,24,16,3,0,4,97,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,6,115,26,14,8,0,6,4,0,0,0,3,0,0,8,186,3,5,24,43,62,60,47,49,6,0,10,7,0,9,5,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,0,0,6,0,0,35
SOSR415,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,21,19,17,12,9,11,6,0,0,0,0,0,9,112,17,140,100,21,6,5,13,13,5,0,0,0,6,0,17,346,0,3,0,0,4,4,8,8,0,0,0,9,0,0,0,43,0,0,0,0,6,7,25,11,5,3,0,3,4,0,0,61,5,0,3,9,8,0,5,0,0,0,0,0,0,0,0,22,0,3,15,5,13,7,26,14,24,42,40,20,8,0,6,219,0,0,0,0,0,0,11,7,9,6,6,19,5,0,5,67,15,275,69,18,11,6,17,6,0,3,0,3,0,0,20,439,3,13,65,163,210,133,183,96,12,10,14,11,9,0,38,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,16,3,5,0,17,4,0,0,72
SOSR421,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,5,0,0,14,3,0,0,0,0,0,0,0,35,0,9,8,0,0,0,0,3,0,0,0,0,0,0,4,29,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,4,0,6,8,0,0,0,0,18,0,76,15,3,4,3,10,0,0,0,0,0,0,0,3,125,4,4,19,56,62,33,19,10,4,0,0,0,0,0,22,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SOSR422,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,8,0,0,0,0,0,0,0,21,0,17,4,3,0,0,5,0,0,0,0,0,0,0,0,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,49,25,9,3,5,4,0,0,0,0,0,0,0,0,92,0,0,9,45,27,26,27,12,6,0,0,0,0,3,16,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR431,0,0,0,4,0,0,3,36,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,0,10,29,25,19,20,30,22,0,3,5,0,8,0,7,171,19,223,173,27,7,11,7,7,0,0,4,0,6,0,28,517,0,0,0,6,0,12,10,9,0,0,0,4,6,0,5,51,0,0,0,0,10,4,19,7,0,0,0,0,0,0,5,32,0,0,5,3,7,3,3,0,0,0,0,0,0,0,0,26,0,3,18,14,10,13,15,20,25,27,32,18,0,0,8,201,0,0,0,0,0,0,3,8,0,0,0,4,0,0,4,24,11,294,99,42,32,23,33,13,0,3,0,7,0,0,12,567,3,9,93,184,267,166,186,85,19,19,16,12,14,4,63,1152,0,0,4,7,5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,0,3,7,9,7,8,7,0,0,0,0,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SOSR501,220,192,218,293,87,48,65,6198,0,9,27,10,28,941,1168,772,128,113,120,82,31,14,79,3524,47,223,911,1024,2707,1040,3684,4670,239,218,293,436,268,111,219,16100,741,5325,4196,1070,478,389,856,1594,243,158,159,207,113,24,570,16109,8,28,23,86,305,758,1378,616,138,158,220,280,150,83,115,4341,0,3,4,116,356,459,2409,1481,231,243,204,277,73,25,132,5998,3,16,84,202,260,146,191,95,30,15,12,20,16,3,43,1143,64,206,1022,2392,6866,3196,7722,4428,1013,977,1031,942,562,73,562,31049,0,0,0,0,12,59,1019,868,318,391,597,626,234,18,65,4201,264,2641,633,466,676,390,774,394,53,70,65,98,47,16,169,6752,64,183,1664,5126,10067,8261,14481,11265,848,782,885,1032,498,458,1548,57154,39,153,533,664,654,526,364,150,41,23,25,34,16,8,93,3318,13,18,60,95,163,331,1462,2227,443,520,529,743,420,56,109,7203
