SOSR_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SOSR331,335,261,574,750,960,786,320,142,32,4151,6694,6223,13743,18862,24421,20142,5969,1092,93,97228,1283,1947,4632,5293,6988,7784,5311,1988,244,35461,105,371,1451,2118,2222,1530,229,17,0,8044,778,1034,1737,2213,3052,2707,644,100,5,12265,52,135,399,652,817,653,123,8,0,2838,1236,1636,3560,4508,5106,4109,994,77,0,21233,257,290,631,823,1171,975,265,60,0,4468,2894,1441,1859,2081,3023,2520,686,89,8,14597,3401,1078,1292,1150,1427,1355,461,60,6,10235,216,325,997,1548,2449,2480,834,82,4,8929,53,72,129,204,266,196,65,10,0,994,44,130,421,583,698,490,126,11,0,2504,64,135,339,457,670,603,272,67,0,2620,255,531,1259,1920,2243,1740,598,87,3,8636,209,379,752,1029,1368,1268,349,32,4,5381,157,477,1347,2003,2898,2425,452,25,0,9792,353,667,1854,3702,4825,3889,942,76,3,16309,527,1373,3258,4280,6013,5539,1355,113,3,22447,239,216,363,383,487,411,165,21,4,2302
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,0,7,17,24,7,12,0,0,0,74,69,169,518,272,232,210,41,3,0,1512,0,48,173,19,19,32,8,0,0,300,0,5,22,30,21,10,0,0,0,89,3,14,39,41,31,21,0,0,0,147,0,0,18,9,6,5,0,0,0,44,9,29,89,79,52,54,13,0,0,319,0,0,19,3,9,4,0,0,0,48,25,41,50,48,21,29,0,0,0,216,54,64,175,51,44,36,7,0,0,434,3,9,35,37,42,43,8,3,0,181,4,5,10,9,8,5,0,0,0,37,0,3,12,11,6,6,0,0,0,41,0,4,11,6,9,9,8,0,0,43,0,5,45,47,25,36,16,0,0,171,7,8,68,36,32,28,7,0,0,194,5,12,35,37,24,21,7,0,0,134,4,7,38,38,27,27,8,0,0,149,4,33,93,68,62,66,13,0,0,340,4,6,12,16,12,10,4,0,0,54
SOSR401,335,842,1761,1580,1349,986,339,119,37,7347,16010,29270,66658,64146,59258,45476,10540,899,81,292332,126,363,1072,1161,1217,891,351,72,17,5270,30,274,1503,1463,1204,739,136,10,0,5366,1150,2695,7941,9134,9653,7451,1645,187,9,39865,95,344,1773,2103,1966,1370,224,12,0,7886,1735,5202,13094,10850,9394,6916,1738,180,5,49123,329,935,2664,3170,3668,2755,712,94,0,14329,9205,10380,12461,9117,8485,6774,1774,219,22,58433,10775,8220,8712,5206,3731,2679,640,95,5,40060,332,1731,5502,5711,5485,5051,1262,111,4,25187,171,619,1807,2027,1446,850,212,37,0,7161,123,1233,4715,5476,4543,2777,605,90,3,19570,108,542,1636,1668,1614,1442,573,161,19,7762,338,3207,11273,11667,8470,5609,2166,288,22,43046,486,2271,5686,4837,4822,4004,1085,97,6,23294,261,2382,8829,11362,10708,7821,1339,59,0,42771,1132,3940,11354,12865,12154,9670,2543,180,8,53842,1203,8332,26149,24070,21486,18343,4348,318,10,104256,1098,1456,2263,1629,1302,923,339,57,6,9075
SOSR412,24,50,104,103,86,72,27,11,0,490,1590,2091,4589,4550,4960,3714,741,64,9,22293,49,118,266,252,270,210,75,15,9,1257,11,57,280,270,270,164,23,5,0,1082,184,370,879,882,1080,897,136,6,0,4431,11,22,120,111,129,106,19,0,0,521,196,429,1035,829,784,566,162,13,0,4017,37,90,185,207,249,203,49,4,0,1037,918,708,997,778,814,696,168,14,0,5095,1080,471,530,336,314,240,46,8,0,3020,36,83,278,319,432,444,141,14,0,1759,15,32,81,74,68,53,15,0,0,341,11,72,161,241,221,107,12,5,0,830,9,35,111,105,107,102,34,9,0,507,19,130,398,424,417,258,90,7,4,1743,33,136,313,316,378,332,92,12,0,1611,15,179,598,752,808,521,95,5,0,2973,87,288,908,993,1053,682,168,16,0,4192,127,604,1549,1477,1651,1462,296,9,0,7185,51,58,113,93,83,55,15,4,0,467
SOSR413,25,38,82,86,86,62,37,16,5,436,1268,1544,3431,3543,4166,3536,878,96,7,18467,64,127,344,306,287,261,134,39,5,1574,5,42,188,186,165,131,21,0,0,734,129,219,486,499,626,499,98,11,0,2569,7,22,107,85,116,96,33,0,0,474,154,278,634,569,600,521,150,22,0,2927,21,23,107,149,166,136,49,4,0,652,734,496,761,634,704,627,163,10,0,4132,894,460,476,353,342,292,76,6,0,2890,12,69,185,222,302,365,131,20,0,1315,16,26,55,71,60,42,18,0,0,290,14,35,108,147,164,131,36,14,0,656,4,32,73,68,90,91,46,3,0,409,16,86,277,427,467,301,142,29,0,1747,34,103,272,250,311,334,98,4,0,1404,13,111,407,514,699,520,108,8,0,2384,43,188,616,714,867,684,217,28,0,3362,98,458,1248,1199,1484,1535,337,23,0,6388,57,62,87,106,95,90,35,5,0,526
SOSR414,16,13,25,39,36,39,10,9,0,183,423,527,1236,1339,1453,1256,311,45,6,6582,21,58,147,132,152,122,74,24,0,735,0,19,71,46,55,41,0,0,0,233,59,138,349,372,347,250,68,11,0,1581,0,13,31,42,32,37,13,0,0,161,34,124,277,229,214,184,61,7,0,1130,12,18,56,47,82,66,18,6,0,312,233,176,249,233,277,207,67,6,0,1462,277,129,166,166,133,89,23,3,0,993,15,20,66,72,120,119,30,8,0,441,10,6,10,28,16,18,0,0,0,84,0,12,56,54,54,38,11,4,0,223,0,9,34,29,34,34,9,3,0,152,7,39,93,115,120,100,47,9,0,531,14,41,119,91,132,134,37,5,0,570,4,15,112,156,175,141,28,0,0,637,19,54,216,259,199,209,53,3,0,1001,25,119,306,385,461,515,123,5,0,1947,12,19,25,27,19,23,14,0,0,139
SOSR415,55,44,115,125,136,117,44,27,0,673,1527,1886,4601,4911,5477,4605,1205,150,8,24370,95,252,587,518,570,602,431,155,18,3222,13,106,491,487,364,251,34,4,0,1754,221,438,914,1096,1146,935,205,20,0,4975,8,41,155,149,167,125,28,3,0,676,207,474,1056,951,867,753,206,21,0,4528,45,95,206,245,306,287,73,9,0,1264,870,591,896,815,870,805,226,18,0,5082,881,432,612,482,513,491,134,20,0,3559,33,99,315,356,446,535,190,24,0,1998,6,19,76,60,64,61,11,0,0,299,9,29,136,181,209,121,26,3,0,720,9,41,79,97,120,114,36,4,0,510,31,98,310,362,382,304,151,21,0,1652,31,138,319,366,452,462,117,12,3,1885,38,101,485,593,719,592,104,9,0,2631,79,244,876,984,992,767,225,10,0,4188,117,463,1323,1306,1642,1673,392,24,0,6935,58,39,91,81,92,81,20,0,0,460
SOSR421,14,14,41,31,41,46,19,10,0,216,409,472,1171,1247,1489,1494,393,36,8,6724,55,97,274,228,238,275,203,59,3,1437,3,17,55,72,75,52,7,0,0,283,48,83,177,186,241,211,57,4,0,1010,0,4,33,37,41,40,3,0,0,170,57,126,282,268,275,241,59,4,0,1317,12,20,71,79,89,112,32,0,0,416,225,121,174,193,257,249,81,4,0,1308,205,130,117,110,140,140,42,7,0,898,8,26,81,101,144,209,69,4,3,651,3,3,13,18,11,10,5,0,0,66,0,8,34,37,43,29,4,0,0,159,3,6,14,21,27,19,14,5,0,103,8,24,79,76,95,87,33,3,0,408,15,28,97,97,130,138,38,6,0,540,4,22,116,195,222,199,35,3,0,798,25,85,244,295,275,242,86,4,0,1264,32,91,297,308,433,529,118,3,0,1817,16,20,24,24,21,18,9,0,0,142
SOSR422,9,7,12,16,23,26,10,6,0,109,167,223,572,621,801,870,213,28,3,3491,22,55,147,148,143,168,99,24,3,808,4,3,23,36,42,47,11,0,0,174,26,42,82,93,132,158,29,0,0,559,0,5,22,18,34,33,6,0,0,111,33,52,134,104,151,161,32,3,0,679,5,10,24,28,32,46,13,0,0,153,76,60,100,94,116,111,41,0,0,601,106,47,86,71,97,106,29,9,0,547,4,16,38,51,84,99,43,10,0,354,0,3,5,3,4,6,5,0,0,26,0,4,11,24,23,29,6,0,0,103,0,0,3,16,16,15,6,0,0,54,0,9,38,44,35,41,20,3,0,195,11,19,25,51,84,78,29,10,0,306,0,11,58,77,87,105,20,4,0,365,12,40,131,133,152,161,48,0,0,679,19,41,156,149,226,297,63,4,0,948,3,12,17,19,29,16,10,3,0,108
SOSR431,84,62,124,173,223,227,124,43,4,1062,2108,2142,4429,6222,8070,7427,2397,413,44,33245,562,866,2011,2772,3543,4008,2645,811,88,17310,19,71,290,321,312,243,35,5,0,1307,318,377,724,989,1381,1203,367,42,3,5413,13,38,116,170,230,199,40,5,0,817,321,530,928,1141,1300,1294,317,20,4,5857,81,110,219,296,408,361,114,21,0,1606,982,529,631,712,999,881,247,25,0,5011,1044,417,414,364,490,550,155,18,0,3455,46,116,282,425,747,820,248,34,3,2725,17,24,43,82,63,64,27,4,0,312,14,37,113,226,271,148,41,6,0,853,11,23,73,102,148,153,65,12,0,595,54,150,403,606,633,565,225,36,0,2671,55,110,275,319,526,512,153,19,0,1975,53,143,436,705,964,788,139,6,0,3237,109,283,717,1180,1444,1214,380,35,0,5370,146,482,1079,1336,1999,2148,471,28,0,7680,74,74,103,135,157,178,67,18,0,809
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,6,0,0,0,7,0,0,0,11,18,31,97,63,45,47,14,0,0,311,0,4,15,4,9,3,0,0,0,30,0,0,8,5,4,4,0,0,0,19,0,6,7,11,5,3,0,0,0,37,0,0,3,0,3,0,0,0,0,11,3,4,13,17,14,8,8,0,0,69,0,0,0,4,0,0,0,0,0,8,4,3,21,7,3,8,0,0,0,54,18,6,14,4,13,5,0,0,0,62,0,5,10,16,12,12,3,0,0,51,0,0,5,3,0,0,0,0,0,4,0,0,7,0,4,4,0,0,0,11,0,0,3,0,0,0,0,0,0,12,0,0,12,19,3,7,3,0,0,46,9,4,16,10,13,11,3,0,0,62,0,4,9,9,9,6,0,0,0,36,0,0,8,11,7,8,0,0,0,28,0,7,35,16,13,18,5,0,0,99,0,0,4,0,0,0,0,0,0,7
SOSR501,886,1719,4248,4173,3418,2220,682,180,39,17565,28619,47486,111712,111734,101583,72375,17809,1540,99,492968,232,442,1208,1229,1249,1043,519,155,10,6094,420,3435,17231,19762,15674,8838,1542,99,5,67009,2049,3899,10514,12649,12598,9498,2254,252,10,53721,150,512,2403,3179,2772,1934,371,18,0,11339,3060,7679,22444,22471,18021,12915,3034,240,13,89882,681,1805,5360,6365,6126,4395,1124,135,11,25998,14302,16543,18641,14556,13363,10584,3127,328,24,91461,19645,12887,13581,8944,6065,4208,1123,106,9,66560,865,3047,9689,10749,10136,8885,2655,235,9,46273,421,901,2166,2164,1702,1118,311,55,0,8833,162,1283,5796,7273,6133,3640,995,157,12,25457,225,985,3065,3420,3358,2613,1224,274,27,15190,657,5699,20050,23034,17064,10355,3684,510,30,81083,903,3024,7659,7312,6396,5073,1552,173,10,32112,535,3302,12700,15195,14920,11603,2646,228,10,61143,2293,5695,16926,20578,22556,17448,4775,389,15,90677,2100,11949,35037,33905,30987,24671,6689,505,15,145863,2300,2818,4195,3406,2590,1865,725,122,8,18023
SOSR511,33,51,99,119,74,64,28,6,0,469,1292,1357,3234,3767,3893,2777,611,46,3,16983,24,49,109,75,92,90,50,17,0,509,24,162,576,738,684,446,63,0,0,2696,142,287,674,836,742,477,87,3,0,3249,11,42,131,162,174,164,21,5,0,706,155,377,834,865,751,642,158,11,0,3792,24,51,112,139,163,101,25,3,0,618,597,398,696,661,628,506,100,15,0,3595,913,279,367,321,259,145,37,8,0,2334,23,77,201,253,343,363,113,12,0,1389,33,29,58,41,31,18,15,0,0,221,4,20,91,102,125,78,26,6,0,448,16,27,87,85,101,82,29,9,3,433,21,61,249,311,262,193,101,11,0,1194,23,59,159,205,215,178,55,3,0,906,26,89,292,382,459,362,81,6,0,1709,53,96,436,680,886,653,165,5,0,2964,127,394,1031,1202,1206,987,230,6,0,5189,60,39,81,54,47,41,11,0,0,337
SOSR512,63,73,130,176,181,126,46,15,5,805,2046,2153,4978,5656,6236,4774,1209,108,11,27169,59,100,218,236,248,273,177,40,18,1371,129,464,1531,1549,1401,894,134,4,0,6105,141,217,531,542,467,384,108,5,0,2412,10,34,92,151,143,145,25,0,0,604,264,494,1121,1022,935,844,214,16,0,4909,36,108,260,280,307,209,58,10,0,1275,1110,687,962,924,1011,890,255,30,0,5879,1329,523,758,714,566,439,140,18,0,4489,52,115,354,441,696,708,261,19,0,2648,31,36,65,61,46,46,13,0,0,297,6,45,114,144,166,119,29,0,0,629,23,77,161,130,181,137,54,14,0,776,59,123,425,450,469,362,143,17,0,2063,50,118,302,334,388,342,78,7,0,1615,47,114,479,691,846,678,169,10,0,3032,78,228,784,1096,1401,1074,251,31,0,4934,164,528,1493,1718,1896,1677,410,25,0,7905,73,45,97,98,107,87,24,9,0,541
SOSR513,38,59,139,154,97,59,22,4,0,579,904,1104,4020,4016,3085,1981,435,37,3,15573,29,44,151,115,114,98,54,11,4,625,51,261,1283,1572,961,519,58,0,0,4707,58,78,282,252,213,114,21,7,0,1016,19,29,116,160,136,97,11,0,0,562,124,245,826,741,577,418,108,0,0,3047,40,51,181,194,158,119,17,0,0,770,461,250,513,480,437,328,72,10,5,2560,467,217,536,363,265,198,65,5,0,2115,57,117,532,585,549,415,97,4,0,2366,11,22,39,35,33,28,6,0,0,171,9,15,70,91,51,38,9,0,0,277,14,48,138,127,123,76,20,4,0,556,24,51,233,258,170,129,30,0,0,898,40,79,273,287,243,167,45,5,0,1131,40,91,475,572,530,330,77,0,0,2118,38,146,695,865,736,421,97,5,0,2997,104,260,980,978,779,658,148,6,0,3918,41,21,70,84,70,49,14,0,0,345
SOSR514,15,16,33,67,51,25,13,6,0,224,390,368,1099,1576,1445,1001,269,26,0,6175,3,22,85,58,71,44,30,12,0,320,11,56,201,285,290,159,33,0,0,1044,51,67,227,259,195,110,23,3,0,932,5,23,46,76,76,53,12,0,0,294,69,83,242,327,262,195,39,6,0,1212,3,12,42,39,69,37,15,0,0,223,197,125,171,250,252,216,61,4,0,1282,288,140,325,293,199,136,54,0,0,1440,4,20,48,54,76,107,47,3,0,351,0,0,8,11,15,9,8,0,0,51,0,8,25,46,41,28,9,0,0,158,0,10,22,33,56,37,24,0,0,176,4,18,86,131,121,81,28,3,0,469,19,19,78,128,124,75,23,3,0,470,10,35,86,146,137,139,28,4,0,579,17,28,157,284,295,208,54,6,0,1038,35,47,251,337,327,294,84,8,0,1382,21,9,34,33,29,12,10,3,0,154
SOSR515,51,53,142,104,151,112,39,17,0,672,1111,1411,4045,4220,4139,3379,876,98,7,19294,97,178,458,370,319,318,211,72,6,2031,69,272,1232,1541,1290,829,116,3,0,5349,123,206,505,502,481,381,93,12,0,2315,17,26,115,124,137,126,24,0,0,581,185,287,753,666,656,575,190,14,0,3317,51,80,185,178,174,168,41,11,0,883,580,332,614,617,634,561,174,22,0,3530,548,252,455,407,379,345,96,20,0,2496,55,124,303,318,414,426,174,17,3,1825,14,18,42,38,18,19,10,0,0,152,5,31,83,85,83,59,12,0,0,361,12,31,90,95,90,82,42,9,0,449,13,83,252,271,231,176,67,9,0,1107,45,91,283,295,307,248,72,13,0,1356,49,160,541,628,686,601,156,7,0,2822,42,201,702,857,916,724,182,15,0,3643,98,282,1000,926,1040,1012,299,28,0,4683,27,32,81,95,64,69,26,9,0,411
SOSR521,19,22,47,61,58,60,26,9,0,301,349,428,1295,1422,1605,1456,392,54,3,7011,48,97,253,161,166,170,158,49,4,1102,20,99,403,468,413,335,48,3,0,1786,59,74,165,203,191,139,33,0,0,862,5,9,25,31,52,46,13,0,0,183,53,97,211,232,250,276,74,0,0,1197,14,48,84,70,93,62,22,5,0,387,139,105,183,156,216,225,68,11,0,1099,185,74,185,143,159,175,66,15,0,1008,6,25,67,111,137,230,93,14,0,690,3,0,9,14,12,12,0,0,0,53,0,8,16,25,32,22,5,4,0,100,4,8,24,23,26,33,11,0,0,131,7,18,55,65,77,76,27,0,0,329,16,27,58,83,126,112,33,3,0,466,19,56,207,230,334,305,76,6,0,1231,24,57,262,320,323,295,74,4,0,1364,38,72,250,321,366,408,90,8,0,1546,10,15,30,23,38,32,10,0,0,153
SOSR522,7,7,28,24,22,22,15,5,0,131,164,284,674,696,753,776,225,32,0,3609,40,52,169,149,127,161,81,27,4,807,7,42,138,133,145,113,34,0,0,607,16,26,56,63,79,47,16,0,0,311,0,4,10,22,26,25,5,0,0,93,28,31,85,113,91,122,34,0,0,510,8,20,57,40,33,45,10,0,0,214,51,53,83,83,108,102,35,3,0,521,58,75,117,93,83,107,38,5,0,584,10,22,62,55,93,117,58,11,0,420,0,0,4,10,5,6,4,0,0,29,0,5,8,17,11,9,0,0,0,47,3,0,4,3,9,11,6,0,0,40,7,4,26,27,20,32,23,5,0,138,8,19,53,39,59,50,18,0,0,245,9,46,125,136,204,191,49,4,0,756,13,58,177,176,200,204,65,4,0,893,20,39,127,146,163,185,48,0,0,732,14,6,20,19,33,24,13,0,0,127
SOSR531,83,82,160,240,325,290,133,50,0,1368,2027,2139,4769,6690,8680,7890,2551,433,27,35194,460,823,2106,2713,3413,3719,2454,848,115,16645,118,572,1776,2092,2156,1494,238,13,0,8460,257,258,484,694,957,895,287,50,5,3897,12,27,79,164,202,211,56,5,0,755,329,516,1059,1441,1645,1564,416,34,3,7014,116,140,273,329,418,414,128,18,0,1833,825,505,498,585,960,900,280,33,0,4603,1008,365,578,487,614,627,258,36,6,3971,50,90,311,462,827,882,374,42,0,3038,11,14,40,58,62,58,23,0,0,272,12,38,118,172,196,164,43,9,0,744,27,40,107,144,199,217,99,15,0,858,46,153,378,586,662,608,262,41,0,2736,65,131,290,337,495,434,154,23,0,1921,83,306,542,672,1075,1023,224,24,0,3944,110,234,670,1248,1668,1499,385,15,0,5830,119,325,808,1143,1642,1661,457,44,0,6196,97,106,169,166,208,194,79,16,0,1032
SOSR579,0,0,0,0,0,0,0,0,0,5,0,5,8,9,5,0,0,0,0,29,3,4,12,9,3,0,0,0,0,41,0,0,9,34,19,12,0,0,0,74,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,5,0,0,13,16,8,0,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,5,10,12,13,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,14,6,4,7,0,0,0,30,33,84,234,138,91,102,18,0,0,715,0,16,43,9,8,14,0,0,0,101,0,14,56,41,48,30,0,0,0,188,3,0,27,18,7,7,0,0,0,67,0,0,6,0,5,0,0,0,0,12,4,7,47,43,39,16,3,0,0,168,0,5,6,3,7,0,0,0,0,22,3,17,28,10,9,10,6,0,0,88,22,42,91,23,27,25,0,0,0,231,6,13,21,15,14,15,0,0,0,88,0,6,8,0,0,0,0,0,0,17,0,0,6,7,5,0,0,0,0,16,0,0,0,0,3,5,0,0,0,9,0,9,28,38,9,7,0,0,0,92,0,14,26,19,3,7,3,0,0,62,5,3,17,23,14,14,5,0,0,66,0,7,15,13,11,10,3,0,0,69,4,16,38,38,25,31,3,0,0,157,3,3,9,3,0,3,0,0,0,25
SOSR603,46,88,309,149,152,123,40,20,6,925,2250,4201,12470,9969,9285,7211,1773,162,14,47332,30,115,548,308,263,170,68,21,0,1519,0,17,52,50,55,35,12,0,0,212,207,377,1180,956,886,719,177,19,0,4517,5,82,506,608,514,286,51,6,0,2055,307,815,1976,1487,1152,960,253,30,0,6991,31,105,389,330,348,247,85,14,0,1551,1094,1480,2621,1435,1128,954,310,37,0,9060,1413,1270,2945,1143,651,399,156,20,0,7994,39,170,900,620,573,625,179,16,0,3123,35,94,337,323,262,195,54,0,0,1303,19,100,582,607,494,292,81,13,0,2193,12,91,258,194,244,174,98,30,0,1104,64,374,1747,1562,1256,872,359,48,0,6274,64,216,759,551,518,443,134,13,0,2704,70,407,1907,2446,2722,1782,332,20,0,9690,197,561,2228,2339,2431,1854,493,24,0,10136,133,1261,4756,3440,3185,2915,683,53,5,16439,241,234,520,394,373,295,129,14,4,2217
