SAL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SAL13576,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13577,..,0,0,0,6,5,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,5,0,0,21,..,0,0,0,0,3,4,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13578,..,0,4,0,14,16,7,5,0,42,..,0,0,4,6,3,0,0,0,21,..,0,0,0,0,0,0,0,0,7,19,..,..,..,..,..,..,..,..,19,..,8,..,..,..,..,..,..,..,8,..,11,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,7,0,0,12,..,0,0,0,0,10,8,5,0,15,0,0,0,0,0,0,0,0,0,5,19,23,7,6,30,29,23,14,0,144,..,0,0,7,18,10,9,6,0,43,..,0,0,3,6,0,0,3,0,25,..,0,0,3,6,0,0,0,0,14,24,..,..,..,..,..,..,..,..,24,..,16,..,..,..,..,..,..,..,16,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3
SAL13579,..,0,14,30,37,55,61,36,4,221,..,0,18,15,24,11,8,0,0,78,..,0,5,0,3,6,3,0,0,11,109,..,..,..,..,..,..,..,..,109,..,17,..,..,..,..,..,..,..,17,..,16,8,3,0,3,0,0,0,36,..,9,0,0,0,3,0,4,0,19,..,0,0,3,0,0,0,0,0,7,..,4,0,3,0,3,8,0,0,11,..,0,4,4,14,13,18,10,3,70,6,0,0,0,5,0,4,0,0,19,115,48,44,57,85,93,97,53,6,598,..,0,16,33,29,61,58,26,0,226,..,6,13,13,20,13,11,0,0,78,..,0,8,17,4,3,3,5,0,49,98,..,..,..,..,..,..,..,..,98,..,16,..,..,..,..,..,..,..,16,..,13,6,4,0,0,0,0,0,27,..,3,3,0,0,0,4,4,0,13,..,3,3,6,0,0,0,0,0,8
SAL13580,..,0,4,13,16,25,20,12,5,99,..,0,8,6,4,0,0,3,0,25,..,0,0,0,3,3,0,0,0,6,60,..,..,..,..,..,..,..,..,60,..,7,..,..,..,..,..,..,..,7,..,14,10,5,5,0,0,0,0,24,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,5,0,0,0,12,..,5,0,5,0,6,9,7,0,30,3,7,0,0,0,0,0,0,0,4,61,35,24,32,33,37,25,21,6,281,..,0,12,11,17,26,24,6,3,101,..,0,5,10,4,0,0,0,0,26,..,0,7,3,6,5,3,0,0,26,58,..,..,..,..,..,..,..,..,58,..,13,..,..,..,..,..,..,..,13,..,7,5,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,5,12,..,0,0,0,0,0,0,0,0,5
SAL13581,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13582,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13583,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13584,..,0,0,0,7,4,9,0,0,18,..,0,0,0,0,5,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,3,9,0,0,39,..,0,0,0,4,3,7,0,0,22,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13585,..,0,0,4,0,4,5,4,0,15,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,6,4,8,0,0,18,0,0,0,0,0,0,0,0,0,4,8,4,0,0,5,9,14,10,0,54,..,0,0,0,0,0,9,0,0,16,..,0,0,0,3,3,5,0,0,6,..,0,0,0,0,0,0,0,0,4,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13586,..,0,14,31,35,71,90,72,8,336,..,3,15,7,21,11,7,0,0,63,..,0,0,4,4,3,0,0,0,20,93,..,..,..,..,..,..,..,..,93,..,36,..,..,..,..,..,..,..,36,..,22,11,7,0,0,0,0,0,42,..,0,4,0,0,0,3,0,0,13,..,4,0,0,4,0,0,0,0,8,..,6,6,3,3,3,3,5,0,30,..,0,5,3,9,25,31,13,6,95,0,3,0,0,7,0,6,0,0,13,93,64,55,60,83,126,144,100,16,743,..,0,12,33,56,87,97,47,0,333,..,4,19,13,11,12,9,0,0,68,..,0,9,4,14,4,0,0,0,39,103,..,..,..,..,..,..,..,..,103,..,19,..,..,..,..,..,..,..,19,..,14,8,4,0,0,0,0,0,26,..,0,0,0,0,4,4,0,5,11,..,0,0,0,0,0,0,0,0,5
SAL13587,..,0,11,26,61,57,47,20,6,227,..,0,4,11,6,6,3,3,0,37,..,0,0,0,0,3,0,0,3,9,75,..,..,..,..,..,..,..,..,75,..,22,..,..,..,..,..,..,..,22,..,24,17,5,3,0,0,0,0,49,..,6,4,6,4,0,0,0,0,20,..,0,4,0,0,4,0,0,0,12,..,0,3,0,0,0,0,4,0,11,..,0,0,0,7,7,10,4,4,33,0,0,3,0,3,0,0,0,0,10,75,64,50,50,85,78,63,36,14,503,..,4,11,39,57,61,43,17,5,228,..,3,5,7,9,10,5,0,0,37,..,0,3,0,12,0,0,0,0,21,79,..,..,..,..,..,..,..,..,79,..,35,..,..,..,..,..,..,..,35,..,28,9,3,3,3,0,0,0,48,..,4,0,0,0,0,3,7,6,18,..,3,4,0,0,7,4,0,0,14
SAL13588,..,0,3,10,10,12,12,0,0,51,..,0,8,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,4,27,..,..,..,..,..,..,..,..,27,..,5,..,..,..,..,..,..,..,5,..,9,6,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,5,0,4,0,14,0,0,0,0,0,0,0,0,0,8,27,13,15,15,13,24,15,5,0,130,..,0,8,13,11,14,7,0,0,50,..,3,6,4,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,5,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13589,..,0,26,28,20,36,22,9,4,137,..,7,25,15,11,8,5,0,0,74,..,0,4,0,8,3,0,0,0,13,66,..,..,..,..,..,..,..,..,66,..,13,..,..,..,..,..,..,..,13,..,15,4,3,0,0,0,0,0,26,..,13,5,0,0,3,0,0,0,25,..,0,4,0,5,0,0,0,0,4,..,16,16,5,9,0,5,0,0,54,..,11,28,21,38,56,28,9,3,199,4,4,0,0,3,0,0,0,0,15,73,73,122,78,82,101,62,21,8,624,..,0,30,28,22,26,19,10,0,132,..,12,27,13,11,16,0,0,0,88,..,3,14,6,17,7,6,3,6,58,75,..,..,..,..,..,..,..,..,75,..,17,..,..,..,..,..,..,..,17,..,9,0,0,0,5,0,0,0,14,..,4,0,0,0,9,0,0,0,15,..,6,3,0,0,0,0,0,0,13
SAL13590,..,0,4,3,11,8,12,9,0,46,..,0,0,0,0,4,4,0,0,5,..,0,0,0,0,0,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,4,..,..,..,..,..,..,..,4,..,4,3,0,0,0,0,0,0,9,..,3,0,0,0,5,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,6,0,0,15,0,0,0,0,0,0,0,0,0,0,16,8,7,5,14,23,22,11,4,97,..,0,3,4,10,11,12,4,0,47,..,0,0,0,0,3,5,0,0,5,..,0,0,0,3,0,0,0,0,8,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
SAL13591,..,0,7,0,3,12,15,3,0,38,..,0,0,3,3,0,5,0,0,18,..,0,5,0,0,0,0,0,0,5,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,3,7,5,0,0,0,0,0,16,..,0,4,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,6,0,6,..,0,0,0,0,8,9,3,0,19,0,0,0,0,0,0,0,0,0,6,26,17,25,10,10,20,31,9,0,142,..,0,3,0,9,15,13,0,0,38,..,0,4,0,0,0,5,0,0,15,..,0,6,0,3,0,0,0,0,15,21,..,..,..,..,..,..,..,..,21,..,8,..,..,..,..,..,..,..,8,..,0,5,0,0,0,0,0,0,8,..,0,5,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0
SAL13592,..,0,0,0,0,0,0,4,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,4,0,18,..,0,0,0,0,0,0,4,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13593,..,0,14,20,31,34,34,38,5,175,..,17,35,25,13,12,0,0,0,102,..,0,3,5,5,10,0,0,0,25,126,..,..,..,..,..,..,..,..,126,..,24,..,..,..,..,..,..,..,24,..,33,12,10,8,0,0,0,0,68,..,4,6,3,0,7,0,0,0,18,..,6,4,0,0,0,0,0,0,13,..,14,12,0,8,3,6,0,0,49,..,6,9,11,14,26,17,5,4,95,8,4,3,4,0,6,0,0,0,23,137,113,97,77,85,88,61,48,4,712,..,0,15,26,27,44,43,28,0,185,..,19,49,16,8,11,0,0,0,102,..,3,18,23,26,11,8,3,0,103,140,..,..,..,..,..,..,..,..,140,..,25,..,..,..,..,..,..,..,25,..,20,6,6,0,0,0,0,0,30,..,4,0,0,3,0,6,3,0,13,..,4,5,0,3,0,0,0,0,6
SAL13594,..,0,30,50,41,54,57,53,18,288,..,0,19,8,4,4,6,0,0,38,..,0,0,0,5,3,0,3,0,4,109,..,..,..,..,..,..,..,..,109,..,29,..,..,..,..,..,..,..,29,..,30,10,4,3,3,0,0,0,46,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,4,0,0,0,3,..,0,0,0,7,10,10,13,8,47,0,0,3,4,0,0,4,0,0,5,109,61,63,62,58,73,88,61,22,599,..,0,37,42,53,46,63,41,4,292,..,6,12,7,8,9,8,0,0,46,..,0,4,4,8,0,0,6,8,25,121,..,..,..,..,..,..,..,..,121,..,21,..,..,..,..,..,..,..,21,..,20,8,4,0,4,0,0,0,30,..,0,0,0,0,4,0,3,3,8,..,0,0,0,0,0,0,0,0,6
SAL13595,..,0,38,187,261,217,119,78,29,934,..,3,40,60,26,24,11,4,0,172,..,0,0,4,11,6,4,7,3,36,514,..,..,..,..,..,..,..,..,514,..,199,..,..,..,..,..,..,..,199,..,86,67,13,17,3,0,0,0,185,..,10,6,0,3,5,0,0,5,30,..,5,9,0,0,0,0,0,0,18,..,0,41,12,5,3,7,3,0,78,..,0,17,22,43,61,69,57,14,283,12,0,10,4,6,0,0,3,0,32,527,310,219,305,364,331,217,156,54,2481,..,3,64,223,291,191,108,63,11,944,..,3,55,46,43,14,9,6,0,169,..,3,20,41,67,43,13,15,4,204,510,..,..,..,..,..,..,..,..,510,..,223,..,..,..,..,..,..,..,223,..,56,49,5,10,6,0,0,0,122,..,5,5,4,0,8,24,15,10,72,..,6,18,3,0,0,0,0,0,31
SAL13596,..,0,0,9,10,13,18,13,0,74,..,0,3,0,0,0,4,0,0,12,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,3,..,..,..,..,..,..,..,3,..,7,0,0,0,0,0,0,0,8,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,..,0,0,0,3,10,5,0,0,22,0,0,0,0,0,3,0,0,0,7,13,12,9,14,17,33,32,13,0,143,..,0,7,10,10,21,27,11,0,78,..,0,4,6,0,0,0,0,0,12,..,0,4,0,3,3,0,0,0,11,17,..,..,..,..,..,..,..,..,17,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0
SAL13597,..,0,7,26,32,16,12,0,0,100,..,3,14,19,16,8,0,0,0,64,..,0,0,4,7,0,3,0,0,15,83,..,..,..,..,..,..,..,..,83,..,13,..,..,..,..,..,..,..,13,..,5,7,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,4,..,4,0,4,0,0,0,0,0,3,..,0,11,7,0,6,3,0,0,27,..,0,4,0,7,8,8,0,0,34,0,0,0,0,0,9,0,0,0,10,83,27,41,57,64,43,32,6,0,368,..,0,4,30,36,19,11,0,0,99,..,5,15,26,11,12,3,0,0,66,..,0,6,8,13,9,4,0,0,38,86,..,..,..,..,..,..,..,..,86,..,16,..,..,..,..,..,..,..,16,..,16,0,4,0,0,0,0,0,17,..,0,0,0,0,0,3,0,0,8,..,6,3,0,8,0,0,0,0,12
SAL13598,..,5,50,108,118,154,170,126,30,762,..,46,76,51,37,24,20,9,3,260,..,3,7,22,16,10,3,4,0,77,596,..,..,..,..,..,..,..,..,596,..,101,..,..,..,..,..,..,..,101,..,142,56,33,19,16,0,0,0,268,..,24,9,5,6,12,14,0,0,83,..,13,8,6,14,6,0,0,0,50,..,10,14,3,16,20,13,6,4,87,..,9,27,35,52,78,74,38,21,340,7,13,7,13,8,4,3,4,0,56,602,374,261,266,296,322,305,190,59,2679,..,6,78,117,124,165,168,94,23,783,..,54,81,39,30,24,17,0,0,262,..,21,103,94,87,47,20,15,16,404,573,..,..,..,..,..,..,..,..,573,..,64,..,..,..,..,..,..,..,64,..,72,28,12,14,11,3,0,0,136,..,17,3,0,6,25,18,14,5,99,..,21,9,0,9,0,0,0,0,32
SAL13599,..,6,138,195,189,162,126,71,11,902,..,0,9,9,9,8,3,0,0,36,..,0,0,4,3,7,4,5,4,30,600,..,..,..,..,..,..,..,..,600,..,165,..,..,..,..,..,..,..,165,..,167,126,47,26,10,0,0,0,375,..,30,25,7,13,6,11,3,0,98,..,7,15,10,7,4,0,0,0,43,..,11,32,13,10,4,3,0,0,82,..,3,15,22,37,56,45,24,9,215,5,3,5,4,0,0,0,0,0,30,609,403,372,315,291,253,212,107,27,2579,..,20,197,224,180,154,94,45,0,907,..,3,4,10,3,6,0,0,0,38,..,0,28,48,49,37,23,10,11,208,647,..,..,..,..,..,..,..,..,647,..,200,..,..,..,..,..,..,..,200,..,98,93,19,24,5,0,0,0,243,..,8,6,0,7,9,11,9,7,64,..,6,6,7,0,0,0,0,0,14
SAL13600,..,0,7,16,23,29,26,9,0,119,..,7,7,5,3,4,7,0,0,34,..,0,0,0,9,0,0,0,0,8,66,..,..,..,..,..,..,..,..,66,..,11,..,..,..,..,..,..,..,11,..,21,7,7,5,0,0,0,0,36,..,3,0,0,0,4,0,6,0,8,..,3,5,0,0,0,0,0,0,6,..,4,0,0,0,0,0,3,0,7,..,0,5,4,3,8,13,4,0,42,0,0,6,0,0,0,5,0,0,10,66,41,33,37,43,50,52,20,0,345,..,0,10,17,29,30,24,8,0,119,..,9,15,3,7,4,3,0,0,41,..,0,3,11,4,3,3,3,0,26,67,..,..,..,..,..,..,..,..,67,..,14,..,..,..,..,..,..,..,14,..,7,0,0,0,0,0,0,0,7,..,4,0,0,0,0,0,5,0,10,..,0,4,0,0,0,0,0,0,0
SAL13601,..,0,5,14,14,11,19,3,0,56,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,26,..,..,..,..,..,..,..,..,26,..,9,..,..,..,..,..,..,..,9,..,11,0,9,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,5,9,5,8,3,31,0,0,0,0,0,0,0,0,0,0,26,18,10,19,19,21,34,6,4,166,..,0,4,8,17,14,15,4,3,66,..,0,3,0,3,7,0,0,0,13,..,0,0,0,4,4,0,0,0,18,37,..,..,..,..,..,..,..,..,37,..,8,..,..,..,..,..,..,..,8,..,4,4,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13602,..,0,5,9,8,14,4,5,0,44,..,0,7,4,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,30,..,..,..,..,..,..,..,..,30,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,5,3,0,4,0,0,0,10,..,5,4,4,5,9,4,7,0,40,0,0,0,0,0,0,0,0,0,6,30,17,22,21,17,44,15,7,0,168,..,0,0,4,7,10,0,3,0,43,..,0,0,0,3,0,0,0,0,10,..,3,4,0,0,0,0,0,0,13,24,..,..,..,..,..,..,..,..,24,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
SAL13603,..,0,94,222,220,197,138,84,22,981,..,11,42,21,19,13,4,5,0,117,..,0,0,8,12,16,7,4,0,45,472,..,..,..,..,..,..,..,..,472,..,151,..,..,..,..,..,..,..,151,..,87,88,34,28,12,0,0,0,245,..,13,17,11,4,9,15,8,9,76,..,8,31,7,12,17,7,0,0,77,..,8,36,8,9,14,7,4,0,87,..,7,15,17,31,34,27,13,6,149,0,3,0,0,6,5,3,0,0,22,478,285,330,327,333,310,206,114,37,2422,..,6,136,255,225,182,117,54,9,983,..,20,46,23,8,7,3,0,0,117,..,4,17,46,63,39,17,8,6,203,403,..,..,..,..,..,..,..,..,403,..,165,..,..,..,..,..,..,..,165,..,70,64,18,9,5,7,0,0,167,..,18,13,0,3,15,23,24,10,101,..,0,7,8,3,0,3,0,0,33
