SAL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SAL51354,3,0,7,8,7,8,0,0,0,32,94,87,186,221,244,140,18,3,0,991,0,0,0,3,3,0,0,0,0,5,0,11,50,46,48,36,0,0,0,191,8,10,25,46,42,24,0,0,0,160,0,0,7,5,16,5,0,0,0,38,15,25,44,65,59,48,4,0,0,267,0,5,3,9,9,5,0,0,0,33,48,38,29,20,26,13,0,0,0,181,65,18,8,10,9,5,0,0,0,111,3,3,9,17,16,7,0,0,0,48,0,6,4,0,0,0,0,0,0,12,0,0,9,12,8,7,0,0,0,28,0,0,5,6,6,5,0,0,0,28,0,6,11,25,27,14,0,0,0,78,0,8,9,5,5,12,0,0,0,37,3,10,23,31,37,16,4,0,0,126,8,14,32,66,80,40,11,0,0,258,0,16,49,59,62,55,3,0,0,250,0,0,13,7,3,0,0,0,0,30
SAL51355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,15,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,0,0,3,4,9,7,0,0,0,29,60,97,237,230,233,139,26,0,0,1025,0,0,0,0,0,0,0,0,0,0,27,53,163,157,153,82,10,0,0,643,8,10,29,31,14,20,4,0,0,111,0,3,4,8,4,4,0,0,0,22,9,20,30,30,30,27,11,0,0,157,3,6,21,20,19,6,0,0,0,81,45,18,31,28,21,23,7,0,0,164,23,7,17,20,10,9,0,0,0,94,0,4,18,19,35,30,9,0,0,121,0,0,0,7,0,0,0,0,0,7,0,0,7,6,5,0,0,0,0,17,0,5,12,12,9,3,0,0,0,27,5,13,16,15,17,10,3,0,0,85,0,7,4,6,12,7,0,0,0,35,5,8,35,30,21,24,5,0,0,121,5,19,50,40,51,32,11,0,0,203,7,9,57,54,49,20,3,4,0,202,9,0,0,5,0,0,0,0,0,19
SAL51360,0,3,9,21,21,15,3,0,0,62,138,161,217,354,465,404,124,13,0,1878,4,0,3,3,9,6,3,0,0,25,0,8,30,55,79,47,15,3,0,239,7,14,12,12,35,32,12,0,0,123,0,0,4,5,12,9,4,0,0,36,17,26,40,100,105,53,27,0,0,364,0,8,8,16,28,40,9,3,0,119,58,74,31,29,47,54,23,0,0,330,103,40,13,17,14,10,7,0,0,207,0,6,13,21,40,29,7,0,0,114,0,7,3,11,13,12,0,0,0,49,4,0,10,33,53,35,17,5,0,164,3,4,10,14,20,15,18,5,0,86,4,28,58,96,127,78,43,6,0,431,0,10,7,13,16,25,5,0,0,82,5,9,25,46,71,66,13,0,0,236,12,25,28,79,131,131,43,4,0,448,11,51,73,96,105,114,33,4,0,488,19,13,10,4,10,6,6,0,0,66
SAL51361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,6,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51362,0,0,0,0,7,0,0,0,0,8,20,22,49,36,58,45,8,0,0,243,0,0,0,0,0,0,0,0,0,0,6,10,38,35,41,13,0,0,0,146,0,4,3,4,8,12,3,0,0,30,0,0,0,0,0,0,0,0,0,7,3,0,4,10,9,3,5,0,0,35,3,6,0,0,8,3,0,0,0,13,6,4,6,9,14,10,3,0,0,52,10,5,15,4,10,4,0,0,0,46,0,3,5,4,11,20,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,4,5,0,0,0,15,0,0,3,3,3,6,0,0,0,14,0,0,0,0,0,3,0,0,0,13,0,0,3,4,5,4,0,0,0,11,0,4,3,6,9,11,3,0,0,42,0,0,3,0,4,0,0,0,0,10
SAL51363,9,6,6,9,5,7,5,0,0,40,138,160,376,419,496,367,115,10,0,2071,3,3,10,6,4,5,11,0,0,53,4,19,49,57,89,46,10,0,0,273,8,34,64,70,59,48,9,0,0,293,0,0,12,15,13,24,4,0,0,72,27,38,86,127,88,75,19,0,0,467,7,4,11,17,16,9,9,0,0,76,68,36,61,59,69,58,19,0,0,379,96,19,39,39,45,22,7,0,0,271,0,10,21,29,42,37,15,6,0,158,7,5,6,8,4,3,0,0,0,32,0,4,14,9,25,18,3,0,0,70,4,3,14,19,14,18,7,0,0,83,5,4,45,47,47,34,17,0,0,195,3,3,21,18,22,22,10,0,0,102,3,12,43,33,71,44,11,0,0,217,5,17,53,75,127,96,21,0,0,405,10,52,136,146,142,147,44,5,0,688,10,8,5,3,7,3,4,0,0,38
SAL51364,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51365,0,0,0,0,0,0,0,0,0,3,9,13,32,31,42,47,15,0,0,195,0,4,7,6,4,5,3,0,0,31,0,0,0,7,8,4,5,0,0,28,0,5,0,3,0,0,5,0,0,13,0,0,0,0,0,3,0,0,0,4,0,9,4,0,9,11,0,0,0,33,0,0,0,0,0,0,0,0,0,4,3,8,5,4,8,6,4,0,0,39,3,4,0,6,4,4,0,0,0,22,0,0,0,0,3,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,8,0,3,0,0,0,0,12,0,0,5,3,7,3,0,0,0,17,0,0,5,9,6,4,0,0,0,31,0,0,4,15,8,10,4,0,0,39,6,0,12,4,17,22,5,0,0,65,0,0,0,0,0,0,0,0,0,0
SAL51366,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51367,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,10,0,0,0,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL51368,0,4,11,12,9,5,4,0,0,38,38,61,177,162,193,184,49,7,0,876,0,0,0,0,6,5,0,6,0,14,0,6,23,29,27,20,5,0,0,115,7,0,18,16,11,17,5,0,0,79,0,0,4,6,0,0,0,0,0,19,3,8,15,26,24,27,3,3,0,113,0,0,9,0,5,8,0,0,0,24,26,12,13,18,9,16,7,0,0,92,24,27,29,22,9,11,4,0,0,126,0,4,12,18,21,11,7,0,0,63,0,0,9,0,7,0,0,0,0,20,0,0,5,8,3,10,3,0,0,26,0,0,3,7,8,3,3,0,0,31,0,10,41,52,45,37,12,5,0,200,0,3,5,13,17,8,0,0,0,48,0,0,16,20,14,19,12,0,0,88,3,9,37,26,52,66,16,3,0,213,0,18,66,41,61,71,19,0,0,280,4,9,11,11,10,16,9,0,0,58
SAL51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51370,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,15,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
SAL51371,0,0,11,10,6,8,0,0,0,37,48,53,223,278,208,140,36,3,0,993,4,0,0,3,3,4,0,0,0,15,0,4,39,56,43,20,6,0,0,171,0,6,19,22,18,18,10,0,0,97,3,0,0,7,4,3,0,0,0,26,4,9,45,61,36,22,4,0,0,180,0,3,19,17,19,10,4,0,0,72,33,23,30,25,26,20,8,0,0,156,33,9,15,10,12,4,0,0,0,92,0,8,25,42,38,27,7,0,0,150,0,0,0,7,0,4,0,5,0,23,0,3,15,14,6,4,5,0,0,51,0,0,6,4,8,6,0,0,0,36,0,5,21,48,26,25,5,0,0,132,0,5,17,13,11,5,5,0,0,61,0,6,24,43,37,25,6,0,0,144,5,9,46,43,37,34,8,0,0,174,0,19,57,65,48,40,17,0,0,248,3,10,12,9,4,0,0,0,0,35
SAL51372,8,9,22,22,14,16,4,0,0,92,140,185,717,609,382,254,44,0,0,2339,3,0,3,0,0,0,0,0,0,5,23,84,423,419,253,156,10,0,0,1363,11,17,87,57,41,17,3,0,0,235,8,9,19,23,18,16,3,0,0,95,10,30,107,58,66,45,7,0,0,327,3,17,35,38,18,18,0,0,0,123,63,28,77,68,54,45,11,0,0,347,52,18,55,47,28,19,7,0,0,226,16,23,122,113,107,99,18,0,0,499,0,0,0,6,0,7,0,0,0,18,0,0,13,7,0,0,0,0,0,26,3,9,29,26,16,12,0,0,0,91,6,7,28,39,17,5,3,0,0,104,4,13,51,44,16,24,0,0,0,156,13,19,98,78,48,36,11,0,0,302,4,23,136,108,77,58,15,0,0,423,18,38,121,120,81,76,13,0,0,469,3,4,15,11,7,4,0,0,0,33
SAL51373,3,3,3,11,3,5,0,0,0,34,76,92,223,225,175,147,48,0,0,986,0,0,4,5,0,0,0,0,0,8,10,57,154,139,95,83,17,4,0,563,5,7,28,32,15,15,9,0,0,102,4,6,4,9,0,9,3,0,0,28,8,11,40,31,32,33,9,0,0,156,0,7,20,20,20,7,4,0,0,66,40,29,31,27,19,12,8,5,0,169,40,18,29,33,22,17,6,0,0,162,0,9,18,25,36,28,9,0,0,126,0,0,0,9,0,5,0,0,0,11,0,0,6,3,0,3,0,0,0,17,0,5,8,7,15,5,0,0,0,33,7,9,23,15,14,10,4,0,0,76,0,4,15,6,15,11,3,0,0,58,0,4,25,22,20,23,7,0,0,102,0,5,17,28,39,28,9,0,0,127,5,17,46,47,44,37,14,0,0,197,6,0,0,3,4,9,0,0,0,21
SAL51374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51375,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,4,0,0,0,20,0,0,4,13,4,7,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51377,0,0,19,4,15,10,0,0,0,54,80,130,325,258,323,226,43,4,0,1384,0,0,6,4,4,0,0,0,0,14,4,6,33,37,34,17,4,0,0,146,4,14,52,51,49,33,7,0,0,223,0,3,11,3,5,6,0,0,0,35,11,27,87,62,58,46,4,0,0,296,0,15,19,19,23,14,3,0,0,97,30,30,50,50,53,36,6,0,0,261,59,41,39,22,15,13,5,0,0,186,4,14,45,38,43,36,10,0,0,193,0,0,5,3,0,0,0,0,0,15,0,0,16,8,12,9,3,0,0,53,0,7,14,5,0,3,3,0,0,37,0,21,62,46,32,15,5,0,0,180,3,12,9,21,24,35,3,0,0,112,4,5,38,39,35,28,11,0,0,158,4,13,44,43,62,46,14,0,0,227,12,35,96,65,99,90,14,0,0,411,4,9,13,3,0,8,0,0,0,41
SAL51378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,3,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SAL51379,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51380,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,14,0,0,4,8,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
