SAL_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SAL30013,0,0,0,0,0,0,0,0,0,4,14,9,17,19,39,19,6,0,0,118,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,3,0,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,3,5,3,4,3,0,0,0,24,0,0,3,0,0,0,0,0,0,7,6,0,0,0,5,4,0,0,0,15,6,4,0,0,0,3,0,0,0,18,0,0,6,0,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,14,0,0,0,0,3,0,0,0,0,7,0,0,3,6,6,0,0,0,0,13,0,0,4,8,5,3,0,0,0,23,4,0,9,13,9,8,0,0,0,43,0,0,0,0,6,0,0,0,0,6
SAL30014,0,0,0,8,3,0,0,0,0,25,30,20,57,105,128,110,18,3,0,469,0,0,0,0,0,0,3,0,0,10,0,0,10,28,20,21,0,0,0,71,0,0,0,12,12,11,0,0,0,40,0,0,0,0,0,6,0,0,0,13,3,10,18,28,44,23,3,0,0,131,0,0,0,4,0,3,0,0,0,9,7,9,10,12,14,27,4,3,0,88,21,17,27,21,33,42,15,0,0,168,0,0,8,7,16,5,4,0,0,34,0,0,0,0,0,4,0,0,0,4,0,0,4,0,6,0,0,0,0,11,0,0,0,7,10,5,0,0,0,21,0,0,3,10,26,6,6,0,0,49,4,0,9,11,14,5,6,0,0,49,0,4,0,16,9,9,6,0,0,48,0,0,19,32,20,13,0,0,0,87,0,0,0,17,25,19,0,0,0,67,0,0,0,0,4,3,6,0,0,11
SAL30015,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,11,5,0,0,41,0,0,5,12,6,8,12,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
SAL30016,0,0,4,4,5,0,0,0,0,13,11,43,116,64,57,58,10,3,0,361,0,5,0,3,3,5,0,0,0,14,0,4,10,12,8,5,0,0,0,35,0,3,5,5,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,10,17,8,7,6,0,0,42,0,0,0,0,5,0,0,0,0,7,3,6,10,10,11,7,5,0,0,47,11,28,105,22,24,25,8,0,0,220,0,13,19,6,11,6,4,0,0,63,0,0,4,5,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,14,0,0,3,9,10,5,0,0,0,24,0,0,7,13,3,8,0,0,0,36,0,4,7,7,16,4,0,0,0,35,0,0,4,5,3,6,0,0,0,21,0,4,5,0,9,8,0,0,0,17,0,3,9,11,7,13,0,4,0,48,0,3,0,5,3,0,0,0,0,12
SAL30017,0,0,0,0,0,0,0,0,0,4,3,3,17,11,18,21,3,0,0,71,0,3,9,4,9,17,8,3,0,55,0,0,3,0,0,0,0,0,0,8,0,0,3,6,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,4,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,3,4,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,6,0,0,0,6,0,0,0,0,5,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0
SAL30018,3,3,3,6,3,12,3,0,0,33,88,102,217,204,223,170,39,3,0,1047,0,0,0,0,4,5,0,0,0,4,0,0,11,16,17,4,0,0,0,47,4,16,30,22,21,20,0,0,0,107,0,0,5,7,10,0,0,0,0,21,7,14,34,34,40,33,11,0,0,168,0,3,3,12,5,7,4,0,0,37,41,35,48,28,26,19,9,0,0,206,69,31,56,23,14,12,4,0,0,210,0,5,10,24,25,26,3,0,0,87,0,4,0,0,3,5,0,0,0,11,0,0,3,6,5,0,0,0,0,18,0,4,7,0,9,7,3,0,0,37,0,4,20,20,21,16,9,0,0,95,0,3,22,18,10,5,0,0,0,64,3,15,48,43,56,38,10,0,0,210,9,10,33,45,62,38,23,0,0,221,9,35,95,77,86,67,15,0,0,378,8,3,3,7,6,0,0,0,0,20
SAL30019,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,5,0,0,0,26,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,9,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAL30020,3,5,22,36,30,20,4,4,0,120,363,369,669,987,1076,750,138,11,0,4368,0,0,3,7,0,4,0,0,0,23,0,7,21,16,33,17,0,0,0,103,15,24,45,83,100,87,19,0,0,370,3,3,17,26,39,25,0,0,0,111,52,78,175,204,167,141,20,0,0,836,3,15,21,47,70,38,8,0,0,207,169,139,120,104,113,121,32,0,0,815,303,70,43,46,44,16,0,0,0,515,7,11,53,98,105,92,25,3,0,389,0,11,14,25,28,17,9,0,0,98,4,10,44,90,97,56,6,0,0,308,5,12,24,34,34,27,0,0,0,126,12,53,119,188,173,90,29,13,0,677,19,22,31,55,69,51,11,0,0,252,3,46,126,203,220,152,15,0,0,765,33,55,110,209,277,220,32,3,0,944,36,133,252,302,358,270,51,3,0,1399,16,19,31,17,27,24,4,7,0,141
SAL30021,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,12,0,0,0,3,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30022,0,0,0,0,0,4,0,0,0,3,12,14,19,28,35,22,7,0,0,133,0,0,0,6,3,3,8,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,4,5,6,6,0,0,0,28,0,0,0,0,5,3,0,0,0,10,4,7,8,7,7,10,0,0,0,44,0,0,0,0,4,0,0,0,0,5,10,3,0,0,11,5,0,0,0,22,5,3,6,3,0,0,0,0,0,15,0,0,0,4,3,6,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,6,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,3,0,0,3,8,3,4,5,0,0,19,0,0,0,4,7,4,0,0,0,21,3,6,5,0,4,0,0,0,0,14
SAL30023,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,16,0,0,4,0,8,3,0,0,0,16,0,0,12,13,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30024,0,8,12,6,5,0,0,0,0,36,28,166,435,180,156,87,24,0,0,1072,0,0,4,0,0,0,0,0,0,4,0,3,10,8,3,0,0,0,0,31,0,9,28,26,3,9,4,0,0,83,0,4,19,13,8,0,0,0,0,40,0,12,67,30,18,7,4,0,0,145,0,4,21,7,6,0,4,0,0,45,14,44,60,28,8,15,6,0,0,174,14,35,63,18,18,4,0,0,0,156,0,6,45,37,17,20,0,0,0,131,0,7,10,7,7,0,0,0,0,32,0,9,48,15,18,10,0,0,0,109,0,11,28,10,7,10,8,0,0,71,0,29,119,66,40,17,9,0,0,282,0,13,36,22,7,0,0,4,0,80,0,9,53,23,31,18,0,0,0,135,4,12,60,30,13,15,9,0,0,133,8,55,144,43,44,29,6,3,0,333,3,7,26,14,5,9,6,0,0,71
SAL30025,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30026,0,6,4,6,13,10,5,0,0,43,102,247,516,461,441,237,42,7,0,2049,0,3,3,3,0,0,0,0,0,12,0,3,11,30,16,3,0,0,0,63,5,14,22,37,26,9,0,0,0,124,0,0,6,28,16,6,3,0,0,55,9,32,68,60,48,27,8,0,0,253,0,6,18,22,16,9,4,3,0,64,42,93,81,40,44,22,3,0,0,323,84,64,59,24,14,15,5,0,0,264,3,16,29,37,28,14,8,0,0,141,3,7,15,10,12,5,0,0,0,59,0,23,41,56,42,19,3,0,0,185,5,6,20,26,22,11,0,0,0,84,4,44,173,138,136,50,15,6,0,562,0,15,42,27,17,12,8,0,0,125,0,27,90,69,99,48,5,0,0,334,8,32,101,106,129,60,13,0,0,459,9,74,190,155,130,97,18,5,0,676,5,15,18,17,10,12,4,0,0,79
SAL30027,0,0,0,0,0,0,0,0,0,3,3,9,9,21,23,19,0,0,0,78,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,3,3,4,5,0,0,0,0,20,0,0,0,4,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,26,0,0,4,3,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,4,0,0,0,12,0,5,4,9,5,12,0,0,0,31,0,0,0,5,0,0,0,0,0,5
SAL30028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30029,0,0,0,0,0,0,0,0,0,0,0,0,16,8,8,5,6,0,0,47,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,0,0,0,12,0,0,3,0,0,0,0,0,0,4,0,0,4,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,5,0,0,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0
SAL30030,0,3,8,5,0,3,5,0,0,33,71,118,286,161,236,200,48,5,0,1117,0,0,4,0,0,4,4,0,0,15,0,0,3,11,10,3,4,0,0,28,5,3,14,14,17,13,4,0,0,79,0,0,6,4,4,4,0,0,0,13,8,28,58,59,68,46,11,0,0,275,0,7,8,9,0,10,6,0,0,39,26,34,41,29,34,26,6,0,0,197,56,36,62,13,26,29,9,0,0,234,0,3,15,0,5,14,3,0,0,51,0,3,0,4,6,6,0,0,0,17,0,3,18,11,29,17,6,0,0,87,0,7,3,7,33,14,11,0,0,81,6,14,30,32,36,29,12,0,0,150,0,6,22,12,17,17,5,0,0,89,0,3,18,16,27,17,0,0,0,96,5,10,47,32,55,58,0,0,0,204,5,33,119,58,81,66,11,0,0,373,4,0,12,9,11,5,0,0,0,40
SAL30031,8,13,36,31,36,15,0,0,0,129,254,318,844,916,883,695,146,10,0,4055,3,0,3,13,7,9,8,0,0,41,0,4,17,16,9,14,0,0,0,60,18,35,126,157,157,140,24,0,0,660,0,0,17,23,22,30,0,0,0,94,47,103,270,238,199,153,27,0,0,1049,6,26,44,69,75,41,17,0,0,279,123,138,148,157,156,139,30,6,0,886,188,70,81,42,39,22,10,0,0,450,9,24,93,107,124,103,33,4,0,504,3,8,19,16,12,12,6,0,0,78,0,15,43,38,44,28,5,0,0,167,4,8,32,23,18,21,8,0,0,114,3,30,109,141,76,65,17,0,0,438,4,20,47,64,69,56,16,5,0,280,0,18,78,133,130,97,23,0,0,475,13,30,117,151,127,117,30,4,0,596,23,110,265,281,288,273,60,0,0,1295,10,3,21,18,16,12,4,0,0,86
SAL30032,3,11,23,16,19,6,0,0,0,70,96,158,490,569,362,253,69,0,0,2002,0,0,0,4,3,0,0,0,0,11,0,0,4,8,4,3,0,0,0,20,5,18,62,93,66,51,18,0,0,319,0,0,7,11,10,3,0,0,0,41,5,28,90,104,62,49,8,0,0,355,0,7,27,36,31,25,6,0,0,148,54,57,99,81,51,36,10,0,0,385,73,32,49,59,31,18,0,0,0,260,12,28,64,71,59,52,14,0,0,298,0,4,10,17,8,4,0,0,0,39,0,7,32,48,22,11,4,0,0,126,0,4,18,22,6,8,0,0,0,56,0,19,75,122,31,16,13,0,0,275,5,10,40,52,24,19,4,0,0,150,0,7,44,83,60,35,11,0,0,242,4,19,66,111,72,55,10,0,0,341,4,52,168,176,140,84,28,0,0,652,3,4,16,12,8,4,0,3,0,47
SAL30033,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,14,0,0,0,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SAL30034,0,0,3,4,6,0,0,0,0,17,47,43,150,177,172,116,23,0,0,728,0,0,0,3,6,3,0,0,0,16,0,0,18,27,22,16,0,0,0,83,9,5,8,12,20,10,3,0,0,70,0,0,9,7,0,7,0,0,0,25,11,19,50,60,49,31,8,0,0,225,0,0,7,10,14,6,3,0,0,45,34,15,13,17,25,18,5,0,0,128,44,6,4,5,7,6,0,0,0,74,0,0,6,18,16,7,3,0,0,55,0,0,0,5,4,0,0,0,0,11,0,0,0,4,6,3,0,0,0,9,0,0,0,3,0,0,0,0,0,12,5,3,6,14,20,9,4,0,0,60,0,0,6,0,9,8,3,0,0,33,0,5,39,42,37,24,5,0,0,153,0,10,27,37,35,38,7,0,0,150,0,12,51,45,60,36,4,0,0,212,6,3,7,4,0,0,0,0,0,21
SAL30035,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,5,3,0,0,24,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0
SAL30036,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,3,0,0,20,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL30037,3,0,4,0,3,0,0,0,0,6,38,65,145,105,118,100,20,4,0,588,5,0,0,3,4,0,0,0,0,22,0,0,8,13,14,10,0,0,0,45,0,5,14,7,8,5,0,0,0,44,0,4,7,4,8,3,0,0,0,35,5,14,17,18,15,10,3,0,0,86,0,0,7,11,5,6,0,0,0,23,27,24,21,13,14,16,5,0,0,121,21,27,25,12,11,14,5,0,0,125,0,0,17,6,16,11,9,0,0,60,0,0,3,0,3,0,0,0,0,13,0,3,6,0,0,4,0,0,0,16,0,0,5,0,5,0,0,0,0,11,0,3,4,9,3,5,3,0,0,28,3,0,7,3,7,7,0,0,0,34,0,9,23,20,13,20,5,0,0,82,0,7,20,18,35,23,0,0,0,109,9,25,71,68,44,44,13,0,0,272,0,0,0,3,0,4,0,0,0,10
SAL30038,0,0,0,5,4,0,0,0,0,7,7,3,6,9,14,11,3,0,0,59,0,0,3,3,5,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,14,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,8,0,0,0,0,5,3,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL30039,0,0,3,0,3,0,0,0,0,12,16,12,48,46,51,34,9,0,0,213,0,0,0,4,9,4,5,0,0,28,4,0,13,18,22,15,0,0,0,71,4,0,4,10,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,3,11,0,7,13,6,7,5,0,0,44,4,0,5,5,3,3,0,0,0,24,7,3,4,6,10,0,0,0,0,33,3,3,4,0,0,7,0,0,0,16,0,0,3,13,11,13,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,12,4,0,0,0,0,0,25,0,0,5,3,5,4,0,0,0,12,0,0,5,3,4,0,0,0,0,13,0,0,3,3,10,6,0,0,0,31,0,0,14,11,7,5,0,0,0,43,0,0,0,0,0,0,0,0,0,0
