SAL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SAL10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10014,5,73,3,19,8,5,5,0,0,112,11,63,0,4,6,0,0,0,0,89,34,63,6,19,98,11,0,7,3,242,11,32,0,33,18,4,4,5,0,105,3,11,4,0,5,3,0,0,0,32,3,0,10,10,10,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,3,4,0,0,8,0,0,0,3,17,0,5,0,0,4,3,0,0,3,20,81,301,27,101,175,37,10,18,13,762,18,23,5,3,5,3,0,6,0,61,16,72,13,6,17,4,5,3,0,135,32,69,78,0,16,15,19,11,6,244,9,5,25,0,5,0,3,3,0,46,3,0,4,3,0,0,0,0,0,18,6,87,5,23,6,5,3,0,0,141,14,70,0,10,6,0,0,0,0,101,77,125,5,28,126,31,16,17,6,432,11,43,0,51,27,3,9,5,5,155,9,28,0,0,7,3,0,4,0,53
SAL10015,6,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,9,4,0,0,0,6,0,0,0,0,15,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,8,9,0,0,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,5,11,0,4,0,0,0,0,0,0,12,5,0,0,3,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,10,3,3,0,0,6,0,0,0,0,16,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL10016,14,217,5,29,19,3,0,0,0,301,20,114,3,19,7,0,0,0,0,169,52,70,3,16,136,31,8,0,0,321,24,91,0,56,30,6,0,4,0,217,7,31,8,8,7,10,0,3,0,82,3,4,25,23,9,11,0,0,0,82,0,0,0,0,0,0,0,0,0,6,3,5,5,0,7,0,0,0,0,15,0,8,0,5,5,0,0,0,0,16,140,612,65,174,236,66,11,23,4,1327,13,50,15,5,4,3,5,4,0,91,3,23,3,0,4,4,0,5,0,43,52,124,127,19,23,8,28,21,3,400,21,25,86,5,9,0,3,18,0,171,9,15,6,0,5,3,0,7,0,45,22,298,9,42,22,3,5,3,0,403,30,169,6,21,10,3,0,0,0,248,113,122,13,19,159,51,13,13,0,505,33,129,13,95,35,8,4,10,0,317,14,50,6,15,13,19,4,5,0,126
SAL10017,16,189,4,25,15,3,0,0,0,254,11,106,0,20,16,3,0,0,4,158,55,61,0,12,105,22,0,7,0,281,22,71,0,35,20,10,0,3,0,161,9,25,8,8,3,0,0,0,0,56,11,4,19,18,9,3,0,3,0,58,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,3,5,3,4,8,0,0,3,28,140,500,53,131,186,52,0,13,13,1093,13,41,9,3,5,0,0,0,0,71,11,20,5,0,0,0,0,0,0,49,49,97,99,7,13,4,30,17,0,316,36,17,70,3,3,0,8,17,3,150,9,13,5,0,0,4,4,0,0,45,30,244,4,35,12,5,0,0,3,337,17,149,6,25,16,3,0,0,4,223,127,115,12,27,130,41,5,12,7,475,32,113,4,60,29,10,4,3,0,259,10,53,11,10,10,5,0,4,0,102
SAL10018,7,14,0,8,5,0,0,0,0,35,6,6,0,8,4,0,0,0,0,22,8,4,0,0,12,0,0,0,0,20,0,0,0,12,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,25,5,24,22,8,0,11,3,119,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,7,27,0,3,3,13,4,0,61,0,0,10,0,0,0,5,0,0,10,5,0,0,0,0,0,0,6,3,19,7,15,0,8,5,0,0,0,0,30,5,6,0,8,4,0,0,0,0,28,12,4,0,0,10,0,5,3,0,32,0,4,0,6,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,10
SAL10019,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10021,0,9,0,3,7,0,0,0,0,21,0,18,0,4,0,0,0,0,0,19,9,11,0,0,19,0,0,0,0,41,3,8,0,11,7,0,0,0,0,37,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,47,7,23,35,4,0,6,0,145,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,14,6,26,0,0,3,5,8,0,73,9,3,24,0,3,0,3,5,0,37,0,0,9,0,0,0,0,8,0,15,4,18,0,3,7,0,0,0,0,30,3,18,0,4,0,0,0,0,0,20,19,12,0,0,21,8,3,0,0,65,4,9,0,17,9,0,0,0,0,42,0,0,0,0,0,0,0,0,0,5
SAL10022,0,14,4,13,4,4,0,0,0,32,0,12,0,7,0,0,0,0,0,25,4,9,0,4,11,5,0,6,0,45,6,6,0,28,12,0,4,5,0,61,0,0,0,0,3,0,0,0,0,4,0,0,3,8,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,17,43,14,62,29,22,3,15,3,212,4,0,0,0,0,6,0,0,0,9,4,12,11,3,5,0,0,6,0,33,0,9,18,7,0,0,8,7,0,44,0,0,10,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,14,4,12,4,5,0,0,0,36,0,13,0,11,0,0,0,0,0,25,14,16,4,4,20,11,7,6,5,83,9,10,0,32,13,0,3,4,0,75,0,6,0,0,3,0,0,0,0,10
SAL10023,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,3,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4
SAL10024,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10025,17,217,22,108,28,5,4,4,0,403,24,196,0,84,25,6,0,3,5,346,85,79,5,65,303,88,8,22,7,666,31,81,14,218,71,19,3,17,8,460,8,22,5,12,16,14,0,3,0,85,16,5,43,49,30,25,7,16,0,179,0,0,0,0,0,0,0,0,0,3,7,5,0,0,6,3,0,0,0,20,3,4,0,3,8,9,0,8,6,31,197,645,102,550,501,182,33,89,26,2326,4,31,7,4,4,5,0,4,0,75,15,42,14,3,10,4,0,0,0,90,87,89,459,21,31,27,165,80,10,978,32,9,234,9,17,6,48,41,0,410,8,0,24,4,3,7,12,16,0,83,27,251,24,118,33,7,6,8,3,491,32,248,8,90,30,7,3,5,7,431,147,126,32,78,340,121,27,32,11,910,43,107,24,322,84,24,14,22,11,653,8,41,9,15,14,17,0,13,0,133
SAL10026,7,71,5,72,12,0,0,12,0,181,6,48,0,36,12,0,0,0,0,110,46,19,5,30,117,26,3,9,4,258,11,40,7,138,22,14,0,7,4,249,6,4,0,5,6,6,0,0,0,33,10,0,14,23,8,5,0,3,0,69,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,3,11,0,0,4,5,28,90,204,41,310,194,62,11,51,19,971,0,7,5,3,3,3,0,3,0,29,7,11,9,3,0,0,0,0,0,27,36,24,165,9,7,9,68,27,5,349,10,6,118,5,4,5,24,30,0,195,3,3,9,0,4,3,4,7,0,31,13,84,12,78,11,0,5,11,0,210,9,68,0,45,12,0,0,4,0,144,72,38,12,33,132,39,19,23,4,375,16,46,3,187,22,15,7,15,4,318,4,8,6,12,11,10,0,3,0,51
SAL10027,17,168,0,23,25,3,0,0,4,242,16,105,0,22,16,5,0,0,0,168,58,45,3,14,78,17,0,8,7,228,11,66,0,38,22,3,0,9,0,158,0,33,4,8,9,0,0,0,0,57,9,0,23,13,11,5,0,4,0,56,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,12,3,0,0,0,4,0,0,0,3,18,131,439,46,131,177,47,3,27,19,1016,11,19,8,5,10,0,0,4,0,52,8,9,0,3,5,3,3,0,0,36,42,37,63,3,9,6,13,14,0,200,28,8,55,0,0,0,6,3,0,110,17,17,7,0,5,7,3,0,0,47,21,234,6,35,24,9,3,0,8,333,22,138,0,28,17,5,0,0,0,221,126,99,11,21,98,32,15,5,10,416,27,96,0,56,31,6,5,11,0,235,12,35,3,9,14,8,0,0,0,93
SAL10028,3,6,0,0,0,0,0,0,0,13,0,12,0,8,0,0,0,0,0,17,9,5,0,5,12,5,0,0,0,37,0,0,0,13,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,24,0,28,16,8,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,5,0,4,3,0,26,3,0,7,4,0,0,0,4,0,17,3,0,0,0,0,6,0,0,0,11,3,9,0,6,0,0,0,0,0,23,0,16,0,9,0,0,0,0,0,19,9,7,4,8,16,6,0,0,0,47,0,3,0,24,3,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3
SAL10029,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,6,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,17,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL10030,33,216,6,24,12,3,0,3,6,305,16,124,0,17,5,7,0,0,0,166,266,299,9,23,155,55,7,18,9,841,114,318,0,47,78,14,0,0,13,585,85,195,27,17,42,36,0,4,0,408,9,3,15,13,14,11,3,3,0,72,0,0,0,0,0,0,0,0,0,3,15,21,3,3,6,0,0,0,0,55,7,8,0,0,10,3,0,0,9,36,620,1391,92,159,346,147,20,40,33,2846,45,171,10,12,15,8,5,5,0,285,67,188,23,7,15,11,4,5,3,316,101,202,86,8,22,11,12,11,3,458,34,95,60,4,14,4,5,9,0,220,18,14,7,0,8,7,0,6,0,61,49,340,13,36,17,6,4,4,6,470,21,182,0,25,10,3,0,3,4,251,526,606,38,48,234,115,15,27,20,1627,191,519,5,85,131,36,4,6,14,996,144,376,58,28,54,53,8,12,3,737
SAL10031,4,43,3,12,3,0,0,0,0,70,6,77,0,10,8,6,0,0,0,110,42,48,0,4,83,12,0,3,0,193,16,31,3,13,19,0,0,0,0,75,0,8,0,0,4,0,0,0,0,23,3,0,9,9,9,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,11,0,4,0,0,3,0,0,0,4,9,90,220,24,59,140,28,0,10,4,564,11,10,0,4,12,3,0,0,0,35,13,18,0,0,3,0,0,0,0,43,39,34,73,0,11,9,12,9,6,193,14,4,45,3,4,0,5,0,0,78,0,0,9,0,0,0,0,8,0,15,12,60,7,17,10,0,0,0,0,97,14,94,0,19,8,6,0,0,0,137,88,94,7,11,105,19,8,3,0,345,20,49,8,28,21,5,0,0,0,126,3,16,0,4,10,0,3,0,0,44
SAL10032,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,10,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
SAL10033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10035,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL10036,17,127,9,23,12,5,0,0,3,196,15,100,0,32,19,0,0,0,0,167,124,111,5,32,117,35,0,8,6,450,36,76,0,60,42,11,0,0,6,237,29,47,4,12,20,7,0,0,0,120,5,0,18,24,4,5,0,3,0,56,0,0,0,0,0,0,0,0,0,0,7,9,0,5,0,0,0,0,0,16,0,3,0,3,0,0,0,0,4,11,275,514,55,197,239,74,10,12,20,1391,24,38,9,6,10,0,0,0,0,88,34,60,7,0,13,9,3,0,4,124,69,61,92,6,12,4,12,10,7,285,48,25,92,9,11,3,3,15,0,208,12,13,6,4,5,0,3,3,0,47,26,151,8,33,11,7,3,0,3,247,24,124,0,31,19,8,0,0,0,208,290,235,21,46,141,75,6,13,10,827,83,136,6,80,52,18,0,11,7,393,42,74,14,15,25,13,3,0,0,183
SAL10037,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,6,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10038,5,119,4,49,10,0,0,3,0,196,11,48,0,18,6,8,0,3,0,95,35,86,0,38,90,40,3,27,3,326,14,49,0,37,20,8,4,3,0,134,3,18,5,3,4,3,0,0,0,43,4,0,16,8,5,8,0,9,0,54,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,0,0,0,6,18,0,3,0,6,0,0,0,0,7,21,90,362,37,179,162,85,8,64,16,1003,8,25,8,5,9,0,0,6,3,66,23,80,38,10,9,20,10,20,8,210,29,55,64,3,15,14,16,31,4,233,9,12,21,0,3,6,5,0,0,60,6,0,0,6,3,0,0,0,0,8,6,151,5,60,10,4,3,0,0,243,10,64,4,18,9,7,0,9,0,126,66,174,32,62,135,78,27,69,15,656,26,63,8,50,23,11,6,10,0,200,10,22,0,3,11,10,5,6,0,66
