SAL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
SAL10011,25,27,6,0,19,13,0,0,20,0,16,181,16,282,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,7,0,17,0,0,0,0,0,0,0,0,0,0,0,3,9,16,28,30,6,0,19,9,0,4,17,0,21,198,19,317,11,19,0,0
SAL10012,0,0,0,0,0,0,0,0,0,0,0,16,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,16,16,29,0,0,0,0
SAL10013,4,0,0,0,0,0,0,0,3,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0,0,0,0,0,3,0,0,15,10,30,0,0,0,0
SAL10014,87,168,36,4,56,41,6,12,143,7,127,1429,50,1985,7,8,0,0,11,6,0,0,3,3,10,86,0,130,10,8,3,0,4,4,0,0,5,0,7,45,5,81,5,0,0,0,0,0,0,0,0,0,5,13,0,20,11,3,8,0,9,10,0,5,7,3,8,28,3,69,7,7,0,0,11,3,0,0,0,0,14,56,0,92,17,13,3,0,30,9,4,0,8,0,36,147,4,243,7,0,0,0,12,3,0,0,4,0,12,79,0,103,22,26,8,0,62,24,3,5,10,7,39,625,10,781,8,3,6,0,8,3,0,0,3,0,0,25,0,49,7,4,3,0,9,9,0,0,10,0,5,56,3,84,103,74,34,3,151,69,10,15,52,13,132,1160,24,1654,0,0,0,0,0,0,0,0,0,0,0,7,18,32,191,252,63,6,207,110,25,21,198,20,263,2596,93,3668,84,147,40,0
SAL10015,41,14,8,0,15,11,7,6,16,3,26,134,19,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,6,0,0,0,0,6,0,11,0,22,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,8,0,0,0,0,4,0,32,0,52,0,0,0,0,0,0,0,0,0,0,0,0,52,53,52,13,10,3,21,16,10,10,17,3,25,169,73,339,17,4,0,0
SAL10016,460,506,123,27,206,172,60,86,662,45,416,3316,208,5359,7,8,5,0,4,10,0,4,9,0,9,43,0,80,15,12,9,0,7,5,0,4,12,0,13,92,3,156,9,7,0,0,5,0,0,4,5,0,10,35,0,55,18,5,4,3,19,19,0,4,11,0,14,53,0,118,0,0,0,0,3,3,0,0,5,0,0,22,0,27,9,10,0,0,11,7,0,0,3,0,9,49,5,77,0,0,0,0,9,0,0,0,0,0,0,54,0,62,3,0,0,0,0,0,0,0,3,0,0,60,0,76,4,8,0,0,0,0,0,0,3,0,7,54,0,68,0,0,0,0,0,4,0,0,3,0,0,23,0,34,72,49,18,7,56,46,0,18,60,4,61,488,13,755,8,7,3,0,5,5,5,6,0,0,3,14,191,221,541,558,145,31,266,228,68,112,730,52,477,3817,416,6335,169,324,45,0
SAL10017,386,412,159,16,142,181,29,43,460,33,368,3023,188,4773,8,8,0,0,0,3,0,3,7,0,0,47,0,72,25,15,8,3,6,14,6,8,16,0,16,91,3,172,5,0,0,0,4,0,0,0,7,0,6,33,3,53,45,7,11,13,24,12,5,7,8,3,22,95,10,186,3,4,0,0,4,3,0,0,0,0,0,12,0,23,8,0,0,0,3,0,0,0,3,0,0,63,0,85,4,0,0,0,3,0,0,0,4,0,0,46,0,56,0,0,0,0,3,0,0,0,0,0,0,28,0,35,3,0,0,0,0,0,0,0,5,0,3,41,7,58,0,0,0,0,0,0,4,0,0,0,0,18,0,31,96,45,33,17,44,35,16,13,56,9,55,473,24,762,13,0,0,0,7,3,6,0,0,0,0,3,62,87,491,461,192,31,196,214,50,56,513,43,423,3496,275,5621,123,241,65,0
SAL10018,107,124,25,0,60,35,10,25,83,9,70,421,29,807,0,0,0,0,0,0,0,0,0,0,0,8,0,13,10,3,4,0,0,0,0,6,0,0,3,7,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,10,13,3,0,0,0,6,5,3,3,0,4,47,4,73,4,3,0,0,0,0,0,0,0,0,0,8,44,59,126,136,31,0,60,37,14,30,85,9,76,475,72,938,46,49,13,0
SAL10019,4,6,7,0,0,0,0,0,4,0,0,49,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,4,6,7,0,0,0,0,0,4,0,0,53,25,101,5,0,0,0
SAL10020,3,0,0,0,0,4,0,0,3,0,8,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,8,13,0,32,0,0,0,0
SAL10021,60,80,26,3,30,26,7,10,62,7,48,542,30,825,0,0,5,0,0,0,0,0,8,0,0,16,0,24,9,0,4,0,4,5,0,5,0,0,0,16,0,27,0,0,0,0,0,0,0,0,0,0,0,5,0,11,4,0,0,0,4,0,0,3,0,0,0,16,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,4,0,10,12,0,8,10,0,6,72,8,134,0,0,0,0,0,0,0,0,0,0,0,0,33,33,77,89,30,3,42,35,7,15,74,12,58,618,72,996,34,47,16,0
SAL10022,212,272,43,3,137,83,36,71,328,32,225,1195,114,2070,34,26,7,0,43,18,11,7,10,4,17,166,10,266,22,10,4,0,12,5,0,7,4,0,0,8,9,50,12,0,0,0,0,0,0,0,3,0,4,4,0,16,9,0,0,0,6,3,0,0,5,4,0,18,0,37,19,10,0,0,12,8,0,0,9,0,9,61,0,106,3,7,0,0,8,0,0,0,4,0,5,48,0,64,0,0,0,0,0,0,0,0,0,0,0,20,0,22,6,0,0,0,10,3,0,0,0,0,0,161,9,189,6,0,0,0,5,0,0,0,3,0,3,7,0,15,0,0,0,0,0,0,0,0,0,0,0,10,0,16,101,57,15,0,97,41,15,14,50,11,45,503,26,779,15,14,0,0,10,10,5,6,10,3,6,32,346,416,329,340,62,13,241,136,52,96,387,46,286,1724,489,3265,43,59,3,0
SAL10023,5,20,4,0,16,11,7,3,8,0,7,63,18,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,5,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,11,15,18,4,0,19,12,7,10,12,0,7,76,29,165,0,4,0,0
SAL10024,10,4,5,0,3,0,0,0,12,0,10,42,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,16,10,4,5,0,3,0,0,0,12,0,10,40,9,77,6,0,6,0
SAL10025,1013,1140,253,35,477,340,97,203,1309,105,1036,7154,490,11629,24,10,9,3,5,5,3,3,15,3,14,72,8,140,181,66,57,11,67,57,12,44,83,14,74,297,36,719,34,11,11,6,29,12,4,13,11,6,26,87,0,180,41,9,12,5,34,22,3,9,28,3,28,121,14,252,4,0,0,0,0,0,0,0,4,0,3,23,0,42,7,8,0,0,12,0,0,0,6,0,6,98,3,139,0,0,0,0,0,0,0,0,0,0,0,35,0,41,3,5,0,0,4,0,0,0,3,0,0,38,3,61,10,7,4,0,6,0,0,0,12,0,6,52,0,89,0,3,0,0,0,0,0,0,7,0,3,26,0,40,307,116,97,17,165,101,27,62,169,23,165,861,70,1696,28,7,3,0,12,13,0,5,7,4,7,23,435,504,1350,1268,357,57,653,450,129,271,1484,132,1203,8037,998,13826,462,633,119,0
SAL10026,699,673,183,58,362,275,93,157,835,68,625,2902,260,5553,6,10,3,0,10,4,3,0,8,0,6,42,8,78,133,44,26,23,70,59,19,31,50,14,73,158,8,447,40,7,7,8,30,23,10,7,14,11,18,33,7,133,42,11,16,16,30,13,8,6,18,3,25,63,0,156,7,3,7,0,0,3,0,0,0,0,0,12,0,25,5,7,0,0,3,0,0,0,0,0,7,65,0,85,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,20,0,37,3,4,3,0,7,3,0,0,6,0,8,31,0,54,4,0,0,0,0,0,0,0,0,0,0,8,0,11,241,84,65,53,148,116,33,49,99,29,148,446,27,1035,22,10,3,5,9,14,3,4,5,8,5,12,274,326,965,765,254,113,520,397,137,213,944,105,779,3360,564,6920,251,326,65,0
SAL10027,429,442,186,36,148,232,40,69,456,58,412,2298,152,4058,8,12,7,0,6,8,0,0,11,0,7,36,0,65,24,14,8,0,15,11,0,4,12,3,20,80,8,161,12,5,10,0,7,5,0,0,8,0,9,45,0,88,11,0,5,0,4,4,0,0,6,0,11,22,0,49,0,0,0,6,6,6,0,0,0,0,6,3,0,11,0,6,0,0,0,0,0,0,4,0,0,52,3,64,0,4,0,0,0,0,0,0,0,0,0,37,0,38,4,0,0,0,0,3,0,0,0,0,9,122,0,132,0,5,3,0,3,0,0,0,3,0,8,26,0,43,0,5,4,0,0,0,0,0,0,0,3,16,0,22,66,51,26,9,34,37,3,7,40,7,67,444,16,664,8,9,0,0,3,8,3,3,6,0,4,17,196,236,503,502,217,44,182,275,48,82,511,68,479,2754,365,4955,162,293,77,0
SAL10028,99,67,21,3,43,33,13,27,63,3,60,310,657,1218,0,0,0,0,0,0,0,0,0,0,0,7,15,29,11,3,4,0,4,5,0,0,3,0,6,3,5,30,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,27,28,0,0,0,0,0,0,0,0,0,0,0,5,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,3,0,9,10,0,3,12,0,10,17,83,145,6,4,0,0,0,0,0,0,0,0,0,3,71,79,114,74,23,3,57,38,13,27,73,3,73,329,816,1443,35,27,11,0
SAL10029,24,11,0,0,3,11,3,0,16,0,14,75,9,131,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,4,0,0,10,0,10,0,0,3,0,0,0,0,0,0,0,0,0,10,8,23,12,6,0,8,10,3,0,20,0,13,83,15,151,10,4,7,0
SAL10030,222,585,125,7,99,93,22,37,725,12,458,3835,152,5777,16,38,8,0,5,3,0,0,33,0,34,236,8,357,25,50,17,0,13,10,0,8,47,0,49,426,15,603,14,15,7,0,0,5,0,4,3,5,11,216,3,269,16,6,5,0,5,9,0,0,13,0,13,225,11,294,0,3,0,0,0,3,0,0,3,0,4,64,4,86,12,32,0,0,6,5,3,3,25,0,36,435,12,542,5,11,3,4,9,8,0,3,14,0,33,394,9,477,4,12,0,0,3,0,0,0,11,0,11,131,4,168,15,20,5,0,4,4,0,0,41,0,33,360,9,471,3,18,6,0,3,0,0,0,18,0,14,82,0,133,108,205,52,4,55,46,10,20,212,7,229,2568,65,3391,3,0,0,0,0,0,0,0,7,0,5,23,450,483,329,795,176,12,154,141,36,52,942,20,692,6429,667,9649,169,620,106,0
SAL10031,142,165,63,5,71,73,13,14,139,9,185,1651,85,2384,0,0,0,0,0,0,0,0,0,0,5,33,0,41,14,0,7,0,9,3,0,0,6,4,13,50,0,90,3,0,3,0,0,3,0,0,0,0,5,13,0,30,40,7,8,3,37,21,9,9,9,4,30,110,10,213,12,5,6,0,22,3,0,0,8,0,18,61,0,112,7,0,0,0,9,9,5,0,0,0,7,52,0,73,3,3,3,0,4,7,0,0,0,0,8,37,0,60,6,6,0,0,3,0,0,0,0,0,3,15,0,35,7,5,0,0,0,0,0,0,5,0,3,23,0,32,4,0,0,0,0,0,0,0,0,0,3,8,0,25,87,32,31,9,83,53,7,12,29,9,88,405,12,710,0,0,0,0,0,0,0,0,0,0,0,6,32,38,234,194,96,10,156,125,22,27,165,19,279,2064,128,3131,85,126,36,0
SAL10032,4,8,0,0,0,4,0,0,5,0,4,56,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,5,6,7,0,0,0,4,0,0,9,0,4,55,5,80,6,3,0,0
SAL10033,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
SAL10034,12,7,7,0,4,5,0,3,10,0,12,45,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,7,0,4,5,0,3,10,0,12,50,3,85,0,6,0,0
