SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL14501,..,0,0,0,0,0,5,0,0,8,..,0,0,0,0,12,9,8,4,40,0,0,0,0,0,0,0,0,0,10,94,58,51,70,60,100,72,44,12,565,..,0,38,72,82,116,108,56,7,481,..,9,29,21,14,30,10,0,0,111,..,5,6,16,3,11,5,0,5,50,211,..,..,..,..,..,..,..,..,211,..,36,..,..,..,..,..,..,..,36,..,55,17,12,3,5,0,0,0,94,..,6,3,0,0,3,8,8,0,29,..,4,0,0,0,0,0,0,0,12,..,0,0,0,0,4,10,0,0,18,..,0,5,4,8,12,23,10,5,74,0,4,5,0,0,0,0,4,0,16,214,113,104,122,121,187,166,79,19,1128
SAL14502,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,3,5,3,7,4,5,5,0,49,..,0,3,4,8,9,6,11,0,39,..,0,7,5,5,0,0,0,0,16,..,0,0,0,3,0,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,10,..,..,..,..,..,..,..,10,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,14,7,10,14,13,6,11,0,92
SAL14503,..,3,0,0,0,0,0,0,0,9,..,0,0,0,5,15,16,17,3,69,0,4,0,0,0,4,0,0,0,10,261,164,137,190,194,194,179,64,10,1387,..,5,98,260,295,292,300,110,10,1358,..,13,45,40,37,15,7,5,0,158,..,0,4,19,16,11,9,9,3,64,539,..,..,..,..,..,..,..,..,539,..,152,..,..,..,..,..,..,..,152,..,120,89,31,4,3,0,0,0,246,..,8,3,0,0,3,6,0,0,27,..,3,11,0,0,0,0,0,0,17,..,3,0,7,4,3,0,0,0,15,..,0,4,3,8,14,31,34,11,109,4,7,0,3,5,4,0,0,0,24,545,307,260,364,362,352,355,149,17,2715
SAL14504,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,35,12,26,19,42,35,15,12,0,188,..,0,13,21,40,47,13,11,0,147,..,5,4,11,11,7,5,0,0,35,..,0,5,0,0,0,3,0,5,10,64,..,..,..,..,..,..,..,..,64,..,12,..,..,..,..,..,..,..,12,..,12,9,6,3,0,0,0,0,28,..,0,0,0,3,9,0,0,0,17,..,0,6,0,3,5,3,0,0,16,..,0,0,0,5,3,0,0,0,11,..,0,3,3,6,6,8,5,0,33,0,0,0,0,0,0,0,0,0,11,68,31,42,40,64,79,36,26,5,389
SAL14505,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,3,9,3,0,17,0,4,0,0,0,0,0,0,0,7,33,20,21,13,26,21,33,12,7,191,..,0,12,17,15,32,39,11,0,123,..,6,16,7,11,3,3,0,0,48,..,0,4,5,10,0,0,0,0,23,63,..,..,..,..,..,..,..,..,63,..,10,..,..,..,..,..,..,..,10,..,12,9,0,8,0,0,0,0,30,..,3,0,0,0,0,4,0,0,9,..,4,0,0,0,0,0,0,0,3,..,0,4,0,0,6,0,0,0,7,..,0,0,0,7,14,19,3,0,43,0,4,0,0,0,0,0,0,0,8,63,41,50,32,49,53,58,19,10,375
SAL14506,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,8,0,0,24,..,0,3,0,3,13,10,0,0,24,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,4,0,0,6,0,3,0,0,0,0,0,0,0,8,6,3,8,0,0,20,16,0,0,51
SAL14507,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14508,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,4,3,6,3,7,3,0,50,..,0,0,8,14,13,9,6,0,48,..,0,0,0,0,0,8,4,0,9,..,0,0,0,0,0,4,0,0,0,20,..,..,..,..,..,..,..,..,20,..,3,..,..,..,..,..,..,..,3,..,6,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,20,6,5,9,19,12,17,9,0,105
SAL14509,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,3,0,5,0,3,0,0,0,0,0,0,0,3,13,0,3,4,16,12,11,9,0,64,..,0,0,5,21,18,15,6,0,66,..,0,4,0,0,5,0,0,0,4,..,0,0,4,3,0,0,0,0,6,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,6,7,5,8,0,26,0,3,0,0,0,0,0,0,0,3,26,14,5,12,31,29,20,10,0,144
SAL14510,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,16,6,8,14,13,3,0,83,..,0,7,8,9,16,12,10,0,52,..,0,3,5,0,3,0,0,0,18,..,0,4,0,0,0,0,0,0,5,31,..,..,..,..,..,..,..,..,31,..,3,..,..,..,..,..,..,..,3,..,4,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,3,0,0,5,..,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,31,17,17,16,16,23,22,8,0,147
SAL14511,..,0,8,9,10,7,3,0,0,38,..,8,19,23,43,79,104,95,60,434,5,21,12,4,13,5,9,3,4,74,609,310,373,421,448,387,378,207,96,3225,..,7,241,463,468,459,433,192,50,2313,..,67,212,138,118,77,42,14,4,664,..,6,43,66,84,39,37,10,13,298,1247,..,..,..,..,..,..,..,..,1247,..,239,..,..,..,..,..,..,..,239,..,243,100,45,27,13,10,0,0,430,..,29,13,10,11,19,12,7,7,103,..,15,9,0,5,0,7,0,0,31,..,11,24,11,14,13,7,0,0,91,..,19,46,51,84,129,153,134,70,696,13,28,16,15,14,10,12,8,9,131,1261,660,702,796,825,770,702,369,148,6226
SAL14512,..,0,0,0,0,0,0,0,0,3,..,0,0,4,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,5,20,23,17,32,43,30,11,7,0,190,..,0,13,29,53,44,20,5,3,165,..,0,13,9,24,12,10,0,0,60,..,0,0,4,0,5,0,0,0,9,67,..,..,..,..,..,..,..,..,67,..,24,..,..,..,..,..,..,..,24,..,11,3,0,0,0,0,0,0,23,..,0,0,0,0,0,0,0,0,10,..,0,4,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,..,0,0,6,3,4,4,3,0,19,0,0,0,3,4,0,0,0,0,12,67,36,34,51,91,68,30,15,3,392
SAL14513,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,17,5,9,15,10,11,0,0,91,..,0,5,18,26,17,12,3,0,86,..,7,0,0,3,6,0,0,0,7,..,0,0,0,0,0,0,0,0,0,44,..,..,..,..,..,..,..,..,44,..,12,..,..,..,..,..,..,..,12,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,19,13,19,35,18,13,8,0,169
SAL14514,..,0,0,0,0,0,0,5,0,3,..,0,0,0,5,3,11,0,0,21,3,3,0,0,0,0,0,0,0,4,59,33,26,38,39,40,31,14,4,280,..,0,27,51,55,51,32,21,4,243,..,0,13,6,4,10,5,0,0,36,..,0,0,9,6,0,3,0,0,24,107,..,..,..,..,..,..,..,..,107,..,40,..,..,..,..,..,..,..,40,..,18,11,3,3,0,0,0,0,37,..,0,0,0,0,0,0,3,0,10,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,5,0,7,..,0,0,0,3,8,13,3,0,35,3,4,0,0,0,0,0,0,0,12,111,63,57,72,74,75,60,31,11,552
SAL14515,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,7,0,0,10,0,0,0,0,0,0,0,0,0,0,11,14,3,5,8,24,23,3,0,93,..,0,6,9,9,27,30,7,3,93,..,0,3,0,0,3,3,0,0,15,..,0,0,0,0,0,0,0,0,4,21,..,..,..,..,..,..,..,..,21,..,7,..,..,..,..,..,..,..,7,..,7,7,4,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,3,7,0,0,11,0,0,0,0,0,0,0,0,0,3,21,15,13,19,15,37,48,15,3,189
SAL14516,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,4,8,0,0,0,29,..,0,0,9,7,4,7,0,0,26,..,0,3,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,5,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,10,12,9,7,0,0,63
SAL14517,..,3,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,12,3,8,4,3,43,..,0,0,0,10,0,3,0,0,19,..,0,0,0,8,6,6,0,0,22,..,0,0,0,4,0,0,0,0,5,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,0,0,0,4,0,0,0,0,6,..,0,0,0,0,0,4,0,0,6,..,0,0,0,0,0,0,0,0,5,..,3,4,0,0,0,0,0,0,9,..,0,0,3,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,11,8,8,5,24,12,16,5,3,81
SAL14518,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SAL14519,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,7,8,0,0,30,..,0,0,3,0,4,3,0,0,18,..,0,0,0,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,4,3,0,0,0,0,0,0,4,..,0,0,4,0,0,5,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,4,6,7,4,13,13,0,0,67
SAL14520,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,6,10,6,0,23,0,0,0,0,0,0,0,0,0,0,102,64,45,74,88,89,56,19,0,542,..,0,38,110,132,140,87,31,0,545,..,9,19,13,18,20,3,0,0,80,..,0,6,6,7,8,3,0,0,23,211,..,..,..,..,..,..,..,..,211,..,72,..,..,..,..,..,..,..,72,..,44,24,5,0,0,0,0,0,78,..,3,0,0,0,3,0,4,0,21,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,4,4,0,0,8,..,3,0,3,3,12,10,6,5,36,0,3,0,0,0,0,0,0,0,7,211,132,94,140,169,190,106,45,5,1087
SAL14521,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,10,11,17,16,17,0,0,101,..,0,8,14,25,22,32,4,0,101,..,0,7,3,0,4,3,0,0,20,..,0,0,4,0,0,0,0,0,6,29,..,..,..,..,..,..,..,..,29,..,14,..,..,..,..,..,..,..,14,..,15,4,0,4,0,0,0,0,25,..,0,0,0,0,0,0,0,0,4,..,0,5,0,0,0,0,0,0,5,..,0,0,0,5,0,0,0,0,3,..,0,0,0,0,3,4,0,0,10,0,5,0,0,0,0,0,0,0,6,29,36,23,25,34,36,34,4,0,221
SAL14522,..,0,0,0,0,6,0,0,0,6,..,3,10,0,11,17,17,22,7,73,3,5,0,0,0,0,0,0,0,11,137,94,94,68,103,97,67,41,9,712,..,0,65,102,129,118,81,50,7,549,..,24,59,23,22,12,11,7,0,160,..,0,15,10,14,4,5,5,0,49,282,..,..,..,..,..,..,..,..,282,..,60,..,..,..,..,..,..,..,60,..,95,26,9,7,0,0,0,0,129,..,8,3,0,4,11,4,3,0,42,..,5,0,0,0,0,0,0,0,9,..,4,0,0,0,8,3,0,0,11,..,3,15,9,27,31,22,23,13,149,7,4,0,0,0,3,0,0,0,17,290,208,187,154,196,190,132,82,17,1463
SAL14523,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL14524,..,6,5,0,0,5,4,0,0,15,..,3,10,10,6,13,26,21,24,106,0,0,0,0,0,0,0,3,0,7,130,79,105,73,76,85,70,45,36,699,..,10,56,73,105,88,67,41,16,442,..,0,20,12,3,11,3,0,0,49,..,0,10,12,13,17,6,3,6,69,247,..,..,..,..,..,..,..,..,247,..,89,..,..,..,..,..,..,..,89,..,59,72,22,7,4,5,0,0,173,..,12,14,8,8,7,8,7,0,68,..,0,8,6,6,6,0,0,0,25,..,10,8,3,5,11,6,0,0,52,..,7,13,25,17,25,44,35,25,195,0,0,3,6,4,7,4,3,0,21,247,196,200,165,166,172,141,91,49,1432
SAL14525,..,0,0,0,0,0,0,0,0,6,..,0,3,0,0,3,5,8,6,23,0,0,0,0,3,0,0,0,0,3,32,12,9,25,14,23,20,10,6,154,..,0,8,22,13,31,20,14,0,104,..,3,7,7,3,4,5,0,0,32,..,0,0,7,5,0,0,0,0,12,60,..,..,..,..,..,..,..,..,60,..,15,..,..,..,..,..,..,..,15,..,7,3,0,5,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,3,..,0,6,0,3,6,9,10,6,38,0,0,0,0,3,0,0,0,0,8,60,26,19,43,34,45,32,22,6,284
SAL14526,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,6,0,7,0,0,0,0,0,0,0,0,0,0,29,24,10,14,17,32,16,10,0,151,..,0,4,13,31,42,21,13,0,121,..,0,3,0,0,8,4,0,0,15,..,0,0,4,0,4,0,0,0,13,56,..,..,..,..,..,..,..,..,56,..,21,..,..,..,..,..,..,..,21,..,13,3,3,0,0,0,0,0,24,..,6,0,0,0,0,7,0,0,7,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,10,..,0,0,0,3,8,3,4,0,20,0,0,0,0,0,0,0,0,0,5,54,43,19,29,38,70,31,15,0,291
SAL14527,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
SAL14528,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,10,9,9,3,40,0,5,0,0,0,4,3,0,0,6,109,74,64,66,94,75,55,26,13,570,..,0,60,81,121,90,65,24,8,453,..,10,27,35,27,16,8,0,0,117,..,0,3,11,12,15,0,10,0,49,222,..,..,..,..,..,..,..,..,222,..,62,..,..,..,..,..,..,..,62,..,68,21,8,7,0,0,0,0,111,..,3,4,0,3,7,5,0,0,19,..,0,0,0,0,0,0,0,0,12,..,0,7,0,4,0,0,0,0,16,..,5,4,6,7,15,17,10,0,73,0,4,0,0,4,3,7,0,0,21,226,155,132,137,181,147,105,47,14,1147
SAL14529,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,0,0,6,0,0,19,..,0,0,7,0,3,4,0,0,21,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,11,0,3,4,0,0,44
SAL14530,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,8,4,3,4,7,0,0,42,..,3,5,9,0,5,20,0,0,45,..,0,3,0,0,0,3,0,0,6,..,0,0,0,6,0,0,0,0,6,20,..,..,..,..,..,..,..,..,20,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,19,11,18,10,10,4,28,0,0,102
SAL14531,..,0,0,0,0,5,0,0,0,3,..,0,0,0,0,9,0,4,0,11,0,0,0,0,0,0,0,0,0,4,14,10,7,11,17,19,14,5,0,101,..,0,9,16,22,25,16,3,0,87,..,0,0,9,9,6,4,0,0,22,..,0,0,0,0,0,0,0,0,7,40,..,..,..,..,..,..,..,..,40,..,16,..,..,..,..,..,..,..,16,..,3,0,4,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,5,..,0,4,5,3,8,0,4,0,17,4,0,0,0,0,0,0,0,0,3,43,17,14,26,36,41,24,12,4,215
SAL14532,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,10,7,7,7,9,12,12,8,0,71,..,0,3,14,13,12,12,5,0,63,..,3,0,3,4,0,6,0,0,17,..,0,0,0,0,0,0,0,0,3,23,..,..,..,..,..,..,..,..,23,..,5,..,..,..,..,..,..,..,5,..,0,7,0,0,0,0,0,0,3,..,0,0,0,0,0,4,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,6,0,3,8,5,0,0,17,0,0,0,0,0,0,0,0,0,5,23,10,14,17,19,21,33,15,0,147
SAL14533,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,8,7,0,0,21,0,0,0,0,0,0,3,0,0,6,96,35,59,42,42,42,54,21,6,399,..,5,64,43,32,37,70,33,8,295,..,9,28,13,12,14,5,0,0,82,..,0,3,7,9,0,0,3,4,37,182,..,..,..,..,..,..,..,..,182,..,23,..,..,..,..,..,..,..,23,..,19,4,4,0,0,0,0,0,33,..,5,5,0,4,0,0,4,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,15,..,0,0,6,11,8,15,4,0,42,0,0,0,0,0,0,3,0,0,9,182,60,113,80,78,70,103,51,11,738
SAL14534,..,0,7,0,0,0,0,0,0,7,..,5,3,0,3,8,7,10,3,36,0,4,0,0,0,0,0,0,0,8,109,55,82,63,82,89,51,29,6,570,..,5,76,96,91,141,90,39,0,539,..,5,23,13,18,11,4,0,0,78,..,0,3,0,15,7,0,0,3,35,220,..,..,..,..,..,..,..,..,220,..,58,..,..,..,..,..,..,..,58,..,60,42,12,3,5,0,0,0,123,..,0,0,5,4,3,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,12,6,3,0,0,0,0,17,..,4,7,6,10,17,9,13,3,69,4,4,0,5,0,0,0,0,0,10,216,135,173,141,152,177,107,52,7,1165
SAL14535,..,0,0,0,0,0,4,0,0,5,..,0,0,0,0,3,0,0,0,6,0,3,0,0,0,0,4,0,0,6,35,17,14,9,21,32,25,7,5,162,..,0,7,10,27,36,36,11,4,129,..,0,4,0,0,3,3,0,0,21,..,0,6,0,6,3,0,0,0,17,60,..,..,..,..,..,..,..,..,60,..,8,..,..,..,..,..,..,..,8,..,12,3,0,4,0,0,0,0,22,..,0,0,0,0,0,3,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,3,0,0,6,..,0,0,0,5,11,0,0,0,20,0,3,6,0,0,0,5,0,0,11,60,29,30,20,46,56,53,16,7,313
SAL14536,..,15,22,8,13,21,9,6,0,96,..,27,46,53,51,120,172,158,94,715,17,18,18,10,7,12,17,10,3,103,1018,568,551,604,555,631,617,383,139,5072,..,33,310,576,579,712,703,388,57,3359,..,135,300,176,119,93,42,20,0,888,..,27,111,133,138,65,23,20,18,534,2015,..,..,..,..,..,..,..,..,2015,..,370,..,..,..,..,..,..,..,370,..,353,112,49,26,23,7,0,0,574,..,50,25,16,16,32,53,24,15,225,..,39,23,15,10,6,6,0,0,95,..,41,43,20,28,39,22,14,0,205,..,52,105,98,143,232,289,227,127,1272,30,34,31,20,16,26,24,13,6,200,2047,1126,1056,1107,1076,1224,1164,706,238,9747
